"CIRCOSCRIZIONE";"COLLEGIO";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"LOMBARDIA 2";"Erba";"ANZANO DEL PARCO";1246;;1151;;31;"PDS";"78"
"LOMBARDIA 2";"Erba";"ANZANO DEL PARCO";1246;;1151;;31;"FORZA ITALIA";"238"
"LOMBARDIA 2";"Erba";"ANZANO DEL PARCO";1246;;1151;;31;"PANNELLA-SGARBI";"25"
"LOMBARDIA 2";"Erba";"ANZANO DEL PARCO";1246;;1151;;31;"CCD-CDU";"47"
"LOMBARDIA 2";"Erba";"ANZANO DEL PARCO";1246;;1151;;31;"ALLEANZA NAZIONALE";"68"
"LOMBARDIA 2";"Erba";"ANZANO DEL PARCO";1246;;1151;;31;"LEGA NORD";"462"
"LOMBARDIA 2";"Erba";"ANZANO DEL PARCO";1246;;1151;;31;"RIFONDAZIONE COMUNISTA";"66"
"LOMBARDIA 2";"Erba";"ANZANO DEL PARCO";1246;;1151;;31;"MOV.SOC.TRICOLORE";"3"
"LOMBARDIA 2";"Erba";"ANZANO DEL PARCO";1246;;1151;;31;"RINNOVAMENTO IT-DINI";"33"
"LOMBARDIA 2";"Erba";"ANZANO DEL PARCO";1246;;1151;;31;"FEDERAZIONE DEI VERDI";"29"
"LOMBARDIA 2";"Erba";"ANZANO DEL PARCO";1246;;1151;;31;"POP-SVP-PRI-UD-PRODI";"48"
"LOMBARDIA 2";"Erba";"AROSIO";3459;;3300;;73;"FORZA ITALIA";"670"
"LOMBARDIA 2";"Erba";"AROSIO";3459;;3300;;73;"PDS";"233"
"LOMBARDIA 2";"Erba";"AROSIO";3459;;3300;;73;"LEGA NORD";"1196"
"LOMBARDIA 2";"Erba";"AROSIO";3459;;3300;;73;"PANNELLA-SGARBI";"72"
"LOMBARDIA 2";"Erba";"AROSIO";3459;;3300;;73;"CCD-CDU";"176"
"LOMBARDIA 2";"Erba";"AROSIO";3459;;3300;;73;"ALLEANZA NAZIONALE";"200"
"LOMBARDIA 2";"Erba";"AROSIO";3459;;3300;;73;"RIFONDAZIONE COMUNISTA";"173"
"LOMBARDIA 2";"Erba";"AROSIO";3459;;3300;;73;"POP-SVP-PRI-UD-PRODI";"207"
"LOMBARDIA 2";"Erba";"AROSIO";3459;;3300;;73;"FEDERAZIONE DEI VERDI";"75"
"LOMBARDIA 2";"Erba";"AROSIO";3459;;3300;;73;"RINNOVAMENTO IT-DINI";"122"
"LOMBARDIA 2";"Erba";"AROSIO";3459;;3300;;73;"MOV.SOC.TRICOLORE";"17"
"LOMBARDIA 2";"Erba";"ASSO";2610;;2320;;53;"CCD-CDU";"122"
"LOMBARDIA 2";"Erba";"ASSO";2610;;2320;;53;"POP-SVP-PRI-UD-PRODI";"160"
"LOMBARDIA 2";"Erba";"ASSO";2610;;2320;;53;"LEGA NORD";"716"
"LOMBARDIA 2";"Erba";"ASSO";2610;;2320;;53;"PDS";"166"
"LOMBARDIA 2";"Erba";"ASSO";2610;;2320;;53;"PANNELLA-SGARBI";"39"
"LOMBARDIA 2";"Erba";"ASSO";2610;;2320;;53;"ALLEANZA NAZIONALE";"185"
"LOMBARDIA 2";"Erba";"ASSO";2610;;2320;;53;"RIFONDAZIONE COMUNISTA";"144"
"LOMBARDIA 2";"Erba";"ASSO";2610;;2320;;53;"RINNOVAMENTO IT-DINI";"67"
"MARCHE";"Ascoli Piceno";"ACQUASANTA";4132;;2593;;123;"ALLEANZA NAZIONALE";"557"
"MARCHE";"Ascoli Piceno";"ACQUASANTA";4132;;2593;;123;"FORZA ITALIA";"491"
"MARCHE";"Ascoli Piceno";"ACQUASANTA";4132;;2593;;123;"RIFONDAZIONE COMUNISTA";"252"
"MARCHE";"Ascoli Piceno";"ACQUASANTA";4132;;2593;;123;"PER LE MARCHE";"10"
"MARCHE";"Ascoli Piceno";"ACQUASANTA";4132;;2593;;123;"CCD-CDU";"183"
"MARCHE";"Ascoli Piceno";"ACQUASANTA";4132;;2593;;123;"LEGA NORD";"30"
"MARCHE";"Ascoli Piceno";"ACQUASANTA";4132;;2593;;123;"POP-SVP-PRI-UD-PRODI";"87"
"MARCHE";"Ascoli Piceno";"ACQUASANTA";4132;;2593;;123;"PDS";"508"
"MARCHE";"Ascoli Piceno";"ACQUASANTA";4132;;2593;;123;"PANNELLA-SGARBI";"33"
"MARCHE";"Ascoli Piceno";"ACQUASANTA";4132;;2593;;123;"MOV.SOC.TRICOLORE";"44"
"MARCHE";"Ascoli Piceno";"ACQUASANTA";4132;;2593;;123;"RINNOVAMENTO IT-DINI";"134"
"MARCHE";"Ascoli Piceno";"ACQUASANTA";4132;;2593;;123;"FEDERAZIONE DEI VERDI";"30"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3354;;2917;;141;"PANNELLA-SGARBI";"41"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3354;;2917;;141;"PDS";"854"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3354;;2917;;141;"MOV.SOC.TRICOLORE";"33"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3354;;2917;;141;"RINNOVAMENTO IT-DINI";"103"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3354;;2917;;141;"FORZA ITALIA";"479"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3354;;2917;;141;"RIFONDAZIONE COMUNISTA";"255"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3354;;2917;;141;"POP-SVP-PRI-UD-PRODI";"140"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3354;;2917;;141;"LEGA NORD";"19"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3354;;2917;;141;"CCD-CDU";"193"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3354;;2917;;141;"ALLEANZA NAZIONALE";"544"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3354;;2917;;141;"FEDERAZIONE DEI VERDI";"38"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3354;;2917;;141;"PER LE MARCHE";"3"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1678;;1434;;55;"FEDERAZIONE DEI VERDI";"11"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1678;;1434;;55;"PANNELLA-SGARBI";"16"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1678;;1434;;55;"PDS";"332"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1678;;1434;;55;"POP-SVP-PRI-UD-PRODI";"52"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1678;;1434;;55;"LEGA NORD";"13"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1678;;1434;;55;"CCD-CDU";"118"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1678;;1434;;55;"PER LE MARCHE";"0"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1678;;1434;;55;"MOV.SOC.TRICOLORE";"13"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1678;;1434;;55;"RIFONDAZIONE COMUNISTA";"162"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1678;;1434;;55;"RINNOVAMENTO IT-DINI";"41"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1678;;1434;;55;"FORZA ITALIA";"268"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1678;;1434;;55;"ALLEANZA NAZIONALE";"289"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1734;;1134;;29;"RIFONDAZIONE COMUNISTA";"130"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1734;;1134;;29;"PER LE MARCHE";"2"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1734;;1134;;29;"ALLEANZA NAZIONALE";"312"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1734;;1134;;29;"CCD-CDU";"98"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1734;;1134;;29;"FEDERAZIONE DEI VERDI";"15"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1734;;1134;;29;"RINNOVAMENTO IT-DINI";"36"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1734;;1134;;29;"MOV.SOC.TRICOLORE";"15"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1734;;1134;;29;"PANNELLA-SGARBI";"16"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1734;;1134;;29;"PDS";"191"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1734;;1134;;29;"POP-SVP-PRI-UD-PRODI";"47"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1734;;1134;;29;"LEGA NORD";"7"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1734;;1134;;29;"FORZA ITALIA";"187"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";45516;;38816;;1119;"PER LE MARCHE";"55"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";45516;;38816;;1119;"RINNOVAMENTO IT-DINI";"1861"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";45516;;38816;;1119;"FEDERAZIONE DEI VERDI";"955"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";45516;;38816;;1119;"FORZA ITALIA";"6555"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";45516;;38816;;1119;"ALLEANZA NAZIONALE";"9206"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";45516;;38816;;1119;"CCD-CDU";"2907"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";45516;;38816;;1119;"POP-SVP-PRI-UD-PRODI";"2373"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";45516;;38816;;1119;"PDS";"6713"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";45516;;38816;;1119;"PANNELLA-SGARBI";"905"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";45516;;38816;;1119;"MOV.SOC.TRICOLORE";"520"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";45516;;38816;;1119;"LEGA NORD";"288"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";45516;;38816;;1119;"RIFONDAZIONE COMUNISTA";"4016"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5704;;5010;;174;"FEDERAZIONE DEI VERDI";"97"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5704;;5010;;174;"PANNELLA-SGARBI";"72"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5704;;5010;;174;"MOV.SOC.TRICOLORE";"40"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5704;;5010;;174;"RINNOVAMENTO IT-DINI";"166"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5704;;5010;;174;"POP-SVP-PRI-UD-PRODI";"248"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5704;;5010;;174;"LEGA NORD";"32"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5704;;5010;;174;"CCD-CDU";"270"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5704;;5010;;174;"PER LE MARCHE";"10"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5704;;5010;;174;"RIFONDAZIONE COMUNISTA";"862"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5704;;5010;;174;"FORZA ITALIA";"784"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5704;;5010;;174;"PDS";"1381"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5704;;5010;;174;"ALLEANZA NAZIONALE";"703"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2520;;2193;;105;"PANNELLA-SGARBI";"32"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2520;;2193;;105;"FEDERAZIONE DEI VERDI";"25"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2520;;2193;;105;"RIFONDAZIONE COMUNISTA";"212"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2520;;2193;;105;"ALLEANZA NAZIONALE";"495"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2520;;2193;;105;"PER LE MARCHE";"1"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2520;;2193;;105;"CCD-CDU";"239"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2520;;2193;;105;"LEGA NORD";"13"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2520;;2193;;105;"POP-SVP-PRI-UD-PRODI";"188"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2520;;2193;;105;"PDS";"339"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2520;;2193;;105;"MOV.SOC.TRICOLORE";"29"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2520;;2193;;105;"FORZA ITALIA";"350"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2520;;2193;;105;"RINNOVAMENTO IT-DINI";"98"
"MARCHE";"Ascoli Piceno";"CASTORANO";1731;;1502;;50;"FEDERAZIONE DEI VERDI";"11"
"MARCHE";"Ascoli Piceno";"CASTORANO";1731;;1502;;50;"RIFONDAZIONE COMUNISTA";"395"
"MARCHE";"Ascoli Piceno";"CASTORANO";1731;;1502;;50;"ALLEANZA NAZIONALE";"161"
"MARCHE";"Ascoli Piceno";"CASTORANO";1731;;1502;;50;"CCD-CDU";"108"
"MARCHE";"Ascoli Piceno";"CASTORANO";1731;;1502;;50;"POP-SVP-PRI-UD-PRODI";"49"
"MARCHE";"Ascoli Piceno";"CASTORANO";1731;;1502;;50;"PDS";"445"
"MARCHE";"Ascoli Piceno";"CASTORANO";1731;;1502;;50;"PANNELLA-SGARBI";"15"
"MARCHE";"Ascoli Piceno";"CASTORANO";1731;;1502;;50;"PER LE MARCHE";"3"
"MARCHE";"Ascoli Piceno";"CASTORANO";1731;;1502;;50;"MOV.SOC.TRICOLORE";"10"
"MARCHE";"Ascoli Piceno";"CASTORANO";1731;;1502;;50;"LEGA NORD";"14"
"MARCHE";"Ascoli Piceno";"CASTORANO";1731;;1502;;50;"RINNOVAMENTO IT-DINI";"41"
"MARCHE";"Ascoli Piceno";"CASTORANO";1731;;1502;;50;"FORZA ITALIA";"167"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2386;;2109;;71;"CCD-CDU";"149"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2386;;2109;;71;"FEDERAZIONE DEI VERDI";"45"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2386;;2109;;71;"RIFONDAZIONE COMUNISTA";"309"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2386;;2109;;71;"PER LE MARCHE";"8"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2386;;2109;;71;"LEGA NORD";"16"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2386;;2109;;71;"POP-SVP-PRI-UD-PRODI";"92"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2386;;2109;;71;"PDS";"664"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2386;;2109;;71;"PANNELLA-SGARBI";"29"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2386;;2109;;71;"MOV.SOC.TRICOLORE";"27"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2386;;2109;;71;"RINNOVAMENTO IT-DINI";"80"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2386;;2109;;71;"FORZA ITALIA";"252"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2386;;2109;;71;"ALLEANZA NAZIONALE";"316"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2582;;2234;;85;"POP-SVP-PRI-UD-PRODI";"90"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2582;;2234;;85;"PDS";"435"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2582;;2234;;85;"FORZA ITALIA";"317"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2582;;2234;;85;"RINNOVAMENTO IT-DINI";"70"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2582;;2234;;85;"MOV.SOC.TRICOLORE";"30"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2582;;2234;;85;"LEGA NORD";"22"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2582;;2234;;85;"CCD-CDU";"232"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2582;;2234;;85;"PER LE MARCHE";"5"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2582;;2234;;85;"ALLEANZA NAZIONALE";"406"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2582;;2234;;85;"RIFONDAZIONE COMUNISTA";"312"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2582;;2234;;85;"FEDERAZIONE DEI VERDI";"59"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2582;;2234;;85;"PANNELLA-SGARBI";"30"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6999;;5969;;207;"RINNOVAMENTO IT-DINI";"251"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6999;;5969;;207;"FEDERAZIONE DEI VERDI";"160"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6999;;5969;;207;"ALLEANZA NAZIONALE";"1411"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6999;;5969;;207;"CCD-CDU";"316"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6999;;5969;;207;"LEGA NORD";"49"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6999;;5969;;207;"POP-SVP-PRI-UD-PRODI";"359"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6999;;5969;;207;"PDS";"960"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6999;;5969;;207;"MOV.SOC.TRICOLORE";"95"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6999;;5969;;207;"PER LE MARCHE";"19"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6999;;5969;;207;"FORZA ITALIA";"1181"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6999;;5969;;207;"PANNELLA-SGARBI";"124"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6999;;5969;;207;"RIFONDAZIONE COMUNISTA";"639"
"MARCHE";"Ascoli Piceno";"FORCE";1477;;1166;;54;"RINNOVAMENTO IT-DINI";"42"
"MARCHE";"Ascoli Piceno";"FORCE";1477;;1166;;54;"PER LE MARCHE";"4"
"MARCHE";"Ascoli Piceno";"FORCE";1477;;1166;;54;"ALLEANZA NAZIONALE";"282"
"MARCHE";"Ascoli Piceno";"FORCE";1477;;1166;;54;"RIFONDAZIONE COMUNISTA";"178"
"MARCHE";"Ascoli Piceno";"FORCE";1477;;1166;;54;"FEDERAZIONE DEI VERDI";"16"
"MARCHE";"Ascoli Piceno";"FORCE";1477;;1166;;54;"LEGA NORD";"10"
"MARCHE";"Ascoli Piceno";"FORCE";1477;;1166;;54;"POP-SVP-PRI-UD-PRODI";"58"
"MARCHE";"Ascoli Piceno";"FORCE";1477;;1166;;54;"PDS";"198"
"MARCHE";"Ascoli Piceno";"FORCE";1477;;1166;;54;"CCD-CDU";"89"
"MARCHE";"Ascoli Piceno";"FORCE";1477;;1166;;54;"MOV.SOC.TRICOLORE";"24"
"MARCHE";"Ascoli Piceno";"FORCE";1477;;1166;;54;"FORZA ITALIA";"149"
"MARCHE";"Ascoli Piceno";"FORCE";1477;;1166;;54;"PANNELLA-SGARBI";"13"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1963;;1702;;52;"POP-SVP-PRI-UD-PRODI";"44"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1963;;1702;;52;"MOV.SOC.TRICOLORE";"33"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1963;;1702;;52;"PANNELLA-SGARBI";"44"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1963;;1702;;52;"PDS";"347"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1963;;1702;;52;"LEGA NORD";"9"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1963;;1702;;52;"PER LE MARCHE";"3"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1963;;1702;;52;"ALLEANZA NAZIONALE";"424"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1963;;1702;;52;"RIFONDAZIONE COMUNISTA";"195"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1963;;1702;;52;"FEDERAZIONE DEI VERDI";"27"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1963;;1702;;52;"RINNOVAMENTO IT-DINI";"55"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1963;;1702;;52;"CCD-CDU";"103"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1963;;1702;;52;"FORZA ITALIA";"324"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";469;;388;;26;"PANNELLA-SGARBI";"10"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";469;;388;;26;"FEDERAZIONE DEI VERDI";"9"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";469;;388;;26;"RIFONDAZIONE COMUNISTA";"47"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";469;;388;;26;"ALLEANZA NAZIONALE";"72"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";469;;388;;26;"PER LE MARCHE";"0"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";469;;388;;26;"CCD-CDU";"26"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";469;;388;;26;"LEGA NORD";"6"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";469;;388;;26;"PDS";"65"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";469;;388;;26;"MOV.SOC.TRICOLORE";"6"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";469;;388;;26;"RINNOVAMENTO IT-DINI";"9"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";469;;388;;26;"FORZA ITALIA";"62"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";469;;388;;26;"POP-SVP-PRI-UD-PRODI";"38"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1162;;945;;53;"PANNELLA-SGARBI";"13"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1162;;945;;53;"RINNOVAMENTO IT-DINI";"34"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1162;;945;;53;"MOV.SOC.TRICOLORE";"9"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1162;;945;;53;"RIFONDAZIONE COMUNISTA";"68"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1162;;945;;53;"PDS";"130"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1162;;945;;53;"POP-SVP-PRI-UD-PRODI";"46"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1162;;945;;53;"LEGA NORD";"17"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1162;;945;;53;"CCD-CDU";"96"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1162;;945;;53;"ALLEANZA NAZIONALE";"262"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1162;;945;;53;"FORZA ITALIA";"172"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1162;;945;;53;"PER LE MARCHE";"3"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1162;;945;;53;"FEDERAZIONE DEI VERDI";"11"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";788;;487;;20;"PDS";"65"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";788;;487;;20;"FEDERAZIONE DEI VERDI";"7"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";788;;487;;20;"RIFONDAZIONE COMUNISTA";"36"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";788;;487;;20;"ALLEANZA NAZIONALE";"107"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";788;;487;;20;"PER LE MARCHE";"1"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";788;;487;;20;"CCD-CDU";"51"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";788;;487;;20;"POP-SVP-PRI-UD-PRODI";"33"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";788;;487;;20;"MOV.SOC.TRICOLORE";"15"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";788;;487;;20;"FORZA ITALIA";"97"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";788;;487;;20;"RINNOVAMENTO IT-DINI";"34"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";788;;487;;20;"PANNELLA-SGARBI";"5"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";788;;487;;20;"LEGA NORD";"4"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";633;;518;;26;"LEGA NORD";"5"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";633;;518;;26;"PDS";"37"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";633;;518;;26;"PANNELLA-SGARBI";"6"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";633;;518;;26;"MOV.SOC.TRICOLORE";"14"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";633;;518;;26;"RINNOVAMENTO IT-DINI";"33"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";633;;518;;26;"FEDERAZIONE DEI VERDI";"6"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";633;;518;;26;"PER LE MARCHE";"2"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";633;;518;;26;"ALLEANZA NAZIONALE";"182"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";633;;518;;26;"CCD-CDU";"61"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";633;;518;;26;"RIFONDAZIONE COMUNISTA";"22"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";633;;518;;26;"FORZA ITALIA";"82"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";633;;518;;26;"POP-SVP-PRI-UD-PRODI";"23"
"MARCHE";"Ascoli Piceno";"OFFIDA";4647;;3994;;119;"PER LE MARCHE";"9"
"MARCHE";"Ascoli Piceno";"OFFIDA";4647;;3994;;119;"RINNOVAMENTO IT-DINI";"124"
"MARCHE";"Ascoli Piceno";"OFFIDA";4647;;3994;;119;"MOV.SOC.TRICOLORE";"39"
"MARCHE";"Ascoli Piceno";"OFFIDA";4647;;3994;;119;"PANNELLA-SGARBI";"72"
"MARCHE";"Ascoli Piceno";"OFFIDA";4647;;3994;;119;"PDS";"1335"
"MARCHE";"Ascoli Piceno";"OFFIDA";4647;;3994;;119;"POP-SVP-PRI-UD-PRODI";"122"
"MARCHE";"Ascoli Piceno";"OFFIDA";4647;;3994;;119;"FORZA ITALIA";"462"
"MARCHE";"Ascoli Piceno";"OFFIDA";4647;;3994;;119;"CCD-CDU";"260"
"MARCHE";"Ascoli Piceno";"OFFIDA";4647;;3994;;119;"ALLEANZA NAZIONALE";"706"
"MARCHE";"Ascoli Piceno";"OFFIDA";4647;;3994;;119;"RIFONDAZIONE COMUNISTA";"520"
"MARCHE";"Ascoli Piceno";"OFFIDA";4647;;3994;;119;"FEDERAZIONE DEI VERDI";"52"
"MARCHE";"Ascoli Piceno";"OFFIDA";4647;;3994;;119;"LEGA NORD";"28"
