"DATAELEZIONE";"CODTIPOELEZIONE";"REGIONE";"COLLEGIO";"descrlista";"votiLista";"cognome";"nome";"datanascita";"luogonascita";"sesso";"CODTIPOELETTO"
14/6/1987 00:00:00;"S";"VENETO";"VICENZA";"PCI";20729;" MASINA               ";" E                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"SCHIO";"PCI";19796;" PALMIERI             ";" E                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"PCI";13275;" ROSSI IN BONALDI     ";" G                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"BELLUNO";"DEM.PROL";1416;" TUNDO                ";" F                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"PADOVA";"DEM.PROL";4037;" TROILO IN VANICORE   ";" A                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"ESTE";"DEM.PROL";1278;" PADOAN               ";" A                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"CITTADELLA";"DEM.PROL";2391;" LEVI SANDRI          ";" A                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"ROVIGO";"DEM.PROL";849;" TUDINO               ";" A                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"ADRIA";"DEM.PROL";466;" BATTAIN              ";" E                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"TREVISO";"DEM.PROL";2457;" BATTAIN              ";" E                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"VITTORIO VENETO-MONTEBELLUNA";"DEM.PROL";1752;" BURATTO              ";" G                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"CONEGLIANO-ODERZO";"DEM.PROL";1428;" NARO                 ";" M                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"VENEZIA";"DEM.PROL";1826;" FERRO                ";" W                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"MIRANO";"DEM.PROL";2820;" MINICHINI            ";" V                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"SAN DONA' DI PIAVE";"DEM.PROL";1492;" PERINI               ";" P                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"CHIOGGIA";"DEM.PROL";4337;" GIACOMETTO           ";" L                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"VERONA I";"DEM.PROL";4311;" TADDEI               ";" B                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"VERONA COLLINA";"DEM.PROL";2031;" TUDINO               ";" A                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"VERONA PIANURA";"DEM.PROL";1458;" DE MIN IN SCARATO    ";" C                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"VICENZA";"DEM.PROL";2538;" BOECHE               ";" A                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"SCHIO";"DEM.PROL";2129;" CANEVA               ";" S                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"DEM.PROL";2093;" CANEVA               ";" S                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"BELLUNO";"PRI";4414;" REOLON               ";" A                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"PADOVA";"PRI";8337;" LEOPIZZI             ";" G                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"ESTE";"PRI";1929;" DELL'AGLIO           ";" L                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"CITTADELLA";"PRI";4331;" VIERO                ";" C E                  ";;;;
14/6/1987 00:00:00;"S";"VENETO";"ROVIGO";"PRI";1807;" BORDIN               ";" G                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"ADRIA";"PRI";805;" GREGGIO              ";" A                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"TREVISO";"PRI";7116;" COHN                 ";" G                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"VITTORIO VENETO-MONTEBELLUNA";"PRI";4361;" ZARDET               ";" B                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"CONEGLIANO-ODERZO";"PRI";3781;" DA RE                ";" V                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"VENEZIA";"PRI";3510;" CASELLATI            ";" A                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"MIRANO";"PRI";3622;" TONOLO               ";" A                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"SAN DONA' DI PIAVE";"PRI";2744;" MONTAGNER            ";" B                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"CHIOGGIA";"PRI";5180;" ZORZET               ";" T                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"VERONA I";"PRI";7800;" MARZOTTO             ";" G M                  ";;;;
14/6/1987 00:00:00;"S";"VENETO";"VERONA COLLINA";"PRI";3143;" SONATO               ";" L F                  ";;;;
14/6/1987 00:00:00;"S";"VENETO";"VERONA PIANURA";"PRI";2152;" MENIN                ";" G F M                ";;;;
14/6/1987 00:00:00;"S";"VENETO";"VICENZA";"PRI";7862;" MARZOTTO             ";" G M                  ";;;;
14/6/1987 00:00:00;"S";"VENETO";"SCHIO";"PRI";4898;" URBANI               ";" G M                  ";;;;
14/6/1987 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"PRI";3570;" MARZOTTO             ";" G M                  ";;;;
14/6/1987 00:00:00;"S";"VENETO";"BELLUNO";"MSI-DN";4841;" ZANENGA              ";" B                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"PADOVA";"MSI-DN";9122;" ROMANI               ";" G G                  ";;;;
14/6/1987 00:00:00;"S";"VENETO";"ESTE";"MSI-DN";5032;" FRANCESCHETTI        ";" F                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"CITTADELLA";"MSI-DN";4880;" FABRETTO             ";" G                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"ROVIGO";"MSI-DN";4353;" SALVATORE            ";" V                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"ADRIA";"MSI-DN";2291;" SWCHITTARELICH       ";" A                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"TREVISO";"MSI-DN";5533;" DI PASQUALE          ";" A                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"VITTORIO VENETO-MONTEBELLUNA";"MSI-DN";3651;" SAVOINI              ";" G B                  ";;;;
14/6/1987 00:00:00;"S";"VENETO";"CONEGLIANO-ODERZO";"MSI-DN";4390;" DAL SASSO            ";" C A                  ";;;;
14/6/1987 00:00:00;"S";"VENETO";"VENEZIA";"MSI-DN";4442;" GRADARI              ";" P                    ";;;;"E"
14/6/1987 00:00:00;"S";"VENETO";"MIRANO";"MSI-DN";3727;" BARBAN               ";" V                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"SAN DONA' DI PIAVE";"MSI-DN";6207;" MAZZON               ";" E                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"VERONA I";"PSI";31443;" BERTONI              ";" L                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"VERONA COLLINA";"PSI";20859;" FURIOLI              ";" F                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"VERONA PIANURA";"PSI";16742;" BUTTURA              ";" R                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"VICENZA";"PSI";23037;" DAL MASO             ";" A F                  ";;;;
14/6/1987 00:00:00;"S";"VENETO";"SCHIO";"PSI";16805;" SANDRI               ";" V                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"PSI";14748;" PIANEZZOLA           ";" F G                  ";;;;
14/6/1987 00:00:00;"S";"VENETO";"BELLUNO";"PLI";2786;" BOND                 ";" G                    ";;;;
14/6/1987 00:00:00;"S";"VENETO";"PADOVA";"PLI";6865;" CEVESE               ";" P G                  ";;;;
14/6/1987 00:00:00;"S";"VENETO";"ESTE";"PLI";1464;" CEVESE               ";" P G                  ";;;;
14/6/1987 00:00:00;"S";"VENETO";"CITTADELLA";"PLI";3023;" CEVESE               ";" P G                  ";;;;
14/6/1987 00:00:00;"S";"VENETO";"ROVIGO";"PLI";1635;" PIVA                 ";" B                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"REGGIO DI CALABRIA";"DC";39708;" ZAGARI               ";" S                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"LOCRI";"DC";25155;" FIMOGNARI            ";" GB                   ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"CATANZARO";"PS D'AZ-ALL.F.";277;" BARTONE              ";" E                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"VIBO VALENTIA";"PS D'AZ-ALL.F.";1575;" TASSONE              ";" F                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"CROTONE";"PS D'AZ-ALL.F.";140;" MARTINO              ";" R                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"LAMEZIA TERME";"PS D'AZ-ALL.F.";550;" NATALI               ";" C                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"COSENZA";"PS D'AZ-ALL.F.";763;" GULLO                ";" L                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"CASTROVILLARI-PAOLA";"PS D'AZ-ALL.F.";348;" GULLO                ";" L                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"ROSSANO";"PS D'AZ-ALL.F.";146;" CATANZARITI          ";" F                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"PALMI";"PS D'AZ-ALL.F.";349;" LUGARA NATO LINO     ";" S                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"REGGIO DI CALABRIA";"PS D'AZ-ALL.F.";360;" ZITARA               ";" N A                  ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"LOCRI";"PS D'AZ-ALL.F.";304;" ZITARA               ";" N A                  ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"CATANZARO";"LIGA VENETA-PU";647;" PANETTA              ";" A                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"VIBO VALENTIA";"LIGA VENETA-PU";458;" CAMPA                ";" A                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"CROTONE";"LIGA VENETA-PU";386;" MINOLITI             ";" A                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"LAMEZIA TERME";"LIGA VENETA-PU";280;" MINOLITI             ";" A                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"COSENZA";"LIGA VENETA-PU";742;" PANETTA              ";" A                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"CASTROVILLARI-PAOLA";"LIGA VENETA-PU";701;" FORMICA              ";" F F                  ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"ROSSANO";"LIGA VENETA-PU";430;" FORMICA              ";" F F                  ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"PALMI";"LIGA VENETA-PU";529;" BELLANTONI           ";" A D                  ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"REGGIO DI CALABRIA";"LIGA VENETA-PU";1554;" PANETTA              ";" A                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"LOCRI";"LIGA VENETA-PU";617;" BELLANTONI           ";" A D                  ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"CATANZARO";"PRI";1433;" CERRA                ";" P                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"VIBO VALENTIA";"PRI";891;" LA CAVA              ";" A                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"CROTONE";"PRI";696;" MACRI                ";" A                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"LAMEZIA TERME";"PRI";1376;" MACRI                ";" G                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"COSENZA";"PRI";1251;" DE FRANCO            ";" P A                  ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"CASTROVILLARI-PAOLA";"PRI";1533;" QUINTIERO            ";" G                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"ROSSANO";"PRI";878;" TRIPODORO            ";" G                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"PALMI";"PRI";3523;" FERRARO              ";" R                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"REGGIO DI CALABRIA";"PRI";3797;" MACRI                ";" M                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"LOCRI";"PRI";1868;" MUSCARI TAMAIOLI     ";" F                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"CATANZARO";"PLI";1016;" COPPOLETTA           ";" V                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"VIBO VALENTIA";"PLI";555;" CASTAGNA             ";" A                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"CROTONE";"PLI";424;" FACENTE              ";" A L                  ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"LAMEZIA TERME";"PLI";379;" FERRARO              ";" P                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"COSENZA";"PLI";1192;" ZICARO               ";" I                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"CASTROVILLARI-PAOLA";"PLI";763;" MATTEUCCI            ";" G                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"ROSSANO";"PLI";1804;" DE NOVELLIS          ";" C                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"PALMI";"PLI";868;" CANNATA              ";" G                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"REGGIO DI CALABRIA";"PLI";1352;" CANNATA              ";" G                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"LOCRI";"PLI";695;" MACRI                ";" E                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"CATANZARO";"PSI-PSDI-PR";13977;" MORELLI              ";" V                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"VIBO VALENTIA";"PSI-PSDI-PR";10950;" ARCURI               ";" G A                  ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"CROTONE";"PSI-PSDI-PR";11132;" MELLINI              ";" M                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"LAMEZIA TERME";"PSI-PSDI-PR";17392;" PETRONIO             ";" G L                  ";;;;"E"
14/6/1987 00:00:00;"S";"CALABRIA";"COSENZA";"PSI-PSDI-PR";18550;" MELLINI              ";" M                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"CASTROVILLARI-PAOLA";"PSI-PSDI-PR";25184;" TORSELLO             ";" A                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"ROSSANO";"PSI-PSDI-PR";21269;" FRASCA               ";" S                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"PALMI";"PSI-PSDI-PR";10521;" MELLINI              ";" M                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"REGGIO DI CALABRIA";"PSI-PSDI-PR";20045;" CROTONEO             ";" A                    ";;;;
14/6/1987 00:00:00;"S";"CALABRIA";"LOCRI";"PSI-PSDI-PR";17960;" ZITO                 ";" S                    ";;;;"E"
14/6/1987 00:00:00;"S";"SICILIA";"AGRIGENTO";"PCI";33792;" GAMBINO              ";" V D                  ";;;;"E"
14/6/1987 00:00:00;"S";"SICILIA";"SCIACCA";"PCI";26598;" MACALUSO             ";" E                    ";;;;"E"
14/6/1987 00:00:00;"S";"SICILIA";"CALTANISSETTA";"PCI";17501;" MANGIAVILLANO        ";" S                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PIAZZA ARMERINA";"PCI";25679;" CROCETTA             ";" S                    ";;;;"E"
14/6/1987 00:00:00;"S";"SICILIA";"ACIREALE";"PCI";15803;" FICHERA              ";" M                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CATANIA I";"PCI";25429;" LA VALLE             ";" R L                  ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CATANIA II";"PCI";41332;" CALABRO IN LOMBARDO  ";" G                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CALTAGIRONE";"PCI";18834;" VITALE               ";" G                    ";;;;"E"
14/6/1987 00:00:00;"S";"SICILIA";"ENNA";"PCI";18301;" ANCONA               ";" P                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"MESSINA";"PCI";12849;" ANSALDO PATTI        ";" R                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"BARCELLONA POZZO DI GOTTO";"PCI";17035;" LA ROSA              ";" T G                  ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PATTI";"PCI";16905;" MICELI               ";" A M                  ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PARTINICO MONREALE";"PCI";26002;" AMMAVUTA             ";" P                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PALERMO I";"PCI";19295;" BECCALI              ";" G                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PALERMO II";"PCI";19945;" MARCONI VED CAUSI    ";" M                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CORLEONE-BAGHERIA";"PCI";15385;" MANNINO              ";" A                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"TERMINI IMERESE-CEFALU'";"PCI";13904;" RIZZO                ";" A                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"RAGUSA";"PCI";50109;" SCIVOLETTO           ";" C                    ";;;;"E"
14/6/1987 00:00:00;"S";"SICILIA";"SIRACUSA";"PCI";41309;" GRECO                ";" F                    ";;;;"E"
14/6/1987 00:00:00;"S";"SICILIA";"NOTO";"PCI";16417;" TIRALONGO            ";" F                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"TRAPANI";"PCI";21653;" SAMMARITANO          ";" G                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"ALCAMO";"PCI";25826;" BELLAFIORE           ";" V                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"AGRIGENTO";"RINASCITA SIC.";211;" VINCI                ";" V                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"ACIREALE";"RINASCITA SIC.";271;" MIGNEMI              ";" G                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CATANIA I";"RINASCITA SIC.";607;" VINCI                ";" V                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CATANIA II";"RINASCITA SIC.";712;" MIGNEMI              ";" G                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CALTAGIRONE";"RINASCITA SIC.";88;" FASANARO             ";" R                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"ENNA";"RINASCITA SIC.";100;" MAESANO              ";" A                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"MESSINA";"RINASCITA SIC.";235;" MIGNEMI              ";" G                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"BARCELLONA POZZO DI GOTTO";"RINASCITA SIC.";179;" MAISANO              ";" A                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PALERMO I";"RINASCITA SIC.";430;" FASANARO             ";" R                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PALERMO II";"RINASCITA SIC.";401;" VINCI                ";" V                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CORLEONE-BAGHERIA";"RINASCITA SIC.";285;" MAESANO              ";" A                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"RAGUSA";"RINASCITA SIC.";229;" DELL ALI             ";" S                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"SIRACUSA";"RINASCITA SIC.";343;" DELL ALI             ";" S                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"NOTO";"RINASCITA SIC.";980;" DELL ALI             ";" S                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"TRAPANI";"RINASCITA SIC.";187;" FASANARO             ";" R                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"AGRIGENTO";"DEM.PROL";1273;" BUZZETTA             ";" G                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"SCIACCA";"DEM.PROL";831;" PUMA                 ";" G                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CALTANISSETTA";"DEM.PROL";830;" DI FALCO             ";" N                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PIAZZA ARMERINA";"DEM.PROL";808;" CENTINEO             ";" G                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"ACIREALE";"DEM.PROL";907;" GALEANO              ";" R                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CATANIA I";"DEM.PROL";1428;" CENTINEO             ";" G                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CATANIA II";"DEM.PROL";1619;" GALEANO              ";" R                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CALTAGIRONE";"DEM.PROL";757;" CENTINEO             ";" G                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"ENNA";"DEM.PROL";520;" SAIJA                ";" F                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"MESSINA";"DEM.PROL";1211;" SAIJA                ";" F                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"BARCELLONA POZZO DI GOTTO";"DEM.PROL";841;" ISGRO                ";" C                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PATTI";"DEM.PROL";1052;" BARONE               ";" F                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PARTINICO MONREALE";"DEM.PROL";3475;" VITALE               ";" S                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PALERMO I";"DEM.PROL";2692;" MASOTTO              ";" G                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PALERMO II";"DEM.PROL";2186;" DI FALCO             ";" N                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CORLEONE-BAGHERIA";"DEM.PROL";1006;" MANCINO              ";" F                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"TERMINI IMERESE-CEFALU'";"DEM.PROL";1521;" NARO                 ";" S                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"RAGUSA";"DEM.PROL";761;" SAIJA                ";" F                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"SIRACUSA";"DEM.PROL";1946;" TOCCO                ";" E S                  ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"NOTO";"DEM.PROL";815;" BRANCAFORTE          ";" A                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"TRAPANI";"DEM.PROL";995;" DI FALCO             ";" N                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"ALCAMO";"DEM.PROL";938;" LATTUCA              ";" G                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"AGRIGENTO";"ALL.POP.PENS";138;" SPADA                ";" F                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"SCIACCA";"ALL.POP.PENS";104;" SPADA                ";" F                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CALTANISSETTA";"ALL.POP.PENS";116;" SPADA                ";" F                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"ACIREALE";"ALL.POP.PENS";146;" BARONE               ";" F P                  ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CATANIA I";"ALL.POP.PENS";360;" BENEVENTO DELLA CORT ";" E F                  ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CATANIA II";"ALL.POP.PENS";459;" BENEVENTO DELLA CORT ";" E F                  ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CALTAGIRONE";"ALL.POP.PENS";69;" BARONE               ";" F P                  ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"ENNA";"ALL.POP.PENS";62;" BARONE               ";" F P                  ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"MESSINA";"ALL.POP.PENS";257;" RIZZO DETTO SANTINO  ";" S                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"BARCELLONA POZZO DI GOTTO";"ALL.POP.PENS";145;" RIZZO DETTO SANTINO  ";" S                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PATTI";"ALL.POP.PENS";114;" RIZZO DETTO SANTINO  ";" S                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PARTINICO MONREALE";"ALL.POP.PENS";414;" CRIMI                ";" M                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PALERMO I";"ALL.POP.PENS";241;" BENEVENTATO DELLA CO ";" RTE F                ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PALERMO II";"ALL.POP.PENS";286;" ORLANDO              ";" R                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CORLEONE-BAGHERIA";"ALL.POP.PENS";72;" CRIMI                ";" M                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"TERMINI IMERESE-CEFALU'";"ALL.POP.PENS";131;" CRIMI                ";" M                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"RAGUSA";"ALL.POP.PENS";163;" OLIVIERI             ";" S                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"SIRACUSA";"ALL.POP.PENS";222;" OLIVIERI             ";" S                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"NOTO";"ALL.POP.PENS";62;" OLIVIERI             ";" S                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"TRAPANI";"ALL.POP.PENS";98;" ORLANDO              ";" R                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"ALCAMO";"ALL.POP.PENS";108;" ORLANDO              ";" R                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"AGRIGENTO";"MSI-DN";6711;" AMATO                ";" G                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"SCIACCA";"MSI-DN";3292;" TREMUTA              ";" S                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CALTANISSETTA";"MSI-DN";8369;" MANCUSO              ";" G                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PIAZZA ARMERINA";"MSI-DN";7871;" MONGELLI             ";" G                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"ACIREALE";"MSI-DN";17907;" FILETTI              ";" C                    ";;;;"E"
14/6/1987 00:00:00;"S";"SICILIA";"CATANIA I";"MSI-DN";22908;" LA RUSSA             ";" A                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CATANIA II";"MSI-DN";33529;" LA RUSSA             ";" A                    ";;;;"E"
14/6/1987 00:00:00;"S";"SICILIA";"CALTAGIRONE";"MSI-DN";6291;" SIDOTI               ";" L                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"ENNA";"MSI-DN";5742;" ARDICA               ";" R                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"MESSINA";"MSI-DN";10859;" GENTILE              ";" G                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"BARCELLONA POZZO DI GOTTO";"MSI-DN";9125;" CATALANO             ";" B                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PATTI";"MSI-DN";5235;" MICELI               ";" C                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PARTINICO MONREALE";"MSI-DN";14493;" GAROFALO             ";" G                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PALERMO I";"MSI-DN";16000;" CUCCO                ";" G                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"PALERMO II";"MSI-DN";12179;" MADONIA              ";" V                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"CORLEONE-BAGHERIA";"MSI-DN";5257;" MORANA               ";" S                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"TERMINI IMERESE-CEFALU'";"MSI-DN";5614;" CURCIO               ";" P                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"RAGUSA";"MSI-DN";9923;" MODICA               ";" C                    ";;;;
14/6/1987 00:00:00;"S";"SICILIA";"SIRACUSA";"MSI-DN";13405;" FORTUNA              ";" E                    ";;;;
