"DATAELEZIONE";"CODTIPOELEZIONE";"REGIONE";"COLLEGIO";"descrlista";"votiLista";"cognome";"nome";"datanascita";"luogonascita";"sesso";"CODTIPOELETTO"
14/6/1987 00:00:00;"S";"LAZIO";"FROSINONE";"MSI-DN";18857;" MISSERVILLE          ";" R                    ";;;;"E"
14/6/1987 00:00:00;"S";"LAZIO";"SORA-CASSINO";"MSI-DN";12779;" MAGLIOCCHETTI        ";" B                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"LATINA";"MSI-DN";25119;" FINESTRA             ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"RIETI";"MSI-DN";7588;" BERTI                ";" L                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA I";"MSI-DN";7236;" ROMUALDI             ";" P                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA II";"MSI-DN";21776;" MARCHIO              ";" M                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA III";"MSI-DN";12799;" MOLLICONE            ";" N G                  ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA IV";"MSI-DN";28792;" VECCHIONI            ";" V                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA V";"MSI-DN";8241;" MANTOVANI            ";" C                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VI";"MSI-DN";39679;" DE TOTTO             ";" G N                  ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VII";"MSI-DN";16621;" PERINA               ";" M                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VIII";"MSI-DN";10868;" GALLITTO             ";" B                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"VELLETRI";"MSI-DN";20926;" DE FRANCHI           ";" E                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"TIVOLI";"MSI-DN";12877;" FERRARI              ";" G                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"CIVITAVECCHIA";"MSI-DN";13087;" GIANCATERINI         ";" C                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"VITERBO";"MSI-DN";14232;" SIGNORELLI           ";" F                    ";;;;"E"
14/6/1987 00:00:00;"S";"LAZIO";"FROSINONE";"PRI";3344;" MORETTI              ";" M                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"SORA-CASSINO";"PRI";4716;" VISCA                ";" G                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"LATINA";"PRI";8794;" DEL BALZO            ";" S                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"RIETI";"PRI";2712;" SALETTI              ";" E I                  ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA I";"PRI";5117;" VISENTINI            ";" B                    ";;;;"E"
14/6/1987 00:00:00;"S";"LAZIO";"ROMA II";"PRI";9513;" VENANZETTU           ";" C                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA III";"PRI";3441;" DE MARTINI           ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA IV";"PRI";7219;" VENEZIANI            ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA V";"PRI";3010;" TUMBARELLO           ";" R                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VI";"PRI";17666;" SQUARZINA            ";" L                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VII";"PRI";7098;" FEDERIGHI            ";" T                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VIII";"PRI";5213;" VENANZETTI           ";" C                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"VELLETRI";"PRI";13515;" VENANZETTI           ";" C                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"TIVOLI";"PRI";7098;" LORI DETTO PINO      ";" G                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"CIVITAVECCHIA";"PRI";3758;" PATERNOSTER          ";" N                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"VITERBO";"PRI";2277;" GNIGNERA             ";" B                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"FROSINONE";"P.RAD";1800;" STANZANI GHEDINI     ";" S A                  ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"SORA-CASSINO";"P.RAD";994;" MONTICELLI DETTA MAR ";" IA MONTI M           ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"LATINA";"P.RAD";4504;" D'AMATO              ";" L                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"RIETI";"P.RAD";1070;" ARCONTI              ";" L                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA I";"P.RAD";2995;" ZEVI                 ";" B                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA II";"P.RAD";8478;" D'AMATO              ";" L                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA III";"P.RAD";5677;" SPADACCIA            ";" G                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA IV";"P.RAD";14062;" MODUGNO DETTO MIMMO  ";" D                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA V";"P.RAD";3242;" STANZANI GHEDINI     ";" S A                  ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VI";"P.RAD";19649;" SPADACCIA            ";" G                    ";;;;"E"
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VII";"P.RAD";8263;" SPADACCIA            ";" G                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VIII";"P.RAD";4607;" D'AMATO              ";" L                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"VELLETRI";"P.RAD";7429;" MODUGNO DETTO MIMMO  ";" D                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"TIVOLI";"P.RAD";3711;" MODUGNO DETTO MIMMO  ";" D                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"CIVITAVECCHIA";"P.RAD";4090;" BANDINELLI           ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"VITERBO";"P.RAD";1733;" DEL GATTO            ";" L                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"FROSINONE";"PLI";2166;" FANELLI              ";" A C                  ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"SORA-CASSINO";"PLI";2660;" ZINCONE              ";" S G                  ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"LATINA";"PLI";3701;" DE FABRITIIS         ";" V                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"RIETI";"PLI";764;" GUNNELLA             ";" B                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA I";"PLI";4876;" BOZZI                ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA II";"PLI";7927;" BOZZI                ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA III";"PLI";1980;" ARGILAS              ";" L                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA IV";"PLI";4243;" CIAMEI               ";" E                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA V";"PLI";2407;" ZINCONE              ";" B                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VI";"PLI";9727;" FIUMARA              ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VII";"PLI";5405;" STACCIOLI            ";" S                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VIII";"PLI";4556;" BOZZI                ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"VELLETRI";"PLI";3415;" RAIMONDI             ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"TIVOLI";"PLI";1877;" POLLUTRI             ";" G                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"CIVITAVECCHIA";"PLI";1691;" KATTE KLISCHE DE LA  ";" GRANGE A             ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"VITERBO";"PLI";1893;" ASCENZI IN CONTUCCI  ";" E                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"FROSINONE";"PSDI";8386;" LONGO                ";" P                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"SORA-CASSINO";"PSDI";5745;" LONGO                ";" P                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"LATINA";"PSDI";6292;" MATACCHIONI          ";" P                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"RIETI";"PSDI";1609;" SEBASTIANI           ";" U                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA I";"PSDI";1028;" FANTO'               ";" G                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA II";"PSDI";3759;" TORTOSA              ";" O                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA III";"PSDI";3409;" D'APPOLLONIO         ";" I                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA IV";"PSDI";9345;" TAPPI                ";" S                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA V";"PSDI";1530;" BRUNO                ";" T F                  ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VI";"PSDI";9364;" MASTROROSATO         ";" F                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VII";"PSDI";4223;" LIBERATI             ";" G                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VIII";"PSDI";1990;" DE FELICE            ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"VELLETRI";"PSDI";8407;" FEDI                 ";" E                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"TIVOLI";"PSDI";6151;" LONGO                ";" P                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"CIVITAVECCHIA";"PSDI";6798;" LATTANZI             ";" F                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"VITERBO";"PSDI";1927;" BETTINI              ";" G                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"FROSINONE";"NPP";48;" PICHELLI             ";" C                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"SORA-CASSINO";"NPP";81;" CAVALIERE            ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"LATINA";"NPP";125;" CAVALLO              ";" S                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"RIETI";"NPP";117;" MALFATTI             ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA I";"NPP";50;" HERZOG               ";" G                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA II";"NPP";216;" ZUCCONI              ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA III";"NPP";207;" BIANCHETTI           ";" D                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA IV";"NPP";385;" TRAPANESE            ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA V";"NPP";107;" AQUILANTI            ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VI";"NPP";441;" D'ERRICO             ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VII";"NPP";203;" BALDUCCI             ";" F                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VIII";"NPP";109;" FOLIGNI              ";" M                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"VELLETRI";"NPP";183;" PICHELLI             ";" C                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"TIVOLI";"NPP";97;" CROSTELLI            ";" G                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"CIVITAVECCHIA";"NPP";99;" GENTILE              ";" C                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"VITERBO";"NPP";39;" CAVALIERE            ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"FROSINONE";"VERDI IT.-P.ECOL";316;" MOSCIANO             ";" G                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"SORA-CASSINO";"VERDI IT.-P.ECOL";236;" MOSCIANO             ";" E                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"RIETI";"VERDI IT.-P.ECOL";199;" TREVALE              ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA I";"VERDI IT.-P.ECOL";271;" ZIA                  ";" R                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA II";"VERDI IT.-P.ECOL";943;" TASSI                ";" L                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA III";"VERDI IT.-P.ECOL";628;" MOSCIANO             ";" E                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA IV";"VERDI IT.-P.ECOL";1212;" TREVALE              ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA V";"VERDI IT.-P.ECOL";332;" TASSI                ";" I                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VI";"VERDI IT.-P.ECOL";1975;" ZIA                  ";" R                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VII";"VERDI IT.-P.ECOL";901;" TASSI                ";" I                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VIII";"VERDI IT.-P.ECOL";460;" MOSCIANO             ";" G                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"VELLETRI";"VERDI IT.-P.ECOL";749;" TREVALE              ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"TIVOLI";"VERDI IT.-P.ECOL";398;" MOSCIANO             ";" E                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"VITERBO";"VERDI IT.-P.ECOL";242;" MOSCIANO             ";" G                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"FROSINONE";"LIGA VENETA-PU";477;" CRISPINO             ";" M                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"SORA-CASSINO";"LIGA VENETA-PU";810;" GIORDANO             ";" M                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"LATINA";"LIGA VENETA-PU";916;" STANO                ";" M                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"RIETI";"LIGA VENETA-PU";459;" BERNABEI             ";" F                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA I";"LIGA VENETA-PU";676;" SEGANTI              ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA II";"LIGA VENETA-PU";2279;" BERNABEI             ";" F                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA III";"LIGA VENETA-PU";1775;" MANCINI              ";" F                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA IV";"LIGA VENETA-PU";3949;" SESTILI              ";" S                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA V";"LIGA VENETA-PU";917;" ENRICO               ";" D                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VI";"LIGA VENETA-PU";4744;" MANUGUERRA           ";" G                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VII";"LIGA VENETA-PU";2069;" RACCAGNA             ";" M                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VIII";"LIGA VENETA-PU";1035;" STUPAZZINI           ";" E                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"VELLETRI";"LIGA VENETA-PU";1508;" TATA                 ";" B                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"TIVOLI";"LIGA VENETA-PU";858;" CONTE                ";" G                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"CIVITAVECCHIA";"LIGA VENETA-PU";986;" DI PANFILO           ";" P                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"VITERBO";"LIGA VENETA-PU";544;" DORE                 ";" G                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"FROSINONE";"PSI";11322;" PESCI DETTO PAOLO    ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"SORA-CASSINO";"PSI";17531;" VASSALLI             ";" G                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"LATINA";"PSI";36266;" CALVI                ";" M                    ";;;;"E"
14/6/1987 00:00:00;"S";"LAZIO";"RIETI";"PSI";13127;" VELLA                ";" B                    ";;;;"E"
14/6/1987 00:00:00;"S";"LAZIO";"ROMA I";"PSI";7039;" PORTOGHESI           ";" P                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA II";"PSI";24925;" CABUNCHIO            ";" V                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA III";"PSI";18737;" SPANO'               ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA IV";"PSI";43265;" BENZONI              ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA V";"PSI";9886;" CIPOLLINI            ";" R                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VI";"PSI";62923;" BASSI LAGOSTENA DETT ";" A TINA A             ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VII";"PSI";22141;" PICCHIOTTI           ";" R                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VIII";"PSI";13395;" FERRARESI            ";" F R                  ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"VELLETRI";"PSI";36735;" GARIBALDI            ";" A                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"TIVOLI";"PSI";26081;" MURATORE             ";" A                    ";;;;"E"
14/6/1987 00:00:00;"S";"LAZIO";"CIVITAVECCHIA";"PSI";23812;" MERAVIGLIA           ";" R                    ";;;;"E"
14/6/1987 00:00:00;"S";"LAZIO";"VITERBO";"PSI";12960;" SALVATORI            ";" B                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"FROSINONE";"DC";52988;" VITALONE             ";" C                    ";;;;"E"
14/6/1987 00:00:00;"S";"LAZIO";"SORA-CASSINO";"DC";57229;" PICANO               ";" A                    ";;;;"E"
14/6/1987 00:00:00;"S";"LAZIO";"LATINA";"DC";85526;" BERNARDI             ";" G                    ";;;;"E"
14/6/1987 00:00:00;"S";"LAZIO";"RIETI";"DC";32297;" IANNI                ";" M                    ";;;;"E"
14/6/1987 00:00:00;"S";"LAZIO";"ROMA I";"DC";25761;" EVANGELISTI          ";" F                    ";;;;"E"
14/6/1987 00:00:00;"S";"LAZIO";"ROMA II";"DC";67790;" RUFFILLI             ";" R                    ";;;;"E"
14/6/1987 00:00:00;"S";"LAZIO";"ROMA III";"DC";48405;" AGOSTINI             ";" G                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA IV";"DC";104475;" TANI                 ";" C                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA V";"DC";29409;" CABRAS               ";" P                    ";;;;"E"
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VI";"DC";147577;" CABRAS               ";" P                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VII";"DC";69533;" CECCATELLI           ";" A G                  ";;;;"E"
14/6/1987 00:00:00;"S";"LAZIO";"ROMA VIII";"DC";40557;" ELIA                 ";" L                    ";;;;"E"
14/6/1987 00:00:00;"S";"LAZIO";"VELLETRI";"DC";82544;" EVANGELISITI         ";" F                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"TIVOLI";"DC";52163;" CECCATELLI           ";" A G                  ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"CIVITAVECCHIA";"DC";51203;" VITALONE             ";" C                    ";;;;
14/6/1987 00:00:00;"S";"LAZIO";"VITERBO";"DC";38560;" SARTORI              ";" P                    ";;;;"E"
14/6/1987 00:00:00;"S";"ABRUZZO";"CHIETI";"PCI";30227;" DE CESARE            ";" V                    ";;;;
14/6/1987 00:00:00;"S";"ABRUZZO";"LANCIANO-VASTO";"PCI";30295;" MARIOTTI             ";" A                    ";;;;
14/6/1987 00:00:00;"S";"ABRUZZO";"L'AQUILA-SULMONA";"PCI";24691;" CLEMENTI             ";" A                    ";;;;
14/6/1987 00:00:00;"S";"ABRUZZO";"AVEZZANO";"PCI";22128;" SPALLONE             ";" M                    ";;;;
14/6/1987 00:00:00;"S";"ABRUZZO";"PESCARA";"PCI";50311;" TORLONTANO           ";" M                    ";;;;"E"
14/6/1987 00:00:00;"S";"ABRUZZO";"TERAMO";"PCI";55244;" FRANCHI              ";" A                    ";;;;"E"
14/6/1987 00:00:00;"S";"ABRUZZO";"CHIETI";"MSI-DN";8296;" CUCULLO              ";" N M                  ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"ALESSANDRIA-TORTONA";"PCI";35742;" BRINA                ";" A                    ";;;;"E"
14/6/1987 00:00:00;"S";"PIEMONTE";"CASALE MONFERRATO-CHIVASSO";"PCI";33688;" LIBERTINI            ";" L                    ";;;;"E"
14/6/1987 00:00:00;"S";"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PCI";32777;" NESPOLO              ";" C F                  ";;;;"E"
14/6/1987 00:00:00;"S";"PIEMONTE";"ASTI";"PCI";27208;" SARACCO              ";" G                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"CUNEO-SALUZZO";"PCI";14611;" NOVELLI              ";" D                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"ALBA";"PCI";15407;" SCAGLIOLA            ";" G                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"MONDOVI'";"PCI";9051;" PASQUALI             ";" G                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"NOVARA";"PCI";44240;" CORENTI              ";" G                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"VERBANO-CUSIO-OSSOLA";"PCI";34649;" GALLO                ";" B                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"IVREA";"PCI";47155;" GRIJUELA             ";" F                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"SUSA";"PCI";86412;" GIANOTTI             ";" L                    ";;;;"E"
14/6/1987 00:00:00;"S";"PIEMONTE";"PINEROLO";"PCI";54083;" MARCHIARO            ";" E                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"TORINO CENTRO";"PCI";21128;" NOVELLI              ";" D                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"TORINO FIAT AERITALIA FERRIERE";"PCI";93745;" FOA                  ";" V                    ";;;;"E"
14/6/1987 00:00:00;"S";"PIEMONTE";"TORINO DORA OLTRE STURA COLLINA";"PCI";75180;" PECCHIOLI            ";" U                    ";;;;"E"
14/6/1987 00:00:00;"S";"PIEMONTE";"VERCELLI";"PCI";35170;" BAIARDI              ";" E                    ";;;;"E"
14/6/1987 00:00:00;"S";"PIEMONTE";"BIELLA";"PCI";37928;" NAPOLEONI            ";" C                    ";;;;"E"
14/6/1987 00:00:00;"S";"PIEMONTE";"ALESSANDRIA-TORTONA";"DEM.PROL";1538;" BELCARI              ";" R                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"CASALE MONFERRATO-CHIVASSO";"DEM.PROL";1549;" GARELLI              ";" A                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"DEM.PROL";1134;" SOTTILE              ";" C                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"ASTI";"DEM.PROL";1817;" FASSIO               ";" S G                  ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"CUNEO-SALUZZO";"DEM.PROL";1752;" CARLI                ";" D                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"ALBA";"DEM.PROL";1327;" GARDIOL              ";" D                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"MONDOVI'";"DEM.PROL";946;" CALAMIDA             ";" F                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"NOVARA";"DEM.PROL";2090;" BERMANI              ";" C                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"VERBANO-CUSIO-OSSOLA";"DEM.PROL";1816;" CALAMIDA             ";" F                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"IVREA";"DEM.PROL";2874;" MARIANI              ";" G                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"SUSA";"DEM.PROL";4783;" MAGNETTI             ";" D                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"PINEROLO";"DEM.PROL";4557;" GARDIOL              ";" G                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"TORINO CENTRO";"DEM.PROL";1672;" PANDOLFO             ";" G                    ";;;;
14/6/1987 00:00:00;"S";"PIEMONTE";"TORINO FIAT AERITALIA FERRIERE";"DEM.PROL";6594;" BECHIS IN MANCINI    ";" E                    ";;;;
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"TRENTO";"PPST";7331;" ANDREOTI             ";" C                    ";;;;
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"ROVERETO";"PPST";4729;" ANDREOTTI            ";" C                    ";;;;
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"PPST";7033;" ANDREOTTI            ";" C                    ";;;;
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"MEZZOLOMBARDO";"PPST";5866;" PANIZZA              ";" L                    ";;;;
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BOLZANO";"PPST";56163;" RIZ                  ";" R                    ";;;;"E"
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BRESSANONE";"PPST";90417;" RUBNER               ";" H                    ";;;;"E"
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"TRENTO";"PLI";1683;" FACCHINELLI          ";" C A                  ";;;;
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"ROVERETO";"PLI";1040;" GIAMMONA             ";" V                    ";;;;
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"PLI";975;" VIGNA                ";" A                    ";;;;
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"MEZZOLOMBARDO";"PLI";887;" DEVARDA              ";" C                    ";;;;
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BOLZANO";"PLI";1080;" SENO                 ";" A                    ";;;;
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BRESSANONE";"PLI";336;" SENO                 ";" A                    ";;;;
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"TRENTO";"PART.SUD.TIROL";141;" MAIR                 ";" H                    ";;;;
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BOLZANO";"PART.SUD.TIROL";3505;" STIELER              ";" J                    ";;;;
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BRESSANONE";"PART.SUD.TIROL";4905;" STIELER              ";" J                    ";;;;
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"TRENTO";"MSI-DN";3490;" MITOLO               ";" A                    ";;;;
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"ROVERETO";"MSI-DN";3407;" MITOLO               ";" A                    ";;;;
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"MSI-DN";1978;" PREVE CECCON         ";" R                    ";;;;
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"MEZZOLOMBARDO";"MSI-DN";1598;" PREVE CECCON         ";" R                    ";;;;
14/6/1987 00:00:00;"S";"TRENTINO-ALTO ADIGE";"BOLZANO";"MSI-DN";24067;" MITOLO               ";" A                    ";;;;
