"CIRCOSCRIZIONE";"PROVINCIA";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTILISTA"
"ABRUZZO";"L'AQUILA";"ROCCA PIA";170;73;121;61;3;"FIAMMA TRICOLORE";"4"
"ABRUZZO";"L'AQUILA";"ROCCA PIA";170;73;121;61;3;"UNIONE DI CENTRO";"18"
"ABRUZZO";"L'AQUILA";"ROCCA PIA";170;73;121;61;3;"ALTERNATIVA SOCIALE MUSSOLINI";"5"
"ABRUZZO";"L'AQUILA";"ROCCA PIA";170;73;121;61;3;"ALLEANZA NAZIONALE";"16"
"ABRUZZO";"L'AQUILA";"ROCCA PIA";170;73;121;61;3;"DEM.CRIST.-NUOVO PSI";"1"
"ABRUZZO";"L'AQUILA";"ROCCA PIA";170;73;121;61;3;"DESTRA NAZIONALE";"0"
"ABRUZZO";"L'AQUILA";"ROCCA PIA";170;73;121;61;3;"L'ULIVO";"12"
"ABRUZZO";"L'AQUILA";"ROCCA PIA";170;73;121;61;3;"U.D.EUR POPOLARI";"1"
"PUGLIA";"LECCE";"NEVIANO";4641;2151;3795;1777;82;"DI PIETRO ITALIA DEI VALORI";"41"
"PUGLIA";"LECCE";"NEVIANO";4641;2151;3795;1777;82;"L'ULIVO";"978"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"SOLIDARIETA'";"0"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"P.LIBERALE ITALIANO";"3"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"LEGA NORD";"3"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"DEM.CRIST.-NUOVO PSI";"8"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"ALTERNATIVA SOCIALE MUSSOLINI";"19"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"S.O.S. ITALIA";"1"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"FORZA ITALIA";"463"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"ALLEANZA NAZIONALE";"220"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"NO EURO";"4"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"FIAMMA TRICOLORE";"7"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"UNIONE DI CENTRO";"142"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"DIMENSIONE CHRISTIANA";"0"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"COMUNISTI ITALIANI";"13"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"RIFONDAZIONE COMUNISTA";"49"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"U.D.EUR POPOLARI";"103"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"LA ROSA NEL PUGNO";"18"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"I SOCIALISTI ";"13"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"PARTITO PENSIONATI";"5"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"FEDERAZIONE DEI VERDI";"14"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"DI PIETRO ITALIA DEI VALORI";"23"
"PUGLIA";"LECCE";"NOCIGLIA";2093;974;1756;819;39;"L'ULIVO";"567"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"SOLIDARIETA'";"1"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"P.LIBERALE ITALIANO";"13"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"LEGA NORD";"6"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"DEM.CRIST.-NUOVO PSI";"105"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"ALTERNATIVA SOCIALE MUSSOLINI";"42"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"S.O.S. ITALIA";"4"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"FORZA ITALIA";"1168"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"ALLEANZA NAZIONALE";"852"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"NO EURO";"14"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"FIAMMA TRICOLORE";"64"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"UNIONE DI CENTRO";"558"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"DIMENSIONE CHRISTIANA";"2"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"COMUNISTI ITALIANI";"73"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"RIFONDAZIONE COMUNISTA";"332"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"U.D.EUR POPOLARI";"43"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"LA ROSA NEL PUGNO";"134"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"I SOCIALISTI ";"211"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"PARTITO PENSIONATI";"36"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"FEDERAZIONE DEI VERDI";"109"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"DI PIETRO ITALIA DEI VALORI";"142"
"PUGLIA";"LECCE";"NOVOLI";6966;3181;5587;2611;103;"L'ULIVO";"1440"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"SOLIDARIETA'";"1"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"P.LIBERALE ITALIANO";"2"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"LEGA NORD";"4"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"DEM.CRIST.-NUOVO PSI";"13"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"ALTERNATIVA SOCIALE MUSSOLINI";"12"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"S.O.S. ITALIA";"0"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"FORZA ITALIA";"431"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"ALLEANZA NAZIONALE";"169"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"NO EURO";"1"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"FIAMMA TRICOLORE";"8"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"UNIONE DI CENTRO";"97"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"DIMENSIONE CHRISTIANA";"3"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"COMUNISTI ITALIANI";"41"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"RIFONDAZIONE COMUNISTA";"82"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"U.D.EUR POPOLARI";"91"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"LA ROSA NEL PUGNO";"25"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"I SOCIALISTI ";"74"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"PARTITO PENSIONATI";"14"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"FEDERAZIONE DEI VERDI";"24"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"DI PIETRO ITALIA DEI VALORI";"28"
"PUGLIA";"LECCE";"ORTELLE";2005;927;1682;795;53;"L'ULIVO";"482"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"SOLIDARIETA'";"1"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"P.LIBERALE ITALIANO";"5"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"LEGA NORD";"6"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"DEM.CRIST.-NUOVO PSI";"17"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"ALTERNATIVA SOCIALE MUSSOLINI";"32"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"S.O.S. ITALIA";"2"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"FORZA ITALIA";"1122"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"ALLEANZA NAZIONALE";"587"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"NO EURO";"13"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"FIAMMA TRICOLORE";"19"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"UNIONE DI CENTRO";"436"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"DIMENSIONE CHRISTIANA";"0"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"COMUNISTI ITALIANI";"47"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"RIFONDAZIONE COMUNISTA";"113"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"U.D.EUR POPOLARI";"175"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"LA ROSA NEL PUGNO";"64"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"I SOCIALISTI ";"19"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"PARTITO PENSIONATI";"26"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"FEDERAZIONE DEI VERDI";"52"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"DI PIETRO ITALIA DEI VALORI";"39"
"PUGLIA";"LECCE";"OTRANTO";4694;2233;3932;1899;57;"L'ULIVO";"1040"
"PUGLIA";"LECCE";"PALMARIGGI";1314;624;1140;558;26;"SOLIDARIETA'";"2"
"ABRUZZO";"L'AQUILA";"SANTE MARIE";1144;552;927;479;28;"LEGA NORD";"6"
"ABRUZZO";"L'AQUILA";"SANTE MARIE";1144;552;927;479;28;"FIAMMA TRICOLORE";"14"
"ABRUZZO";"L'AQUILA";"SANTE MARIE";1144;552;927;479;28;"UNIONE DI CENTRO";"36"
"ABRUZZO";"L'AQUILA";"SANTE MARIE";1144;552;927;479;28;"ALTERNATIVA SOCIALE MUSSOLINI";"4"
"ABRUZZO";"L'AQUILA";"SANTE MARIE";1144;552;927;479;28;"ALLEANZA NAZIONALE";"121"
"CAMPANIA 2";"SALERNO";"CASAL VELINO";3877;1937;3246;1661;76;"NO EURO";"8"
"CAMPANIA 2";"SALERNO";"CASAL VELINO";3877;1937;3246;1661;76;"PENSIONATI UNITI";"9"
"CAMPANIA 2";"SALERNO";"CASAL VELINO";3877;1937;3246;1661;76;"DI PIETRO ITALIA DEI VALORI";"47"
"CAMPANIA 2";"SALERNO";"CASAL VELINO";3877;1937;3246;1661;76;"U.D.EUR POPOLARI";"124"
"CAMPANIA 2";"SALERNO";"CASAL VELINO";3877;1937;3246;1661;76;"COMUNISTI ITALIANI";"27"
"CAMPANIA 2";"SALERNO";"CASAL VELINO";3877;1937;3246;1661;76;"RIFONDAZIONE COMUNISTA";"78"
"CAMPANIA 2";"SALERNO";"CASAL VELINO";3877;1937;3246;1661;76;"LA ROSA NEL PUGNO";"81"
"CAMPANIA 2";"SALERNO";"CASAL VELINO";3877;1937;3246;1661;76;"FEDERAZIONE DEI VERDI";"24"
"CAMPANIA 2";"SALERNO";"CASAL VELINO";3877;1937;3246;1661;76;"PARTITO PENSIONATI";"9"
"CAMPANIA 2";"SALERNO";"CASAL VELINO";3877;1937;3246;1661;76;"L'ULIVO";"878"
"CAMPANIA 2";"SALERNO";"CASAL VELINO";3877;1937;3246;1661;76;"I SOCIALISTI ";"3"
"CAMPANIA 2";"SALERNO";"CASAL VELINO";3877;1937;3246;1661;76;"SOLIDARIETA'";"3"
"CAMPANIA 2";"SALERNO";"CASELLE IN PITTARI";1648;817;1351;681;42;"TERZO POLO";"1"
"CAMPANIA 2";"SALERNO";"CASELLE IN PITTARI";1648;817;1351;681;42;"ALTERNATIVA SOCIALE MUSSOLINI";"8"
"CAMPANIA 2";"SALERNO";"CASELLE IN PITTARI";1648;817;1351;681;42;"DEM.CRIST.-NUOVO PSI";"8"
"CAMPANIA 2";"SALERNO";"CASELLE IN PITTARI";1648;817;1351;681;42;"ALLEANZA NAZIONALE";"257"
"CAMPANIA 2";"SALERNO";"CASELLE IN PITTARI";1648;817;1351;681;42;"AMBIENTA-LISTA";"0"
"CAMPANIA 2";"SALERNO";"CASELLE IN PITTARI";1648;817;1351;681;42;"FORZA ITALIA";"286"
"CAMPANIA 2";"SALERNO";"CASELLE IN PITTARI";1648;817;1351;681;42;"LEGA NORD";"10"
"CAMPANIA 2";"SALERNO";"CASELLE IN PITTARI";1648;817;1351;681;42;"FIAMMA TRICOLORE";"20"
"ABRUZZO";"L'AQUILA";"SANT'EUSANIO FORCONESE";360;169;286;140;4;"PARTITO PENSIONATI";"0"
"ABRUZZO";"L'AQUILA";"SANT'EUSANIO FORCONESE";360;169;286;140;4;"COMUNISTI ITALIANI";"6"
"ABRUZZO";"L'AQUILA";"SANT'EUSANIO FORCONESE";360;169;286;140;4;"FEDERAZIONE DEI VERDI";"2"
"ABRUZZO";"L'AQUILA";"SANT'EUSANIO FORCONESE";360;169;286;140;4;"LA ROSA NEL PUGNO";"3"
"ABRUZZO";"L'AQUILA";"SANT'EUSANIO FORCONESE";360;169;286;140;4;"RIFONDAZIONE COMUNISTA";"20"
"ABRUZZO";"L'AQUILA";"SANT'EUSANIO FORCONESE";360;169;286;140;4;"DI PIETRO ITALIA DEI VALORI";"3"
"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";103;52;83;48;2;"FORZA ITALIA";"23"
"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";103;52;83;48;2;"LEGA NORD";"0"
"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";103;52;83;48;2;"FIAMMA TRICOLORE";"1"
"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";103;52;83;48;2;"UNIONE DI CENTRO";"3"
"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";103;52;83;48;2;"ALTERNATIVA SOCIALE MUSSOLINI";"0"
"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";103;52;83;48;2;"ALLEANZA NAZIONALE";"7"
"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";103;52;83;48;2;"DEM.CRIST.-NUOVO PSI";"1"
"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";103;52;83;48;2;"DESTRA NAZIONALE";"0"
"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";103;52;83;48;2;"L'ULIVO";"24"
"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";103;52;83;48;2;"U.D.EUR POPOLARI";"3"
"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";103;52;83;48;2;"PARTITO PENSIONATI";"0"
"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";103;52;83;48;2;"COMUNISTI ITALIANI";"6"
"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";103;52;83;48;2;"FEDERAZIONE DEI VERDI";"1"
"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";103;52;83;48;2;"LA ROSA NEL PUGNO";"3"
"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";103;52;83;48;2;"RIFONDAZIONE COMUNISTA";"6"
"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";103;52;83;48;2;"DI PIETRO ITALIA DEI VALORI";"3"
"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2208;1058;1827;908;36;"FORZA ITALIA";"390"
"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2208;1058;1827;908;36;"LEGA NORD";"75"
"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2208;1058;1827;908;36;"FIAMMA TRICOLORE";"13"
"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2208;1058;1827;908;36;"UNIONE DI CENTRO";"94"
"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2208;1058;1827;908;36;"ALTERNATIVA SOCIALE MUSSOLINI";"16"
"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2208;1058;1827;908;36;"ALLEANZA NAZIONALE";"219"
"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2208;1058;1827;908;36;"DEM.CRIST.-NUOVO PSI";"8"
"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2208;1058;1827;908;36;"DESTRA NAZIONALE";"0"
"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2208;1058;1827;908;36;"L'ULIVO";"574"
"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2208;1058;1827;908;36;"U.D.EUR POPOLARI";"84"
"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2208;1058;1827;908;36;"PARTITO PENSIONATI";"8"
"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2208;1058;1827;908;36;"COMUNISTI ITALIANI";"47"
"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2208;1058;1827;908;36;"FEDERAZIONE DEI VERDI";"8"
"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2208;1058;1827;908;36;"LA ROSA NEL PUGNO";"32"
"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2208;1058;1827;908;36;"RIFONDAZIONE COMUNISTA";"164"
"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2208;1058;1827;908;36;"DI PIETRO ITALIA DEI VALORI";"14"
"ABRUZZO";"L'AQUILA";"SCANNO";2060;1007;1352;688;32;"FORZA ITALIA";"346"
"ABRUZZO";"L'AQUILA";"SCANNO";2060;1007;1352;688;32;"LEGA NORD";"17"
"ABRUZZO";"L'AQUILA";"SCANNO";2060;1007;1352;688;32;"FIAMMA TRICOLORE";"5"
"ABRUZZO";"L'AQUILA";"SCANNO";2060;1007;1352;688;32;"UNIONE DI CENTRO";"57"
"ABRUZZO";"L'AQUILA";"SCANNO";2060;1007;1352;688;32;"ALTERNATIVA SOCIALE MUSSOLINI";"11"
"ABRUZZO";"L'AQUILA";"SCANNO";2060;1007;1352;688;32;"ALLEANZA NAZIONALE";"164"
"ABRUZZO";"L'AQUILA";"SCANNO";2060;1007;1352;688;32;"DEM.CRIST.-NUOVO PSI";"2"
"ABRUZZO";"L'AQUILA";"SCANNO";2060;1007;1352;688;32;"DESTRA NAZIONALE";"3"
"ABRUZZO";"L'AQUILA";"SCANNO";2060;1007;1352;688;32;"L'ULIVO";"532"
"ABRUZZO";"L'AQUILA";"SCANNO";2060;1007;1352;688;32;"U.D.EUR POPOLARI";"17"
"ABRUZZO";"L'AQUILA";"SCANNO";2060;1007;1352;688;32;"PARTITO PENSIONATI";"4"
"ABRUZZO";"L'AQUILA";"SCANNO";2060;1007;1352;688;32;"COMUNISTI ITALIANI";"19"
"ABRUZZO";"L'AQUILA";"SCANNO";2060;1007;1352;688;32;"FEDERAZIONE DEI VERDI";"15"
"ABRUZZO";"L'AQUILA";"SCANNO";2060;1007;1352;688;32;"LA ROSA NEL PUGNO";"39"
"ABRUZZO";"L'AQUILA";"SCANNO";2060;1007;1352;688;32;"RIFONDAZIONE COMUNISTA";"51"
"ABRUZZO";"L'AQUILA";"SCANNO";2060;1007;1352;688;32;"DI PIETRO ITALIA DEI VALORI";"16"
"ABRUZZO";"L'AQUILA";"SCONTRONE";516;255;450;237;7;"FORZA ITALIA";"69"
"ABRUZZO";"L'AQUILA";"SCONTRONE";516;255;450;237;7;"LEGA NORD";"3"
"ABRUZZO";"L'AQUILA";"SCONTRONE";516;255;450;237;7;"FIAMMA TRICOLORE";"5"
"ABRUZZO";"L'AQUILA";"SCONTRONE";516;255;450;237;7;"UNIONE DI CENTRO";"16"
"ABRUZZO";"L'AQUILA";"SCONTRONE";516;255;450;237;7;"ALTERNATIVA SOCIALE MUSSOLINI";"6"
"ABRUZZO";"L'AQUILA";"SCONTRONE";516;255;450;237;7;"ALLEANZA NAZIONALE";"82"
"ABRUZZO";"L'AQUILA";"SCONTRONE";516;255;450;237;7;"DEM.CRIST.-NUOVO PSI";"1"
"PUGLIA";"LECCE";"PORTO CESAREO";3977;1953;3315;1673;47;"LEGA NORD";"21"
"PUGLIA";"LECCE";"PORTO CESAREO";3977;1953;3315;1673;47;"DEM.CRIST.-NUOVO PSI";"13"
"PUGLIA";"LECCE";"PORTO CESAREO";3977;1953;3315;1673;47;"ALTERNATIVA SOCIALE MUSSOLINI";"13"
"PUGLIA";"LECCE";"PORTO CESAREO";3977;1953;3315;1673;47;"S.O.S. ITALIA";"0"
"PUGLIA";"LECCE";"PORTO CESAREO";3977;1953;3315;1673;47;"FORZA ITALIA";"1369"
"PUGLIA";"LECCE";"PORTO CESAREO";3977;1953;3315;1673;47;"ALLEANZA NAZIONALE";"496"
"PUGLIA";"LECCE";"PORTO CESAREO";3977;1953;3315;1673;47;"NO EURO";"7"
"PUGLIA";"LECCE";"PORTO CESAREO";3977;1953;3315;1673;47;"FIAMMA TRICOLORE";"42"
"PUGLIA";"LECCE";"PORTO CESAREO";3977;1953;3315;1673;47;"UNIONE DI CENTRO";"208"
"PUGLIA";"LECCE";"PORTO CESAREO";3977;1953;3315;1673;47;"DIMENSIONE CHRISTIANA";"2"
"PUGLIA";"LECCE";"PORTO CESAREO";3977;1953;3315;1673;47;"COMUNISTI ITALIANI";"39"
"PUGLIA";"LECCE";"PORTO CESAREO";3977;1953;3315;1673;47;"RIFONDAZIONE COMUNISTA";"96"
"PUGLIA";"LECCE";"PORTO CESAREO";3977;1953;3315;1673;47;"U.D.EUR POPOLARI";"15"
"PUGLIA";"LECCE";"PORTO CESAREO";3977;1953;3315;1673;47;"LA ROSA NEL PUGNO";"65"
"PUGLIA";"LECCE";"PORTO CESAREO";3977;1953;3315;1673;47;"I SOCIALISTI ";"52"
"PUGLIA";"LECCE";"PORTO CESAREO";3977;1953;3315;1673;47;"PARTITO PENSIONATI";"14"
"PUGLIA";"LECCE";"PORTO CESAREO";3977;1953;3315;1673;47;"FEDERAZIONE DEI VERDI";"35"
"PUGLIA";"LECCE";"PORTO CESAREO";3977;1953;3315;1673;47;"DI PIETRO ITALIA DEI VALORI";"51"
"PUGLIA";"LECCE";"PORTO CESAREO";3977;1953;3315;1673;47;"L'ULIVO";"680"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"SOLIDARIETA'";"0"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"P.LIBERALE ITALIANO";"2"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"LEGA NORD";"5"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"DEM.CRIST.-NUOVO PSI";"84"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"ALTERNATIVA SOCIALE MUSSOLINI";"19"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"S.O.S. ITALIA";"4"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"FORZA ITALIA";"908"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"ALLEANZA NAZIONALE";"435"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"NO EURO";"15"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"FIAMMA TRICOLORE";"9"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"UNIONE DI CENTRO";"222"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"DIMENSIONE CHRISTIANA";"11"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"COMUNISTI ITALIANI";"42"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"RIFONDAZIONE COMUNISTA";"171"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"U.D.EUR POPOLARI";"76"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"LA ROSA NEL PUGNO";"294"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"I SOCIALISTI ";"16"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"PARTITO PENSIONATI";"25"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"FEDERAZIONE DEI VERDI";"140"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"DI PIETRO ITALIA DEI VALORI";"76"
"PUGLIA";"LECCE";"PRESICCE";4702;2163;3689;1760;63;"L'ULIVO";"990"
"PUGLIA";"LECCE";"RACALE";8452;4056;6788;3358;151;"SOLIDARIETA'";"3"
"PUGLIA";"LECCE";"RACALE";8452;4056;6788;3358;151;"P.LIBERALE ITALIANO";"8"
"PUGLIA";"LECCE";"RACALE";8452;4056;6788;3358;151;"LEGA NORD";"8"
"PUGLIA";"LECCE";"RACALE";8452;4056;6788;3358;151;"DEM.CRIST.-NUOVO PSI";"24"
"PUGLIA";"LECCE";"RACALE";8452;4056;6788;3358;151;"ALTERNATIVA SOCIALE MUSSOLINI";"39"
"PUGLIA";"LECCE";"RACALE";8452;4056;6788;3358;151;"S.O.S. ITALIA";"7"
"PUGLIA";"LECCE";"RACALE";8452;4056;6788;3358;151;"FORZA ITALIA";"1982"
"PUGLIA";"LECCE";"RACALE";8452;4056;6788;3358;151;"ALLEANZA NAZIONALE";"1090"
"PUGLIA";"LECCE";"RACALE";8452;4056;6788;3358;151;"NO EURO";"19"
"PUGLIA";"LECCE";"RACALE";8452;4056;6788;3358;151;"FIAMMA TRICOLORE";"43"
"PUGLIA";"LECCE";"RACALE";8452;4056;6788;3358;151;"UNIONE DI CENTRO";"578"
"PUGLIA";"LECCE";"RACALE";8452;4056;6788;3358;151;"DIMENSIONE CHRISTIANA";"1"
"PUGLIA";"LECCE";"RACALE";8452;4056;6788;3358;151;"COMUNISTI ITALIANI";"83"
"PUGLIA";"LECCE";"RACALE";8452;4056;6788;3358;151;"RIFONDAZIONE COMUNISTA";"322"
"PUGLIA";"LECCE";"RACALE";8452;4056;6788;3358;151;"U.D.EUR POPOLARI";"45"
"PUGLIA";"LECCE";"RACALE";8452;4056;6788;3358;151;"LA ROSA NEL PUGNO";"84"
"PUGLIA";"LECCE";"RACALE";8452;4056;6788;3358;151;"I SOCIALISTI ";"14"
"PUGLIA";"LECCE";"RACALE";8452;4056;6788;3358;151;"PARTITO PENSIONATI";"35"
