"CIRCOSCRIZIONE";"PROVINCIA";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTILISTA"
"LOMBARDIA 1";"MILANO";"SAN VITTORE OLONA";6507;3112;5751;2784;46;"RIFONDAZIONE COMUNISTA";"319"
"LOMBARDIA 2";"VARESE";"CUASSO AL MONTE";2654;1287;2278;1111;14;"LEGA NORD";"289"
"LOMBARDIA 2";"VARESE";"CUASSO AL MONTE";2654;1287;2278;1111;14;"NO EURO";"15"
"LOMBARDIA 2";"VARESE";"CUASSO AL MONTE";2654;1287;2278;1111;14;"RIFONDAZIONE COMUNISTA";"88"
"LOMBARDIA 2";"VARESE";"CUASSO AL MONTE";2654;1287;2278;1111;14;"U.D.EUR POPOLARI";"5"
"LOMBARDIA 2";"VARESE";"CUASSO AL MONTE";2654;1287;2278;1111;14;"LA ROSA NEL PUGNO";"48"
"LOMBARDIA 2";"VARESE";"CUASSO AL MONTE";2654;1287;2278;1111;14;"ALLEANZA LOMBARDA AUTONOMIA";"30"
"LOMBARDIA 2";"VARESE";"CUASSO AL MONTE";2654;1287;2278;1111;14;"DI PIETRO ITALIA DEI VALORI";"33"
"LOMBARDIA 2";"VARESE";"CUASSO AL MONTE";2654;1287;2278;1111;14;"PARTITO PENSIONATI";"30"
"LOMBARDIA 2";"VARESE";"CUASSO AL MONTE";2654;1287;2278;1111;14;"COMUNISTI ITALIANI";"35"
"LOMBARDIA 2";"VARESE";"CUASSO AL MONTE";2654;1287;2278;1111;14;"FEDERAZIONE DEI VERDI";"55"
"LOMBARDIA 2";"VARESE";"CUASSO AL MONTE";2654;1287;2278;1111;14;"L'ULIVO";"494"
"LOMBARDIA 2";"VARESE";"CUGLIATE-FABIASCO";2336;1183;2011;1025;33;"FORZA ITALIA";"742"
"LOMBARDIA 2";"VARESE";"CUGLIATE-FABIASCO";2336;1183;2011;1025;33;"UNIONE DI CENTRO";"51"
"LOMBARDIA 2";"VARESE";"CUGLIATE-FABIASCO";2336;1183;2011;1025;33;"FIAMMA TRICOLORE";"13"
"LOMBARDIA 2";"VARESE";"CUGLIATE-FABIASCO";2336;1183;2011;1025;33;"ALLEANZA NAZIONALE";"192"
"LOMBARDIA 2";"VARESE";"CUGLIATE-FABIASCO";2336;1183;2011;1025;33;"DEM.CRIST.-NUOVO PSI";"5"
"LOMBARDIA 2";"VARESE";"CUGLIATE-FABIASCO";2336;1183;2011;1025;33;"ALTERNATIVA SOCIALE MUSSOLINI";"6"
"UMBRIA";"PERUGIA";"FOSSATO DI VICO";2037;991;1755;885;21;"COMUNISTI ITALIANI";"69"
"UMBRIA";"PERUGIA";"FOSSATO DI VICO";2037;991;1755;885;21;"FEDERAZIONE DEI VERDI";"16"
"UMBRIA";"PERUGIA";"FOSSATO DI VICO";2037;991;1755;885;21;"L'ULIVO";"657"
"UMBRIA";"PERUGIA";"FOSSATO DI VICO";2037;991;1755;885;21;"U.D.EUR POPOLARI";"14"
"UMBRIA";"PERUGIA";"FOSSATO DI VICO";2037;991;1755;885;21;"PARTITO PENSIONATI";"12"
"UMBRIA";"PERUGIA";"FOSSATO DI VICO";2037;991;1755;885;21;"DI PIETRO ITALIA DEI VALORI";"16"
"UMBRIA";"PERUGIA";"FOSSATO DI VICO";2037;991;1755;885;21;"RIFONDAZIONE COMUNISTA";"99"
"UMBRIA";"PERUGIA";"FOSSATO DI VICO";2037;991;1755;885;21;"DEM.CRIST.-NUOVO PSI";"10"
"UMBRIA";"PERUGIA";"FOSSATO DI VICO";2037;991;1755;885;21;"UNIONE DI CENTRO";"113"
"UMBRIA";"PERUGIA";"FOSSATO DI VICO";2037;991;1755;885;21;"FORZA ITALIA";"338"
"UMBRIA";"PERUGIA";"FOSSATO DI VICO";2037;991;1755;885;21;"NO EURO";"0"
"UMBRIA";"PERUGIA";"FOSSATO DI VICO";2037;991;1755;885;21;"ALTERNATIVA SOCIALE MUSSOLINI";"14"
"UMBRIA";"PERUGIA";"FOSSATO DI VICO";2037;991;1755;885;21;"FIAMMA TRICOLORE";"18"
"UMBRIA";"PERUGIA";"FOSSATO DI VICO";2037;991;1755;885;21;"LEGA NORD";"30"
"UMBRIA";"PERUGIA";"FOSSATO DI VICO";2037;991;1755;885;21;"ALLEANZA NAZIONALE";"277"
"UMBRIA";"PERUGIA";"FRATTA TODINA";1395;655;1242;608;7;"LA ROSA NEL PUGNO";"85"
"UMBRIA";"PERUGIA";"FRATTA TODINA";1395;655;1242;608;7;"COMUNISTI ITALIANI";"62"
"UMBRIA";"PERUGIA";"FRATTA TODINA";1395;655;1242;608;7;"FEDERAZIONE DEI VERDI";"3"
"UMBRIA";"PERUGIA";"FRATTA TODINA";1395;655;1242;608;7;"L'ULIVO";"542"
"UMBRIA";"PERUGIA";"FRATTA TODINA";1395;655;1242;608;7;"U.D.EUR POPOLARI";"9"
"UMBRIA";"PERUGIA";"FRATTA TODINA";1395;655;1242;608;7;"PARTITO PENSIONATI";"3"
"UMBRIA";"PERUGIA";"FRATTA TODINA";1395;655;1242;608;7;"DI PIETRO ITALIA DEI VALORI";"9"
"UMBRIA";"PERUGIA";"FRATTA TODINA";1395;655;1242;608;7;"RIFONDAZIONE COMUNISTA";"73"
"UMBRIA";"PERUGIA";"FRATTA TODINA";1395;655;1242;608;7;"DEM.CRIST.-NUOVO PSI";"8"
"UMBRIA";"PERUGIA";"FRATTA TODINA";1395;655;1242;608;7;"UNIONE DI CENTRO";"81"
"UMBRIA";"PERUGIA";"FRATTA TODINA";1395;655;1242;608;7;"FORZA ITALIA";"161"
"UMBRIA";"PERUGIA";"FRATTA TODINA";1395;655;1242;608;7;"NO EURO";"0"
"UMBRIA";"PERUGIA";"FRATTA TODINA";1395;655;1242;608;7;"ALTERNATIVA SOCIALE MUSSOLINI";"5"
"UMBRIA";"PERUGIA";"FRATTA TODINA";1395;655;1242;608;7;"FIAMMA TRICOLORE";"6"
"UMBRIA";"PERUGIA";"FRATTA TODINA";1395;655;1242;608;7;"LEGA NORD";"3"
"UMBRIA";"PERUGIA";"FRATTA TODINA";1395;655;1242;608;7;"ALLEANZA NAZIONALE";"171"
"UMBRIA";"PERUGIA";"GIANO DELL'UMBRIA";2661;1303;2327;1179;24;"LA ROSA NEL PUGNO";"83"
"UMBRIA";"PERUGIA";"GIANO DELL'UMBRIA";2661;1303;2327;1179;24;"COMUNISTI ITALIANI";"45"
"UMBRIA";"PERUGIA";"GIANO DELL'UMBRIA";2661;1303;2327;1179;24;"FEDERAZIONE DEI VERDI";"22"
"UMBRIA";"PERUGIA";"GIANO DELL'UMBRIA";2661;1303;2327;1179;24;"L'ULIVO";"856"
"UMBRIA";"PERUGIA";"GIANO DELL'UMBRIA";2661;1303;2327;1179;24;"U.D.EUR POPOLARI";"4"
"UMBRIA";"PERUGIA";"GIANO DELL'UMBRIA";2661;1303;2327;1179;24;"PARTITO PENSIONATI";"7"
"UMBRIA";"PERUGIA";"GIANO DELL'UMBRIA";2661;1303;2327;1179;24;"DI PIETRO ITALIA DEI VALORI";"12"
"UMBRIA";"PERUGIA";"GIANO DELL'UMBRIA";2661;1303;2327;1179;24;"RIFONDAZIONE COMUNISTA";"113"
"UMBRIA";"PERUGIA";"GIANO DELL'UMBRIA";2661;1303;2327;1179;24;"DEM.CRIST.-NUOVO PSI";"43"
"UMBRIA";"PERUGIA";"GIANO DELL'UMBRIA";2661;1303;2327;1179;24;"UNIONE DI CENTRO";"181"
"UMBRIA";"PERUGIA";"GIANO DELL'UMBRIA";2661;1303;2327;1179;24;"FORZA ITALIA";"500"
"UMBRIA";"PERUGIA";"GIANO DELL'UMBRIA";2661;1303;2327;1179;24;"NO EURO";"2"
"UMBRIA";"PERUGIA";"GIANO DELL'UMBRIA";2661;1303;2327;1179;24;"ALTERNATIVA SOCIALE MUSSOLINI";"4"
"UMBRIA";"PERUGIA";"GIANO DELL'UMBRIA";2661;1303;2327;1179;24;"FIAMMA TRICOLORE";"17"
"UMBRIA";"PERUGIA";"GIANO DELL'UMBRIA";2661;1303;2327;1179;24;"LEGA NORD";"13"
"UMBRIA";"PERUGIA";"GIANO DELL'UMBRIA";2661;1303;2327;1179;24;"ALLEANZA NAZIONALE";"368"
"UMBRIA";"PERUGIA";"GUALDO CATTANEO";4881;2393;4344;2191;57;"LA ROSA NEL PUGNO";"80"
"UMBRIA";"PERUGIA";"GUALDO CATTANEO";4881;2393;4344;2191;57;"COMUNISTI ITALIANI";"149"
"UMBRIA";"PERUGIA";"GUALDO CATTANEO";4881;2393;4344;2191;57;"FEDERAZIONE DEI VERDI";"33"
"UMBRIA";"PERUGIA";"GUALDO CATTANEO";4881;2393;4344;2191;57;"L'ULIVO";"1597"
"UMBRIA";"PERUGIA";"GUALDO CATTANEO";4881;2393;4344;2191;57;"U.D.EUR POPOLARI";"9"
"UMBRIA";"PERUGIA";"GUALDO CATTANEO";4881;2393;4344;2191;57;"PARTITO PENSIONATI";"11"
"UMBRIA";"PERUGIA";"GUALDO CATTANEO";4881;2393;4344;2191;57;"DI PIETRO ITALIA DEI VALORI";"29"
"UMBRIA";"PERUGIA";"GUALDO CATTANEO";4881;2393;4344;2191;57;"RIFONDAZIONE COMUNISTA";"265"
"UMBRIA";"PERUGIA";"GUALDO CATTANEO";4881;2393;4344;2191;57;"DEM.CRIST.-NUOVO PSI";"23"
"UMBRIA";"PERUGIA";"GUALDO CATTANEO";4881;2393;4344;2191;57;"UNIONE DI CENTRO";"292"
"UMBRIA";"PERUGIA";"GUALDO CATTANEO";4881;2393;4344;2191;57;"FORZA ITALIA";"890"
"UMBRIA";"PERUGIA";"GUALDO CATTANEO";4881;2393;4344;2191;57;"NO EURO";"4"
"UMBRIA";"PERUGIA";"GUALDO CATTANEO";4881;2393;4344;2191;57;"ALTERNATIVA SOCIALE MUSSOLINI";"29"
"UMBRIA";"PERUGIA";"GUALDO CATTANEO";4881;2393;4344;2191;57;"FIAMMA TRICOLORE";"42"
"UMBRIA";"PERUGIA";"GUALDO CATTANEO";4881;2393;4344;2191;57;"LEGA NORD";"35"
"UMBRIA";"PERUGIA";"GUALDO CATTANEO";4881;2393;4344;2191;57;"ALLEANZA NAZIONALE";"732"
"UMBRIA";"PERUGIA";"GUALDO TADINO";12227;5768;10602;5198;124;"LA ROSA NEL PUGNO";"408"
"UMBRIA";"PERUGIA";"GUALDO TADINO";12227;5768;10602;5198;124;"COMUNISTI ITALIANI";"409"
"VENETO 1";"VERONA";"NOGARA";6401;3046;5624;2737;69;"PENSIONATI UNITI";"17"
"VENETO 1";"VERONA";"NOGARA";6401;3046;5624;2737;69;"ALLEANZA NAZIONALE";"660"
"VENETO 1";"VERONA";"NOGARA";6401;3046;5624;2737;69;"AMBIENTA-LISTA";"2"
"VENETO 1";"VERONA";"NOGARA";6401;3046;5624;2737;69;"FORZA ITALIA";"1457"
"VENETO 1";"VERONA";"NOGARA";6401;3046;5624;2737;69;"ALTERNATIVA SOCIALE MUSSOLINI";"62"
"VENETO 1";"VERONA";"NOGARA";6401;3046;5624;2737;69;"UNIONE DI CENTRO";"416"
"VENETO 1";"VERONA";"NOGARA";6401;3046;5624;2737;69;"NO EURO";"8"
"VENETO 1";"VERONA";"NOGARA";6401;3046;5624;2737;69;"S.O.S. ITALIA";"2"
"VENETO 1";"VERONA";"NOGARA";6401;3046;5624;2737;69;"FIAMMA TRICOLORE";"39"
"VENETO 1";"VERONA";"NOGARA";6401;3046;5624;2737;69;"LEGA NORD";"637"
"VENETO 1";"VERONA";"NOGARA";6401;3046;5624;2737;69;"DEM.CRIST.-NUOVO PSI";"47"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"PROGETTO NORDEST";"21"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"SOLIDARIETA'";"4"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"MOVIMENTO TRIVENETO";"7"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"LA ROSA NEL PUGNO";"25"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"COMUNISTI ITALIANI";"24"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"PARTITO PENSIONATI";"18"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"RIFONDAZIONE COMUNISTA";"51"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"L'ULIVO";"453"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"U.D.EUR POPOLARI";"10"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"DI PIETRO ITALIA DEI VALORI";"50"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"I SOCIALISTI ";"9"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"FEDERAZIONE DEI VERDI";"35"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"LIGA FRONTE VENETO";"17"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"PENSIONATI UNITI";"9"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"ALLEANZA NAZIONALE";"204"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"AMBIENTA-LISTA";"1"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"FORZA ITALIA";"468"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"ALTERNATIVA SOCIALE MUSSOLINI";"11"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"UNIONE DI CENTRO";"222"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"NO EURO";"1"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"S.O.S. ITALIA";"0"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"FIAMMA TRICOLORE";"11"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"LEGA NORD";"269"
"VENETO 1";"VERONA";"NOGAROLE ROCCA";2260;1120;1989;1007;22;"DEM.CRIST.-NUOVO PSI";"15"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"PROGETTO NORDEST";"63"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"SOLIDARIETA'";"2"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"MOVIMENTO TRIVENETO";"5"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"LA ROSA NEL PUGNO";"76"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"COMUNISTI ITALIANI";"58"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"PARTITO PENSIONATI";"30"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"RIFONDAZIONE COMUNISTA";"107"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"L'ULIVO";"677"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"U.D.EUR POPOLARI";"10"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"DI PIETRO ITALIA DEI VALORI";"75"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"I SOCIALISTI ";"6"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"FEDERAZIONE DEI VERDI";"53"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"LIGA FRONTE VENETO";"51"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"PENSIONATI UNITI";"9"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"ALLEANZA NAZIONALE";"600"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"AMBIENTA-LISTA";"7"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"FORZA ITALIA";"1647"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"ALTERNATIVA SOCIALE MUSSOLINI";"73"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"UNIONE DI CENTRO";"346"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"NO EURO";"7"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"S.O.S. ITALIA";"4"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"FIAMMA TRICOLORE";"33"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"LEGA NORD";"1398"
"VENETO 1";"VERONA";"OPPEANO";6257;3060;5478;2747;55;"DEM.CRIST.-NUOVO PSI";"17"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"PROGETTO NORDEST";"7"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"SOLIDARIETA'";"2"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"MOVIMENTO TRIVENETO";"3"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"LA ROSA NEL PUGNO";"11"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"COMUNISTI ITALIANI";"9"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"PARTITO PENSIONATI";"3"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"RIFONDAZIONE COMUNISTA";"21"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"L'ULIVO";"166"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"U.D.EUR POPOLARI";"4"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"DI PIETRO ITALIA DEI VALORI";"13"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"I SOCIALISTI ";"5"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"FEDERAZIONE DEI VERDI";"12"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"LIGA FRONTE VENETO";"5"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"PENSIONATI UNITI";"3"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"ALLEANZA NAZIONALE";"87"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"AMBIENTA-LISTA";"1"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"FORZA ITALIA";"189"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"ALTERNATIVA SOCIALE MUSSOLINI";"13"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"UNIONE DI CENTRO";"97"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"NO EURO";"3"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"S.O.S. ITALIA";"0"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"FIAMMA TRICOLORE";"8"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"LEGA NORD";"134"
"VENETO 1";"VERONA";"PALU'";883;435;825;415;18;"DEM.CRIST.-NUOVO PSI";"3"
"VENETO 1";"VERONA";"PASTRENGO";1957;964;1770;888;23;"PROGETTO NORDEST";"24"
"VENETO 1";"VERONA";"PASTRENGO";1957;964;1770;888;23;"SOLIDARIETA'";"1"
"VENETO 1";"VERONA";"PASTRENGO";1957;964;1770;888;23;"MOVIMENTO TRIVENETO";"3"
"PIEMONTE 2";"VERCELLI";"BOCCIOLETO";224;107;183;93;2;"ALLEANZA NAZIONALE";"27"
"PIEMONTE 2";"VERCELLI";"BOCCIOLETO";224;107;183;93;2;"FIAMMA TRICOLORE";"3"
"PIEMONTE 2";"VERCELLI";"BOCCIOLETO";224;107;183;93;2;"DEM.CRIST.-NUOVO PSI";"1"
"PIEMONTE 2";"VERCELLI";"BOCCIOLETO";224;107;183;93;2;"FORZA ITALIA";"52"
"VENETO 1";"VICENZA";"ROSSANO VENETO";5432;2657;4948;2449;63;"U.D.EUR POPOLARI";"16"
"VENETO 1";"VICENZA";"ROSSANO VENETO";5432;2657;4948;2449;63;"DI PIETRO ITALIA DEI VALORI";"65"
"VENETO 1";"VICENZA";"ROSSANO VENETO";5432;2657;4948;2449;63;"I SOCIALISTI ";"2"
"VENETO 1";"VICENZA";"ROSSANO VENETO";5432;2657;4948;2449;63;"FEDERAZIONE DEI VERDI";"48"
"VENETO 1";"VICENZA";"ROSSANO VENETO";5432;2657;4948;2449;63;"LIGA FRONTE VENETO";"29"
"VENETO 1";"VICENZA";"ROSSANO VENETO";5432;2657;4948;2449;63;"PENSIONATI UNITI";"11"
"VENETO 1";"VICENZA";"ROSSANO VENETO";5432;2657;4948;2449;63;"ALLEANZA NAZIONALE";"473"
"VENETO 1";"VICENZA";"ROSSANO VENETO";5432;2657;4948;2449;63;"AMBIENTA-LISTA";"11"
"VENETO 1";"VICENZA";"ROSSANO VENETO";5432;2657;4948;2449;63;"FORZA ITALIA";"1562"
"VENETO 1";"VICENZA";"ROSSANO VENETO";5432;2657;4948;2449;63;"ALTERNATIVA SOCIALE MUSSOLINI";"16"
"VENETO 1";"VICENZA";"ROSSANO VENETO";5432;2657;4948;2449;63;"UNIONE DI CENTRO";"437"
"VENETO 1";"VICENZA";"ROSSANO VENETO";5432;2657;4948;2449;63;"NO EURO";"5"
"VENETO 1";"VICENZA";"ROSSANO VENETO";5432;2657;4948;2449;63;"S.O.S. ITALIA";"6"
"VENETO 1";"VICENZA";"ROSSANO VENETO";5432;2657;4948;2449;63;"FIAMMA TRICOLORE";"19"
"VENETO 1";"VICENZA";"ROSSANO VENETO";5432;2657;4948;2449;63;"LEGA NORD";"935"
"VENETO 1";"VICENZA";"ROSSANO VENETO";5432;2657;4948;2449;63;"DEM.CRIST.-NUOVO PSI";"13"
"VENETO 1";"VICENZA";"ROTZO";494;239;441;221;6;"PROGETTO NORDEST";"5"
"VENETO 1";"VICENZA";"ROTZO";494;239;441;221;6;"SOLIDARIETA'";"0"
"VENETO 1";"VICENZA";"ROTZO";494;239;441;221;6;"MOVIMENTO TRIVENETO";"1"
"VENETO 1";"VICENZA";"ROTZO";494;239;441;221;6;"LA ROSA NEL PUGNO";"9"
"VENETO 1";"VICENZA";"ROTZO";494;239;441;221;6;"COMUNISTI ITALIANI";"6"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"VIVARO";1016;506;833;439;4;"FIAMMA TRICOLORE";"5"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"VIVARO";1016;506;833;439;4;"U.D.EUR POPOLARI";"0"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"VIVARO";1016;506;833;439;4;"PARTITO PENSIONATI";"9"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"VIVARO";1016;506;833;439;4;"FEDERAZIONE DEI VERDI";"8"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"VIVARO";1016;506;833;439;4;"DI PIETRO ITALIA DEI VALORI";"22"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"VIVARO";1016;506;833;439;4;"RIFONDAZIONE COMUNISTA";"19"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"VIVARO";1016;506;833;439;4;"LA ROSA NEL PUGNO";"10"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"VIVARO";1016;506;833;439;4;"COMUNISTI ITALIANI";"8"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"VIVARO";1016;506;833;439;4;"L'ULIVO";"164"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"VIVARO";1016;506;833;439;4;"PROGETTO NORDEST";"0"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"ZOPPOLA";6590;3331;5694;2990;34;"LEGA NORD";"582"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"ZOPPOLA";6590;3331;5694;2990;34;"ALLEANZA NAZIONALE";"741"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"ZOPPOLA";6590;3331;5694;2990;34;"UNIONE DI CENTRO";"465"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"ZOPPOLA";6590;3331;5694;2990;34;"FORZA ITALIA";"1329"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"ZOPPOLA";6590;3331;5694;2990;34;"ALTERNATIVA SOCIALE MUSSOLINI";"29"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"ZOPPOLA";6590;3331;5694;2990;34;"FIAMMA TRICOLORE";"30"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"ZOPPOLA";6590;3331;5694;2990;34;"U.D.EUR POPOLARI";"15"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"ZOPPOLA";6590;3331;5694;2990;34;"PARTITO PENSIONATI";"79"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"ZOPPOLA";6590;3331;5694;2990;34;"FEDERAZIONE DEI VERDI";"78"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"ZOPPOLA";6590;3331;5694;2990;34;"DI PIETRO ITALIA DEI VALORI";"161"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"ZOPPOLA";6590;3331;5694;2990;34;"RIFONDAZIONE COMUNISTA";"203"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"ZOPPOLA";6590;3331;5694;2990;34;"LA ROSA NEL PUGNO";"117"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"ZOPPOLA";6590;3331;5694;2990;34;"COMUNISTI ITALIANI";"88"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"ZOPPOLA";6590;3331;5694;2990;34;"L'ULIVO";"1615"
"FRIULI-VENEZIA GIULIA";"PORDENONE";"ZOPPOLA";6590;3331;5694;2990;34;"PROGETTO NORDEST";"48"
"MOLISE";"ISERNIA";"ACQUAVIVA D'ISERNIA";390;204;308;168;9;"U.D.EUR POPOLARI";"5"
"MOLISE";"ISERNIA";"ACQUAVIVA D'ISERNIA";390;204;308;168;9;"PARTITO PENSIONATI";"1"
"MOLISE";"ISERNIA";"ACQUAVIVA D'ISERNIA";390;204;308;168;9;"FEDERAZIONE DEI VERDI";"0"
"MOLISE";"ISERNIA";"ACQUAVIVA D'ISERNIA";390;204;308;168;9;"LA ROSA NEL PUGNO";"5"
"MOLISE";"ISERNIA";"ACQUAVIVA D'ISERNIA";390;204;308;168;9;"RIFONDAZIONE COMUNISTA";"17"
"MOLISE";"ISERNIA";"ACQUAVIVA D'ISERNIA";390;204;308;168;9;"COMUNISTI ITALIANI";"6"
"MOLISE";"ISERNIA";"ACQUAVIVA D'ISERNIA";390;204;308;168;9;"L'ULIVO";"95"
"MOLISE";"ISERNIA";"ACQUAVIVA D'ISERNIA";390;204;308;168;9;"DI PIETRO ITALIA DEI VALORI";"6"
"MOLISE";"ISERNIA";"ACQUAVIVA D'ISERNIA";390;204;308;168;9;"UNIONE DI CENTRO";"48"
"MOLISE";"ISERNIA";"ACQUAVIVA D'ISERNIA";390;204;308;168;9;"FIAMMA TRICOLORE";"3"
"MOLISE";"ISERNIA";"ACQUAVIVA D'ISERNIA";390;204;308;168;9;"LEGA NORD";"2"
"MOLISE";"ISERNIA";"ACQUAVIVA D'ISERNIA";390;204;308;168;9;"ALTERNATIVA SOCIALE MUSSOLINI";"2"
"MOLISE";"ISERNIA";"ACQUAVIVA D'ISERNIA";390;204;308;168;9;"FORZA ITALIA";"41"
