"CIRCOSCRIZIONE";"COLLEGIO";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PERGINE VALSUGANA";12785;;11525;;870;"PDS";"750"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PERGINE VALSUGANA";12785;;11525;;870;"LA RETE-MOV.DEM.";"353"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PERGINE VALSUGANA";12785;;11525;;870;"SVP";"1731"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PERGINE VALSUGANA";12785;;11525;;870;"LEGA NORD";"1463"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PERGINE VALSUGANA";12785;;11525;;870;"ALLEANZA NAZIONALE";"823"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PERGINE VALSUGANA";12785;;11525;;870;"P.POPOLARE ITALIANO";"2129"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PERGINE VALSUGANA";12785;;11525;;870;"RIFONDAZIONE COMUNISTA";"300"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PIEVE TESINO";698;;595;;42;"SVP";"69"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PIEVE TESINO";698;;595;;42;"RIFONDAZIONE COMUNISTA";"4"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PIEVE TESINO";698;;595;;42;"FORZA ITALIA";"103"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PIEVE TESINO";698;;595;;42;"PSI";"4"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PIEVE TESINO";698;;595;;42;"PART.LEGGE NATURALE";"1"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PIEVE TESINO";698;;595;;42;"LEGA NORD";"229"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PIEVE TESINO";698;;595;;42;"ADA";"2"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PIEVE TESINO";698;;595;;42;"PDS";"21"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PIEVE TESINO";698;;595;;42;"ALLEANZA NAZIONALE";"32"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PIEVE TESINO";698;;595;;42;"FEDERAZIONE DEI VERDI";"12"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PIEVE TESINO";698;;595;;42;"P.POPOLARE ITALIANO";"66"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PIEVE TESINO";698;;595;;42;"LA RETE-MOV.DEM.";"10"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"POZZA DI FASSA";1320;;1217;;74;"RIFONDAZIONE COMUNISTA";"10"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"POZZA DI FASSA";1320;;1217;;74;"LEGA NORD";"328"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"POZZA DI FASSA";1320;;1217;;74;"SVP";"205"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"POZZA DI FASSA";1320;;1217;;74;"LA RETE-MOV.DEM.";"25"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"POZZA DI FASSA";1320;;1217;;74;"PDS";"27"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"POZZA DI FASSA";1320;;1217;;74;"P.POPOLARE ITALIANO";"228"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"POZZA DI FASSA";1320;;1217;;74;"ADA";"0"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"POZZA DI FASSA";1320;;1217;;74;"PART.LEGGE NATURALE";"2"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"POZZA DI FASSA";1320;;1217;;74;"PSI";"9"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"POZZA DI FASSA";1320;;1217;;74;"FORZA ITALIA";"262"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"POZZA DI FASSA";1320;;1217;;74;"FEDERAZIONE DEI VERDI";"16"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"POZZA DI FASSA";1320;;1217;;74;"ALLEANZA NAZIONALE";"31"
"TRENTINO ALTO ADIGE";"Pergine Valsugana";"PREDAZZO";3428;;3302;;209;"SVP";"235"
"MARCHE";"Ascoli Piceno";"ACQUASANTA TERME";4155;;2731;;145;"FORZA ITALIA";"566"
"MARCHE";"Ascoli Piceno";"ACQUASANTA TERME";4155;;2731;;145;"ALLEANZA DEMOCRATICA";"32"
"MARCHE";"Ascoli Piceno";"ACQUASANTA TERME";4155;;2731;;145;"PDS";"580"
"MARCHE";"Ascoli Piceno";"ACQUASANTA TERME";4155;;2731;;145;"ALLEANZA NAZIONALE";"586"
"MARCHE";"Ascoli Piceno";"ACQUASANTA TERME";4155;;2731;;145;"LA RETE-MOV.DEM.";"18"
"MARCHE";"Ascoli Piceno";"ACQUASANTA TERME";4155;;2731;;145;"FEDERAZIONE DEI VERDI";"27"
"MARCHE";"Ascoli Piceno";"ACQUASANTA TERME";4155;;2731;;145;"P.POPOLARE ITALIANO";"450"
"MARCHE";"Ascoli Piceno";"ACQUASANTA TERME";4155;;2731;;145;"RIFONDAZIONE COMUNISTA";"179"
"MARCHE";"Ascoli Piceno";"ACQUASANTA TERME";4155;;2731;;145;"PSI";"49"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3404;;3022;;110;"RIFONDAZIONE COMUNISTA";"224"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3404;;3022;;110;"ALLEANZA NAZIONALE";"492"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3404;;3022;;110;"LA RETE-MOV.DEM.";"18"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3404;;3022;;110;"FEDERAZIONE DEI VERDI";"38"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3404;;3022;;110;"P.POPOLARE ITALIANO";"496"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3404;;3022;;110;"PSI";"32"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3404;;3022;;110;"FORZA ITALIA";"504"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3404;;3022;;110;"ALLEANZA DEMOCRATICA";"124"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3404;;3022;;110;"PDS";"889"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1701;;1483;;56;"RIFONDAZIONE COMUNISTA";"115"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1701;;1483;;56;"FORZA ITALIA";"240"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1701;;1483;;56;"PSI";"63"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1701;;1483;;56;"P.POPOLARE ITALIANO";"236"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1701;;1483;;56;"FEDERAZIONE DEI VERDI";"21"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1701;;1483;;56;"LA RETE-MOV.DEM.";"11"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1701;;1483;;56;"ALLEANZA NAZIONALE";"268"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1701;;1483;;56;"PDS";"397"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1701;;1483;;56;"ALLEANZA DEMOCRATICA";"17"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1708;;1185;;61;"ALLEANZA DEMOCRATICA";"14"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1708;;1185;;61;"RIFONDAZIONE COMUNISTA";"124"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1708;;1185;;61;"FORZA ITALIA";"169"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1708;;1185;;61;"ALLEANZA NAZIONALE";"278"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1708;;1185;;61;"LA RETE-MOV.DEM.";"16"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1708;;1185;;61;"FEDERAZIONE DEI VERDI";"16"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1708;;1185;;61;"P.POPOLARE ITALIANO";"222"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1708;;1185;;61;"PSI";"18"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1708;;1185;;61;"PDS";"204"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";46117;;39792;;1321;"ALLEANZA DEMOCRATICA";"906"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";46117;;39792;;1321;"PSI";"714"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";46117;;39792;;1321;"PDS";"6768"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";46117;;39792;;1321;"ALLEANZA NAZIONALE";"10013"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";46117;;39792;;1321;"LA RETE-MOV.DEM.";"932"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";46117;;39792;;1321;"FEDERAZIONE DEI VERDI";"1284"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";46117;;39792;;1321;"P.POPOLARE ITALIANO";"5888"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";46117;;39792;;1321;"FORZA ITALIA";"7727"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";46117;;39792;;1321;"RIFONDAZIONE COMUNISTA";"2866"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5452;;4848;;169;"P.POPOLARE ITALIANO";"553"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5452;;4848;;169;"RIFONDAZIONE COMUNISTA";"569"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5452;;4848;;169;"PSI";"85"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5452;;4848;;169;"FEDERAZIONE DEI VERDI";"119"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5452;;4848;;169;"LA RETE-MOV.DEM.";"59"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5452;;4848;;169;"ALLEANZA NAZIONALE";"685"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5452;;4848;;169;"PDS";"1576"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5452;;4848;;169;"ALLEANZA DEMOCRATICA";"78"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";5452;;4848;;169;"FORZA ITALIA";"810"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2475;;2222;;110;"PSI";"17"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2475;;2222;;110;"FORZA ITALIA";"365"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2475;;2222;;110;"P.POPOLARE ITALIANO";"550"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2475;;2222;;110;"FEDERAZIONE DEI VERDI";"35"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2475;;2222;;110;"LA RETE-MOV.DEM.";"23"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2475;;2222;;110;"ALLEANZA NAZIONALE";"491"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2475;;2222;;110;"ALLEANZA DEMOCRATICA";"36"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2475;;2222;;110;"RIFONDAZIONE COMUNISTA";"166"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2475;;2222;;110;"PDS";"352"
"MARCHE";"Ascoli Piceno";"CASTORANO";1683;;1506;;46;"ALLEANZA DEMOCRATICA";"43"
"MARCHE";"Ascoli Piceno";"CASTORANO";1683;;1506;;46;"FORZA ITALIA";"178"
"MARCHE";"Ascoli Piceno";"CASTORANO";1683;;1506;;46;"PSI";"13"
"MARCHE";"Ascoli Piceno";"CASTORANO";1683;;1506;;46;"P.POPOLARE ITALIANO";"183"
"MARCHE";"Ascoli Piceno";"CASTORANO";1683;;1506;;46;"FEDERAZIONE DEI VERDI";"23"
"MARCHE";"Ascoli Piceno";"CASTORANO";1683;;1506;;46;"PDS";"424"
"MARCHE";"Ascoli Piceno";"CASTORANO";1683;;1506;;46;"ALLEANZA NAZIONALE";"144"
"MARCHE";"Ascoli Piceno";"CASTORANO";1683;;1506;;46;"RIFONDAZIONE COMUNISTA";"406"
"MARCHE";"Ascoli Piceno";"CASTORANO";1683;;1506;;46;"LA RETE-MOV.DEM.";"8"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2325;;2072;;49;"FORZA ITALIA";"247"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2325;;2072;;49;"ALLEANZA NAZIONALE";"330"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2325;;2072;;49;"PSI";"31"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2325;;2072;;49;"P.POPOLARE ITALIANO";"301"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2325;;2072;;49;"LA RETE-MOV.DEM.";"16"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2325;;2072;;49;"ALLEANZA DEMOCRATICA";"36"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2325;;2072;;49;"FEDERAZIONE DEI VERDI";"45"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2325;;2072;;49;"RIFONDAZIONE COMUNISTA";"267"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2325;;2072;;49;"PDS";"700"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2556;;2301;;121;"P.POPOLARE ITALIANO";"453"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2556;;2301;;121;"PSI";"12"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2556;;2301;;121;"FEDERAZIONE DEI VERDI";"24"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2556;;2301;;121;"LA RETE-MOV.DEM.";"16"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2556;;2301;;121;"ALLEANZA NAZIONALE";"434"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2556;;2301;;121;"ALLEANZA DEMOCRATICA";"127"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2556;;2301;;121;"RIFONDAZIONE COMUNISTA";"214"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2556;;2301;;121;"FORZA ITALIA";"361"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2556;;2301;;121;"PDS";"466"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6851;;5888;;194;"PDS";"1018"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6851;;5888;;194;"FORZA ITALIA";"1288"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6851;;5888;;194;"PSI";"102"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6851;;5888;;194;"P.POPOLARE ITALIANO";"822"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6851;;5888;;194;"FEDERAZIONE DEI VERDI";"223"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6851;;5888;;194;"ALLEANZA NAZIONALE";"1446"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6851;;5888;;194;"ALLEANZA DEMOCRATICA";"130"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6851;;5888;;194;"RIFONDAZIONE COMUNISTA";"400"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";6851;;5888;;194;"LA RETE-MOV.DEM.";"81"
"MARCHE";"Ascoli Piceno";"FORCE";1487;;1227;;59;"ALLEANZA NAZIONALE";"296"
"MARCHE";"Ascoli Piceno";"FORCE";1487;;1227;;59;"P.POPOLARE ITALIANO";"204"
"MARCHE";"Ascoli Piceno";"FORCE";1487;;1227;;59;"PSI";"12"
"MARCHE";"Ascoli Piceno";"FORCE";1487;;1227;;59;"FORZA ITALIA";"161"
"MARCHE";"Ascoli Piceno";"FORCE";1487;;1227;;59;"LA RETE-MOV.DEM.";"5"
"MARCHE";"Ascoli Piceno";"FORCE";1487;;1227;;59;"FEDERAZIONE DEI VERDI";"20"
"MARCHE";"Ascoli Piceno";"FORCE";1487;;1227;;59;"ALLEANZA DEMOCRATICA";"29"
"MARCHE";"Ascoli Piceno";"FORCE";1487;;1227;;59;"RIFONDAZIONE COMUNISTA";"197"
"MARCHE";"Ascoli Piceno";"FORCE";1487;;1227;;59;"PDS";"199"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1918;;1683;;54;"RIFONDAZIONE COMUNISTA";"137"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1918;;1683;;54;"FORZA ITALIA";"328"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1918;;1683;;54;"PSI";"13"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1918;;1683;;54;"P.POPOLARE ITALIANO";"241"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1918;;1683;;54;"FEDERAZIONE DEI VERDI";"38"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1918;;1683;;54;"LA RETE-MOV.DEM.";"11"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1918;;1683;;54;"ALLEANZA NAZIONALE";"438"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1918;;1683;;54;"ALLEANZA DEMOCRATICA";"13"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1918;;1683;;54;"PDS";"365"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";471;;405;;12;"PDS";"68"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";471;;405;;12;"ALLEANZA NAZIONALE";"86"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";471;;405;;12;"PSI";"9"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";471;;405;;12;"LA RETE-MOV.DEM.";"8"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";471;;405;;12;"FEDERAZIONE DEI VERDI";"7"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";471;;405;;12;"P.POPOLARE ITALIANO";"109"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";471;;405;;12;"FORZA ITALIA";"44"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";471;;405;;12;"RIFONDAZIONE COMUNISTA";"28"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";471;;405;;12;"ALLEANZA DEMOCRATICA";"26"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1179;;1012;;46;"ALLEANZA DEMOCRATICA";"81"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1179;;1012;;46;"PDS";"125"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1179;;1012;;46;"ALLEANZA NAZIONALE";"280"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1179;;1012;;46;"LA RETE-MOV.DEM.";"8"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1179;;1012;;46;"FEDERAZIONE DEI VERDI";"15"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1179;;1012;;46;"RIFONDAZIONE COMUNISTA";"43"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1179;;1012;;46;"FORZA ITALIA";"151"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1179;;1012;;46;"PSI";"17"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1179;;1012;;46;"P.POPOLARE ITALIANO";"197"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";834;;513;;14;"FORZA ITALIA";"67"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";834;;513;;14;"LA RETE-MOV.DEM.";"1"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";834;;513;;14;"FEDERAZIONE DEI VERDI";"8"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";834;;513;;14;"PSI";"12"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";834;;513;;14;"ALLEANZA DEMOCRATICA";"56"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";834;;513;;14;"P.POPOLARE ITALIANO";"137"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";834;;513;;14;"RIFONDAZIONE COMUNISTA";"35"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";834;;513;;14;"ALLEANZA NAZIONALE";"104"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";834;;513;;14;"PDS";"59"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";652;;527;;19;"ALLEANZA DEMOCRATICA";"93"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";652;;527;;19;"FORZA ITALIA";"100"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";652;;527;;19;"PSI";"3"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";652;;527;;19;"P.POPOLARE ITALIANO";"97"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";652;;527;;19;"FEDERAZIONE DEI VERDI";"4"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";652;;527;;19;"LA RETE-MOV.DEM.";"1"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";652;;527;;19;"PDS";"25"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";652;;527;;19;"RIFONDAZIONE COMUNISTA";"13"
"MARCHE";"Ascoli Piceno";"MONTEMONACO";652;;527;;19;"ALLEANZA NAZIONALE";"146"
"MARCHE";"Ascoli Piceno";"OFFIDA";4687;;4035;;124;"PDS";"1299"
"MARCHE";"Ascoli Piceno";"OFFIDA";4687;;4035;;124;"FEDERAZIONE DEI VERDI";"88"
"MARCHE";"Ascoli Piceno";"OFFIDA";4687;;4035;;124;"FORZA ITALIA";"483"
"MARCHE";"Ascoli Piceno";"OFFIDA";4687;;4035;;124;"P.POPOLARE ITALIANO";"474"
"MARCHE";"Ascoli Piceno";"OFFIDA";4687;;4035;;124;"LA RETE-MOV.DEM.";"33"
"MARCHE";"Ascoli Piceno";"OFFIDA";4687;;4035;;124;"ALLEANZA NAZIONALE";"738"
"MARCHE";"Ascoli Piceno";"OFFIDA";4687;;4035;;124;"RIFONDAZIONE COMUNISTA";"476"
"MARCHE";"Ascoli Piceno";"OFFIDA";4687;;4035;;124;"PSI";"97"
"MARCHE";"Ascoli Piceno";"OFFIDA";4687;;4035;;124;"ALLEANZA DEMOCRATICA";"85"
"MARCHE";"Ascoli Piceno";"PALMIANO";178;;152;;7;"ALLEANZA DEMOCRATICA";"2"
"MARCHE";"Ascoli Piceno";"PALMIANO";178;;152;;7;"FORZA ITALIA";"29"
"MARCHE";"Ascoli Piceno";"PALMIANO";178;;152;;7;"PSI";"1"
"MARCHE";"Ascoli Piceno";"PALMIANO";178;;152;;7;"P.POPOLARE ITALIANO";"49"
"MARCHE";"Ascoli Piceno";"PALMIANO";178;;152;;7;"FEDERAZIONE DEI VERDI";"0"
"MARCHE";"Ascoli Piceno";"PALMIANO";178;;152;;7;"LA RETE-MOV.DEM.";"1"
"MARCHE";"Ascoli Piceno";"PALMIANO";178;;152;;7;"PDS";"14"
"MARCHE";"Ascoli Piceno";"PALMIANO";178;;152;;7;"RIFONDAZIONE COMUNISTA";"14"
"MARCHE";"Ascoli Piceno";"PALMIANO";178;;152;;7;"ALLEANZA NAZIONALE";"29"
"MARCHE";"Ascoli Piceno";"ROCCAFLUVIONE";2101;;1616;;64;"ALLEANZA NAZIONALE";"313"
"MARCHE";"Ascoli Piceno";"ROCCAFLUVIONE";2101;;1616;;64;"RIFONDAZIONE COMUNISTA";"155"
"MARCHE";"Ascoli Piceno";"ROCCAFLUVIONE";2101;;1616;;64;"P.POPOLARE ITALIANO";"451"
"MARCHE";"Ascoli Piceno";"ROCCAFLUVIONE";2101;;1616;;64;"PSI";"42"
"MARCHE";"Ascoli Piceno";"ROCCAFLUVIONE";2101;;1616;;64;"FORZA ITALIA";"213"
"MARCHE";"Ascoli Piceno";"ROCCAFLUVIONE";2101;;1616;;64;"FEDERAZIONE DEI VERDI";"22"
"MARCHE";"Ascoli Piceno";"ROCCAFLUVIONE";2101;;1616;;64;"LA RETE-MOV.DEM.";"14"
"MARCHE";"Ascoli Piceno";"ROCCAFLUVIONE";2101;;1616;;64;"ALLEANZA DEMOCRATICA";"30"
"MARCHE";"Ascoli Piceno";"ROCCAFLUVIONE";2101;;1616;;64;"PDS";"267"
"MARCHE";"Ascoli Piceno";"ROTELLA";917;;804;;26;"ALLEANZA DEMOCRATICA";"14"
"MARCHE";"Ascoli Piceno";"ROTELLA";917;;804;;26;"PSI";"17"
"MARCHE";"Ascoli Piceno";"ROTELLA";917;;804;;26;"P.POPOLARE ITALIANO";"174"
"MARCHE";"Ascoli Piceno";"ROTELLA";917;;804;;26;"FEDERAZIONE DEI VERDI";"6"
"MARCHE";"Ascoli Piceno";"ROTELLA";917;;804;;26;"LA RETE-MOV.DEM.";"9"
"MARCHE";"Ascoli Piceno";"ROTELLA";917;;804;;26;"PDS";"260"
"MARCHE";"Ascoli Piceno";"ROTELLA";917;;804;;26;"RIFONDAZIONE COMUNISTA";"74"
"MARCHE";"Ascoli Piceno";"ROTELLA";917;;804;;26;"FORZA ITALIA";"77"
