"CIRCOSCRIZIONE";"COLLEGIO";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"MARCHE";"Macerata";"MONTE SAN MARTINO";706;;606;;25;"ALLEANZA DEMOCRATICA";"3"
"MARCHE";"Macerata";"MONTE SAN MARTINO";706;;606;;25;"RIFONDAZIONE COMUNISTA";"24"
"MARCHE";"Macerata";"MONTE SAN MARTINO";706;;606;;25;"PSI";"5"
"MARCHE";"Macerata";"MONTE SAN MARTINO";706;;606;;25;"LA RETE-MOV.DEM.";"7"
"MARCHE";"Macerata";"MUCCIA";721;;652;;28;"FEDERAZIONE DEI VERDI";"15"
"MARCHE";"Macerata";"MUCCIA";721;;652;;28;"FORZA ITALIA";"88"
"MARCHE";"Macerata";"MUCCIA";721;;652;;28;"P.POPOLARE ITALIANO";"135"
"MARCHE";"Macerata";"MUCCIA";721;;652;;28;"LA RETE-MOV.DEM.";"6"
"MARCHE";"Macerata";"MUCCIA";721;;652;;28;"ALLEANZA NAZIONALE";"113"
"MARCHE";"Macerata";"MUCCIA";721;;652;;28;"PDS";"147"
"MARCHE";"Macerata";"MUCCIA";721;;652;;28;"ALLEANZA DEMOCRATICA";"10"
"MARCHE";"Macerata";"MUCCIA";721;;652;;28;"RIFONDAZIONE COMUNISTA";"78"
"MARCHE";"Macerata";"MUCCIA";721;;652;;28;"PSI";"21"
"MARCHE";"Macerata";"PENNA SAN GIOVANNI";1219;;1026;;59;"PSI";"15"
"MARCHE";"Macerata";"PENNA SAN GIOVANNI";1219;;1026;;59;"FORZA ITALIA";"128"
"MARCHE";"Macerata";"PENNA SAN GIOVANNI";1219;;1026;;59;"RIFONDAZIONE COMUNISTA";"70"
"MARCHE";"Macerata";"PENNA SAN GIOVANNI";1219;;1026;;59;"ALLEANZA DEMOCRATICA";"15"
"MARCHE";"Macerata";"PENNA SAN GIOVANNI";1219;;1026;;59;"PDS";"219"
"MARCHE";"Macerata";"PENNA SAN GIOVANNI";1219;;1026;;59;"ALLEANZA NAZIONALE";"206"
"MARCHE";"Macerata";"PENNA SAN GIOVANNI";1219;;1026;;59;"LA RETE-MOV.DEM.";"11"
"MARCHE";"Macerata";"PENNA SAN GIOVANNI";1219;;1026;;59;"FEDERAZIONE DEI VERDI";"18"
"MARCHE";"Macerata";"PENNA SAN GIOVANNI";1219;;1026;;59;"P.POPOLARE ITALIANO";"245"
"MARCHE";"Macerata";"PETRIOLO";1696;;1466;;60;"P.POPOLARE ITALIANO";"336"
"MARCHE";"Macerata";"PETRIOLO";1696;;1466;;60;"RIFONDAZIONE COMUNISTA";"94"
"MARCHE";"Macerata";"PETRIOLO";1696;;1466;;60;"PDS";"383"
"MARCHE";"Macerata";"PETRIOLO";1696;;1466;;60;"ALLEANZA NAZIONALE";"258"
"MARCHE";"Macerata";"PETRIOLO";1696;;1466;;60;"FEDERAZIONE DEI VERDI";"19"
"MARCHE";"Macerata";"PETRIOLO";1696;;1466;;60;"PSI";"13"
"MARCHE";"Macerata";"PETRIOLO";1696;;1466;;60;"FORZA ITALIA";"208"
"MARCHE";"Macerata";"PETRIOLO";1696;;1466;;60;"LA RETE-MOV.DEM.";"10"
"MARCHE";"Macerata";"PETRIOLO";1696;;1466;;60;"ALLEANZA DEMOCRATICA";"24"
"MARCHE";"Macerata";"PIEVEBOVIGLIANA";754;;635;;39;"ALLEANZA DEMOCRATICA";"5"
"MARCHE";"Macerata";"PIEVEBOVIGLIANA";754;;635;;39;"PDS";"120"
"MARCHE";"Macerata";"PIEVEBOVIGLIANA";754;;635;;39;"ALLEANZA NAZIONALE";"119"
"MARCHE";"Macerata";"PIEVEBOVIGLIANA";754;;635;;39;"LA RETE-MOV.DEM.";"9"
"MARCHE";"Macerata";"PIEVEBOVIGLIANA";754;;635;;39;"FEDERAZIONE DEI VERDI";"17"
"MARCHE";"Macerata";"PIEVEBOVIGLIANA";754;;635;;39;"P.POPOLARE ITALIANO";"116"
"MARCHE";"Macerata";"PIEVEBOVIGLIANA";754;;635;;39;"PSI";"16"
"MARCHE";"Macerata";"PIEVEBOVIGLIANA";754;;635;;39;"FORZA ITALIA";"146"
"MARCHE";"Macerata";"PIEVEBOVIGLIANA";754;;635;;39;"RIFONDAZIONE COMUNISTA";"28"
"MARCHE";"Macerata";"PIEVE TORINA";1191;;1033;;39;"ALLEANZA NAZIONALE";"211"
"MARCHE";"Macerata";"PIEVE TORINA";1191;;1033;;39;"RIFONDAZIONE COMUNISTA";"63"
"MARCHE";"Macerata";"PIEVE TORINA";1191;;1033;;39;"PDS";"186"
"MARCHE";"Macerata";"PIEVE TORINA";1191;;1033;;39;"ALLEANZA DEMOCRATICA";"8"
"MARCHE";"Macerata";"PIEVE TORINA";1191;;1033;;39;"FEDERAZIONE DEI VERDI";"18"
"MARCHE";"Macerata";"PIEVE TORINA";1191;;1033;;39;"LA RETE-MOV.DEM.";"5"
"MARCHE";"Macerata";"PIEVE TORINA";1191;;1033;;39;"FORZA ITALIA";"182"
"MARCHE";"Macerata";"PIEVE TORINA";1191;;1033;;39;"PSI";"36"
"MARCHE";"Macerata";"PIEVE TORINA";1191;;1033;;39;"P.POPOLARE ITALIANO";"232"
"MARCHE";"Macerata";"POLLENZA";4681;;4239;;209;"FORZA ITALIA";"614"
"MARCHE";"Macerata";"POLLENZA";4681;;4239;;209;"FEDERAZIONE DEI VERDI";"78"
"MARCHE";"Macerata";"POLLENZA";4681;;4239;;209;"PSI";"66"
"MARCHE";"Macerata";"POLLENZA";4681;;4239;;209;"RIFONDAZIONE COMUNISTA";"270"
"MARCHE";"Macerata";"POLLENZA";4681;;4239;;209;"ALLEANZA DEMOCRATICA";"49"
"MARCHE";"Macerata";"POLLENZA";4681;;4239;;209;"PDS";"855"
"MARCHE";"Macerata";"POLLENZA";4681;;4239;;209;"ALLEANZA NAZIONALE";"919"
"MARCHE";"Macerata";"POLLENZA";4681;;4239;;209;"LA RETE-MOV.DEM.";"44"
"MARCHE";"Macerata";"POLLENZA";4681;;4239;;209;"P.POPOLARE ITALIANO";"978"
"MARCHE";"Macerata";"RIPE SAN GINESIO";714;;591;;28;"PSI";"8"
"MARCHE";"Macerata";"RIPE SAN GINESIO";714;;591;;28;"RIFONDAZIONE COMUNISTA";"27"
"MARCHE";"Macerata";"RIPE SAN GINESIO";714;;591;;28;"ALLEANZA DEMOCRATICA";"4"
"MARCHE";"Macerata";"RIPE SAN GINESIO";714;;591;;28;"PDS";"166"
"MARCHE";"Macerata";"RIPE SAN GINESIO";714;;591;;28;"ALLEANZA NAZIONALE";"123"
"MARCHE";"Macerata";"RIPE SAN GINESIO";714;;591;;28;"LA RETE-MOV.DEM.";"0"
"MARCHE";"Macerata";"RIPE SAN GINESIO";714;;591;;28;"FEDERAZIONE DEI VERDI";"4"
"MARCHE";"Macerata";"RIPE SAN GINESIO";714;;591;;28;"P.POPOLARE ITALIANO";"136"
"MARCHE";"Macerata";"RIPE SAN GINESIO";714;;591;;28;"FORZA ITALIA";"75"
"MARCHE";"Macerata";"SAN GINESIO";3387;;2906;;161;"FORZA ITALIA";"494"
"MARCHE";"Macerata";"SAN GINESIO";3387;;2906;;161;"PDS";"357"
"MARCHE";"Macerata";"SAN GINESIO";3387;;2906;;161;"ALLEANZA NAZIONALE";"657"
"MARCHE";"Macerata";"SAN GINESIO";3387;;2906;;161;"LA RETE-MOV.DEM.";"25"
"MARCHE";"Macerata";"SAN GINESIO";3387;;2906;;161;"FEDERAZIONE DEI VERDI";"50"
"MARCHE";"Macerata";"SAN GINESIO";3387;;2906;;161;"P.POPOLARE ITALIANO";"746"
"MARCHE";"Macerata";"SAN GINESIO";3387;;2906;;161;"RIFONDAZIONE COMUNISTA";"213"
"MARCHE";"Macerata";"SAN GINESIO";3387;;2906;;161;"PSI";"50"
"MARCHE";"Macerata";"SAN GINESIO";3387;;2906;;161;"ALLEANZA DEMOCRATICA";"53"
"MARCHE";"Macerata";"SANT'ANGELO IN PONTANO";1355;;1119;;71;"PDS";"221"
"MARCHE";"Macerata";"SANT'ANGELO IN PONTANO";1355;;1119;;71;"ALLEANZA DEMOCRATICA";"6"
"MARCHE";"Macerata";"SANT'ANGELO IN PONTANO";1355;;1119;;71;"LA RETE-MOV.DEM.";"10"
"MARCHE";"Macerata";"SANT'ANGELO IN PONTANO";1355;;1119;;71;"FEDERAZIONE DEI VERDI";"19"
"MARCHE";"Macerata";"SANT'ANGELO IN PONTANO";1355;;1119;;71;"P.POPOLARE ITALIANO";"239"
"MARCHE";"Macerata";"SANT'ANGELO IN PONTANO";1355;;1119;;71;"PSI";"15"
"MARCHE";"Macerata";"SANT'ANGELO IN PONTANO";1355;;1119;;71;"FORZA ITALIA";"186"
"MARCHE";"Macerata";"SANT'ANGELO IN PONTANO";1355;;1119;;71;"RIFONDAZIONE COMUNISTA";"91"
"MARCHE";"Macerata";"SANT'ANGELO IN PONTANO";1355;;1119;;71;"ALLEANZA NAZIONALE";"208"
"MARCHE";"Macerata";"SARNANO";2976;;2508;;158;"ALLEANZA DEMOCRATICA";"39"
"MARCHE";"Macerata";"SARNANO";2976;;2508;;158;"PSI";"63"
"MARCHE";"Macerata";"SARNANO";2976;;2508;;158;"P.POPOLARE ITALIANO";"518"
"MARCHE";"Macerata";"SARNANO";2976;;2508;;158;"FEDERAZIONE DEI VERDI";"49"
"MARCHE";"Macerata";"SARNANO";2976;;2508;;158;"LA RETE-MOV.DEM.";"18"
"MARCHE";"Macerata";"SARNANO";2976;;2508;;158;"PDS";"297"
"MARCHE";"Macerata";"SARNANO";2976;;2508;;158;"RIFONDAZIONE COMUNISTA";"111"
"MARCHE";"Macerata";"SARNANO";2976;;2508;;158;"ALLEANZA NAZIONALE";"681"
"MARCHE";"Macerata";"SARNANO";2976;;2508;;158;"FORZA ITALIA";"484"
"MARCHE";"Macerata";"SERRAPETRONA";759;;655;;38;"P.POPOLARE ITALIANO";"144"
"MARCHE";"Macerata";"SERRAPETRONA";759;;655;;38;"PSI";"3"
"MARCHE";"Macerata";"SERRAPETRONA";759;;655;;38;"FORZA ITALIA";"115"
"MARCHE";"Macerata";"SERRAPETRONA";759;;655;;38;"FEDERAZIONE DEI VERDI";"4"
"MARCHE";"Macerata";"SERRAPETRONA";759;;655;;38;"LA RETE-MOV.DEM.";"7"
"MARCHE";"Macerata";"SERRAPETRONA";759;;655;;38;"ALLEANZA NAZIONALE";"107"
"MARCHE";"Macerata";"SERRAPETRONA";759;;655;;38;"PDS";"171"
"MARCHE";"Macerata";"SERRAPETRONA";759;;655;;38;"ALLEANZA DEMOCRATICA";"2"
"MARCHE";"Macerata";"SERRAPETRONA";759;;655;;38;"RIFONDAZIONE COMUNISTA";"53"
"MARCHE";"Macerata";"SERRAVALLE DI CHIENTI";1104;;916;;48;"RIFONDAZIONE COMUNISTA";"64"
"MARCHE";"Macerata";"SERRAVALLE DI CHIENTI";1104;;916;;48;"PSI";"62"
"MARCHE";"Macerata";"SERRAVALLE DI CHIENTI";1104;;916;;48;"P.POPOLARE ITALIANO";"245"
"MARCHE";"Macerata";"SERRAVALLE DI CHIENTI";1104;;916;;48;"FEDERAZIONE DEI VERDI";"7"
"MARCHE";"Macerata";"SERRAVALLE DI CHIENTI";1104;;916;;48;"LA RETE-MOV.DEM.";"14"
"MARCHE";"Macerata";"SERRAVALLE DI CHIENTI";1104;;916;;48;"ALLEANZA NAZIONALE";"138"
"MARCHE";"Macerata";"SERRAVALLE DI CHIENTI";1104;;916;;48;"ALLEANZA DEMOCRATICA";"11"
"MARCHE";"Macerata";"SERRAVALLE DI CHIENTI";1104;;916;;48;"FORZA ITALIA";"129"
"MARCHE";"Macerata";"SERRAVALLE DI CHIENTI";1104;;916;;48;"PDS";"175"
"MARCHE";"Macerata";"TOLENTINO";15866;;14167;;575;"ALLEANZA DEMOCRATICA";"298"
"MARCHE";"Macerata";"TOLENTINO";15866;;14167;;575;"RIFONDAZIONE COMUNISTA";"1210"
"MARCHE";"Macerata";"TOLENTINO";15866;;14167;;575;"PDS";"4319"
"MARCHE";"Macerata";"TOLENTINO";15866;;14167;;575;"LA RETE-MOV.DEM.";"167"
"MARCHE";"Macerata";"TOLENTINO";15866;;14167;;575;"FEDERAZIONE DEI VERDI";"373"
"MARCHE";"Macerata";"TOLENTINO";15866;;14167;;575;"P.POPOLARE ITALIANO";"2568"
"MARCHE";"Macerata";"TOLENTINO";15866;;14167;;575;"PSI";"317"
"MARCHE";"Macerata";"TOLENTINO";15866;;14167;;575;"FORZA ITALIA";"2110"
"MARCHE";"Macerata";"TOLENTINO";15866;;14167;;575;"ALLEANZA NAZIONALE";"1803"
"MARCHE";"Macerata";"URBISAGLIA";2224;;1984;;97;"PDS";"486"
"MARCHE";"Macerata";"URBISAGLIA";2224;;1984;;97;"FORZA ITALIA";"337"
"MARCHE";"Macerata";"URBISAGLIA";2224;;1984;;97;"PSI";"55"
"MARCHE";"Macerata";"URBISAGLIA";2224;;1984;;97;"P.POPOLARE ITALIANO";"381"
"MARCHE";"Macerata";"URBISAGLIA";2224;;1984;;97;"FEDERAZIONE DEI VERDI";"29"
"MARCHE";"Macerata";"URBISAGLIA";2224;;1984;;97;"ALLEANZA NAZIONALE";"366"
"MARCHE";"Macerata";"URBISAGLIA";2224;;1984;;97;"ALLEANZA DEMOCRATICA";"24"
"MARCHE";"Macerata";"URBISAGLIA";2224;;1984;;97;"RIFONDAZIONE COMUNISTA";"101"
"MARCHE";"Macerata";"URBISAGLIA";2224;;1984;;97;"LA RETE-MOV.DEM.";"17"
"MARCHE";"Macerata";"USSITA";403;;331;;18;"FEDERAZIONE DEI VERDI";"6"
"MARCHE";"Macerata";"USSITA";403;;331;;18;"PDS";"52"
"MARCHE";"Macerata";"USSITA";403;;331;;18;"FORZA ITALIA";"62"
"MARCHE";"Macerata";"USSITA";403;;331;;18;"PSI";"3"
"MARCHE";"Macerata";"USSITA";403;;331;;18;"P.POPOLARE ITALIANO";"65"
"MARCHE";"Macerata";"USSITA";403;;331;;18;"ALLEANZA NAZIONALE";"104"
"MARCHE";"Macerata";"USSITA";403;;331;;18;"RIFONDAZIONE COMUNISTA";"14"
"MARCHE";"Macerata";"USSITA";403;;331;;18;"ALLEANZA DEMOCRATICA";"2"
"MARCHE";"Macerata";"USSITA";403;;331;;18;"LA RETE-MOV.DEM.";"1"
"MARCHE";"Macerata";"VISSO";1107;;958;;37;"LA RETE-MOV.DEM.";"20"
"MARCHE";"Macerata";"VISSO";1107;;958;;37;"FORZA ITALIA";"147"
"MARCHE";"Macerata";"VISSO";1107;;958;;37;"PSI";"16"
"MARCHE";"Macerata";"VISSO";1107;;958;;37;"FEDERAZIONE DEI VERDI";"19"
"MARCHE";"Macerata";"VISSO";1107;;958;;37;"ALLEANZA NAZIONALE";"287"
"MARCHE";"Macerata";"VISSO";1107;;958;;37;"PDS";"101"
"MARCHE";"Macerata";"VISSO";1107;;958;;37;"ALLEANZA DEMOCRATICA";"9"
"MARCHE";"Macerata";"VISSO";1107;;958;;37;"RIFONDAZIONE COMUNISTA";"32"
"MARCHE";"Macerata";"VISSO";1107;;958;;37;"P.POPOLARE ITALIANO";"244"
"BASILICATA";"Pisticci";"ALIANO";1252;;1051;;68;"INSIEME PER CAMBIARE";"5"
"BASILICATA";"Pisticci";"ALIANO";1252;;1051;;68;"PSI";"50"
"BASILICATA";"Pisticci";"ALIANO";1252;;1051;;68;"RIFONDAZIONE COMUNISTA";"65"
"BASILICATA";"Pisticci";"ALIANO";1252;;1051;;68;"FORZA ITALIA";"55"
"BASILICATA";"Pisticci";"ALIANO";1252;;1051;;68;"SOCIALDEMOCRAZIA";"47"
"BASILICATA";"Pisticci";"ALIANO";1252;;1051;;68;"LA RETE-MOV.DEM.";"5"
"BASILICATA";"Pisticci";"ALIANO";1252;;1051;;68;"ALLEANZA NAZIONALE";"140"
"BASILICATA";"Pisticci";"ALIANO";1252;;1051;;68;"UNIONE MEDITERRANEA";"1"
"BASILICATA";"Pisticci";"ALIANO";1252;;1051;;68;"AUTONOMIA SOCIALISTA";"2"
"BASILICATA";"Pisticci";"ALIANO";1252;;1051;;68;"FEDERAZIONE DEI VERDI";"8"
"BASILICATA";"Pisticci";"ALIANO";1252;;1051;;68;"PDS";"163"
"BASILICATA";"Pisticci";"ALIANO";1252;;1051;;68;"P.POPOLARE ITALIANO";"356"
"BASILICATA";"Pisticci";"BERNALDA";9694;;8184;;506;"PSI";"246"
"BASILICATA";"Pisticci";"BERNALDA";9694;;8184;;506;"RIFONDAZIONE COMUNISTA";"563"
"BASILICATA";"Pisticci";"BERNALDA";9694;;8184;;506;"FORZA ITALIA";"862"
"BASILICATA";"Pisticci";"BERNALDA";9694;;8184;;506;"SOCIALDEMOCRAZIA";"172"
"BASILICATA";"Pisticci";"BERNALDA";9694;;8184;;506;"LA RETE-MOV.DEM.";"49"
"BASILICATA";"Pisticci";"BERNALDA";9694;;8184;;506;"INSIEME PER CAMBIARE";"39"
"BASILICATA";"Pisticci";"BERNALDA";9694;;8184;;506;"UNIONE MEDITERRANEA";"17"
"BASILICATA";"Pisticci";"BERNALDA";9694;;8184;;506;"AUTONOMIA SOCIALISTA";"43"
"BASILICATA";"Pisticci";"BERNALDA";9694;;8184;;506;"FEDERAZIONE DEI VERDI";"159"
"BASILICATA";"Pisticci";"BERNALDA";9694;;8184;;506;"PDS";"2513"
"BASILICATA";"Pisticci";"BERNALDA";9694;;8184;;506;"ALLEANZA NAZIONALE";"1269"
"BASILICATA";"Pisticci";"BERNALDA";9694;;8184;;506;"P.POPOLARE ITALIANO";"1049"
"BASILICATA";"Pisticci";"CIRIGLIANO";529;;354;;23;"FEDERAZIONE DEI VERDI";"7"
"BASILICATA";"Pisticci";"CIRIGLIANO";529;;354;;23;"P.POPOLARE ITALIANO";"94"
"BASILICATA";"Pisticci";"CIRIGLIANO";529;;354;;23;"RIFONDAZIONE COMUNISTA";"11"
"BASILICATA";"Pisticci";"CIRIGLIANO";529;;354;;23;"FORZA ITALIA";"39"
"BASILICATA";"Pisticci";"CIRIGLIANO";529;;354;;23;"SOCIALDEMOCRAZIA";"8"
"BASILICATA";"Pisticci";"CIRIGLIANO";529;;354;;23;"LA RETE-MOV.DEM.";"3"
"BASILICATA";"Pisticci";"CIRIGLIANO";529;;354;;23;"PSI";"3"
"BASILICATA";"Pisticci";"CIRIGLIANO";529;;354;;23;"AUTONOMIA SOCIALISTA";"2"
"BASILICATA";"Pisticci";"CIRIGLIANO";529;;354;;23;"PDS";"38"
"BASILICATA";"Pisticci";"CIRIGLIANO";529;;354;;23;"ALLEANZA NAZIONALE";"63"
"BASILICATA";"Pisticci";"CIRIGLIANO";529;;354;;23;"UNIONE MEDITERRANEA";"1"
"BASILICATA";"Pisticci";"CIRIGLIANO";529;;354;;23;"INSIEME PER CAMBIARE";"8"
"BASILICATA";"Pisticci";"COLOBRARO";1659;;1182;;101;"FEDERAZIONE DEI VERDI";"53"
"BASILICATA";"Pisticci";"COLOBRARO";1659;;1182;;101;"INSIEME PER CAMBIARE";"8"
"BASILICATA";"Pisticci";"COLOBRARO";1659;;1182;;101;"PSI";"25"
"BASILICATA";"Pisticci";"COLOBRARO";1659;;1182;;101;"AUTONOMIA SOCIALISTA";"10"
"BASILICATA";"Pisticci";"COLOBRARO";1659;;1182;;101;"PDS";"155"
"BASILICATA";"Pisticci";"COLOBRARO";1659;;1182;;101;"ALLEANZA NAZIONALE";"219"
"BASILICATA";"Pisticci";"COLOBRARO";1659;;1182;;101;"UNIONE MEDITERRANEA";"12"
"BASILICATA";"Pisticci";"COLOBRARO";1659;;1182;;101;"FORZA ITALIA";"189"
"BASILICATA";"Pisticci";"COLOBRARO";1659;;1182;;101;"P.POPOLARE ITALIANO";"236"
"BASILICATA";"Pisticci";"COLOBRARO";1659;;1182;;101;"SOCIALDEMOCRAZIA";"10"
"BASILICATA";"Pisticci";"COLOBRARO";1659;;1182;;101;"RIFONDAZIONE COMUNISTA";"61"
"BASILICATA";"Pisticci";"COLOBRARO";1659;;1182;;101;"LA RETE-MOV.DEM.";"15"
"BASILICATA";"Pisticci";"CRACO";818;;646;;80;"P.POPOLARE ITALIANO";"146"
"BASILICATA";"Pisticci";"CRACO";818;;646;;80;"RIFONDAZIONE COMUNISTA";"58"
"BASILICATA";"Pisticci";"CRACO";818;;646;;80;"FORZA ITALIA";"32"
"BASILICATA";"Pisticci";"CRACO";818;;646;;80;"LA RETE-MOV.DEM.";"9"
"BASILICATA";"Pisticci";"CRACO";818;;646;;80;"INSIEME PER CAMBIARE";"3"
"BASILICATA";"Pisticci";"CRACO";818;;646;;80;"PSI";"9"
"BASILICATA";"Pisticci";"CRACO";818;;646;;80;"UNIONE MEDITERRANEA";"1"
"BASILICATA";"Pisticci";"CRACO";818;;646;;80;"AUTONOMIA SOCIALISTA";"5"
"BASILICATA";"Pisticci";"CRACO";818;;646;;80;"FEDERAZIONE DEI VERDI";"10"
"BASILICATA";"Pisticci";"CRACO";818;;646;;80;"PDS";"134"
"BASILICATA";"Pisticci";"CRACO";818;;646;;80;"ALLEANZA NAZIONALE";"79"
"BASILICATA";"Pisticci";"CRACO";818;;646;;80;"SOCIALDEMOCRAZIA";"7"
"BASILICATA";"Pisticci";"GORGOGLIONE";1139;;955;;31;"PDS";"109"
"BASILICATA";"Pisticci";"GORGOGLIONE";1139;;955;;31;"LA RETE-MOV.DEM.";"14"
"BASILICATA";"Pisticci";"GORGOGLIONE";1139;;955;;31;"SOCIALDEMOCRAZIA";"5"
"BASILICATA";"Pisticci";"GORGOGLIONE";1139;;955;;31;"FORZA ITALIA";"76"
"BASILICATA";"Pisticci";"GORGOGLIONE";1139;;955;;31;"RIFONDAZIONE COMUNISTA";"29"
"BASILICATA";"Pisticci";"GORGOGLIONE";1139;;955;;31;"INSIEME PER CAMBIARE";"4"
"BASILICATA";"Pisticci";"GORGOGLIONE";1139;;955;;31;"PSI";"73"
"BASILICATA";"Pisticci";"GORGOGLIONE";1139;;955;;31;"UNIONE MEDITERRANEA";"4"
"BASILICATA";"Pisticci";"GORGOGLIONE";1139;;955;;31;"FEDERAZIONE DEI VERDI";"12"
"BASILICATA";"Pisticci";"GORGOGLIONE";1139;;955;;31;"P.POPOLARE ITALIANO";"376"
"BASILICATA";"Pisticci";"GORGOGLIONE";1139;;955;;31;"ALLEANZA NAZIONALE";"136"
"BASILICATA";"Pisticci";"GORGOGLIONE";1139;;955;;31;"AUTONOMIA SOCIALISTA";"6"
"BASILICATA";"Pisticci";"MONTALBANO JONICO";6619;;5767;;419;"ALLEANZA NAZIONALE";"1582"
"BASILICATA";"Pisticci";"MONTALBANO JONICO";6619;;5767;;419;"PDS";"755"
"BASILICATA";"Pisticci";"MONTALBANO JONICO";6619;;5767;;419;"FEDERAZIONE DEI VERDI";"212"
"BASILICATA";"Pisticci";"MONTALBANO JONICO";6619;;5767;;419;"AUTONOMIA SOCIALISTA";"29"
"BASILICATA";"Pisticci";"MONTALBANO JONICO";6619;;5767;;419;"UNIONE MEDITERRANEA";"13"
"BASILICATA";"Pisticci";"MONTALBANO JONICO";6619;;5767;;419;"PSI";"89"
"BASILICATA";"Pisticci";"MONTALBANO JONICO";6619;;5767;;419;"INSIEME PER CAMBIARE";"30"
"BASILICATA";"Pisticci";"MONTALBANO JONICO";6619;;5767;;419;"P.POPOLARE ITALIANO";"679"
"BASILICATA";"Pisticci";"MONTALBANO JONICO";6619;;5767;;419;"LA RETE-MOV.DEM.";"74"
"BASILICATA";"Pisticci";"MONTALBANO JONICO";6619;;5767;;419;"SOCIALDEMOCRAZIA";"100"
"BASILICATA";"Pisticci";"MONTALBANO JONICO";6619;;5767;;419;"FORZA ITALIA";"670"
"BASILICATA";"Pisticci";"MONTALBANO JONICO";6619;;5767;;419;"RIFONDAZIONE COMUNISTA";"446"
"BASILICATA";"Pisticci";"NOVA SIRI";4659;;4192;;439;"INSIEME PER CAMBIARE";"32"
"BASILICATA";"Pisticci";"NOVA SIRI";4659;;4192;;439;"RIFONDAZIONE COMUNISTA";"242"
"BASILICATA";"Pisticci";"NOVA SIRI";4659;;4192;;439;"P.POPOLARE ITALIANO";"843"
"BASILICATA";"Pisticci";"NOVA SIRI";4659;;4192;;439;"PSI";"258"
"BASILICATA";"Pisticci";"NOVA SIRI";4659;;4192;;439;"ALLEANZA NAZIONALE";"833"
"BASILICATA";"Pisticci";"NOVA SIRI";4659;;4192;;439;"AUTONOMIA SOCIALISTA";"50"
"BASILICATA";"Pisticci";"NOVA SIRI";4659;;4192;;439;"FEDERAZIONE DEI VERDI";"99"
"BASILICATA";"Pisticci";"NOVA SIRI";4659;;4192;;439;"PDS";"596"
"BASILICATA";"Pisticci";"NOVA SIRI";4659;;4192;;439;"FORZA ITALIA";"323"
"BASILICATA";"Pisticci";"NOVA SIRI";4659;;4192;;439;"UNIONE MEDITERRANEA";"14"
"BASILICATA";"Pisticci";"NOVA SIRI";4659;;4192;;439;"LA RETE-MOV.DEM.";"43"
"BASILICATA";"Pisticci";"NOVA SIRI";4659;;4192;;439;"SOCIALDEMOCRAZIA";"37"
"BASILICATA";"Pisticci";"PISTICCI";14353;;12303;;898;"ALLEANZA NAZIONALE";"2163"
"BASILICATA";"Pisticci";"PISTICCI";14353;;12303;;898;"PDS";"2700"
"BASILICATA";"Pisticci";"PISTICCI";14353;;12303;;898;"LA RETE-MOV.DEM.";"314"
"BASILICATA";"Pisticci";"PISTICCI";14353;;12303;;898;"FEDERAZIONE DEI VERDI";"377"
"BASILICATA";"Pisticci";"PISTICCI";14353;;12303;;898;"AUTONOMIA SOCIALISTA";"78"
"BASILICATA";"Pisticci";"PISTICCI";14353;;12303;;898;"UNIONE MEDITERRANEA";"32"
"BASILICATA";"Pisticci";"PISTICCI";14353;;12303;;898;"PSI";"158"
"BASILICATA";"Pisticci";"PISTICCI";14353;;12303;;898;"INSIEME PER CAMBIARE";"61"
"BASILICATA";"Pisticci";"PISTICCI";14353;;12303;;898;"FORZA ITALIA";"978"
"BASILICATA";"Pisticci";"PISTICCI";14353;;12303;;898;"P.POPOLARE ITALIANO";"1603"
"BASILICATA";"Pisticci";"PISTICCI";14353;;12303;;898;"SOCIALDEMOCRAZIA";"127"
"BASILICATA";"Pisticci";"PISTICCI";14353;;12303;;898;"RIFONDAZIONE COMUNISTA";"1101"
"BASILICATA";"Pisticci";"POLICORO";11027;;9828;;631;"PDS";"1499"
"BASILICATA";"Pisticci";"POLICORO";11027;;9828;;631;"PSI";"247"
"BASILICATA";"Pisticci";"POLICORO";11027;;9828;;631;"FEDERAZIONE DEI VERDI";"384"
"BASILICATA";"Pisticci";"POLICORO";11027;;9828;;631;"AUTONOMIA SOCIALISTA";"49"
"BASILICATA";"Pisticci";"POLICORO";11027;;9828;;631;"RIFONDAZIONE COMUNISTA";"467"
"BASILICATA";"Pisticci";"POLICORO";11027;;9828;;631;"ALLEANZA NAZIONALE";"2228"
"BASILICATA";"Pisticci";"POLICORO";11027;;9828;;631;"P.POPOLARE ITALIANO";"1428"
"BASILICATA";"Pisticci";"POLICORO";11027;;9828;;631;"FORZA ITALIA";"1590"
"BASILICATA";"Pisticci";"POLICORO";11027;;9828;;631;"UNIONE MEDITERRANEA";"144"
"BASILICATA";"Pisticci";"POLICORO";11027;;9828;;631;"SOCIALDEMOCRAZIA";"140"
"BASILICATA";"Pisticci";"POLICORO";11027;;9828;;631;"LA RETE-MOV.DEM.";"307"
"BASILICATA";"Pisticci";"POLICORO";11027;;9828;;631;"INSIEME PER CAMBIARE";"60"
"BASILICATA";"Pisticci";"ROTONDELLA";2903;;2347;;181;"AUTONOMIA SOCIALISTA";"19"
