"DATAELEZIONE";"CODTIPOELEZIONE";"REGIONE";"COLLEGIO";"descrlista";"votiLista";"cognome";"nome";"datanascita";"luogonascita";"sesso";"CODTIPOELETTO"
5/4/1992 00:00:00;"S";"CAMPANIA";"SANT'ANGELO DEI LOMBARDI";"LEGA D'AZIONE MERIDIONALE";87;"DE LEVA GUGLIELMO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"SANT'ANGELO DEI LOMBARDI";"LEGA LOMBARDA";159;"PETRILLO PASQUALE";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"BENEVENTO-ARIANO IRPINO";"DC";41374;"ZECCHINO ORTENSIO";;;;;"E"
5/4/1992 00:00:00;"S";"CAMPANIA";"BENEVENTO-ARIANO IRPINO";"PDS";10584;"PARENTE MARIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"BENEVENTO-ARIANO IRPINO";"PSI";26454;"FRANZA LUIGI";;;;;"E"
5/4/1992 00:00:00;"S";"CAMPANIA";"BENEVENTO-ARIANO IRPINO";"MSI-DN";7452;"MAZZEO LUIGI";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"BENEVENTO-ARIANO IRPINO";"RIFONDAZIONE COMUNISTA";3406;"IORILLO MARIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"BENEVENTO-ARIANO IRPINO";"PRI";2307;"FERRARA SILVIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"BENEVENTO-ARIANO IRPINO";"PSDI";5233;"ZARRO DOMENICO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"BENEVENTO-ARIANO IRPINO";"PLI";8391;"STRIANI ENRICO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"BENEVENTO-ARIANO IRPINO";"FEDERAZIONE DEI VERDI";1284;"NICCHIARICO ALESSANDRO MARIA";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"BENEVENTO-ARIANO IRPINO";"LISTA REFERENDUM";668;"ZAMPARELLI GENNARO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"BENEVENTO-ARIANO IRPINO";"FEDERALISMO-PENS.UV.";276;"BALZERANO ANTONIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"BENEVENTO-ARIANO IRPINO";"LEGA DELLE LEGHE";142;"D'AMELIO FRANCESCO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"BENEVENTO-ARIANO IRPINO";"LEGA D'AZIONE MERIDIONALE";168;"MARCHESE ANTONIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"BENEVENTO-ARIANO IRPINO";"LEGA LOMBARDA";424;"CACUCCI SALVATORE";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CERRETO SANNITA";"DC";42218;"GAVA ANTONIO";;;;;"E"
5/4/1992 00:00:00;"S";"CAMPANIA";"CERRETO SANNITA";"PDS";11294;"SIMIELE ANTONIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CERRETO SANNITA";"PSI";11165;"BARBATO GIUSEPPE";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CERRETO SANNITA";"MSI-DN";5212;"COLATRUGLIO SALVATORE";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CERRETO SANNITA";"RIFONDAZIONE COMUNISTA";2188;"MORONE MASSIMO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CERRETO SANNITA";"PRI";7472;"COLETTA ROCCO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CERRETO SANNITA";"PSDI";4554;"ROSITO BRUNO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CERRETO SANNITA";"PLI";1833;"OLIVIERI ANTONIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CERRETO SANNITA";"FEDERAZIONE DEI VERDI";1318;"PASTORE ALDO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CERRETO SANNITA";"LISTA REFERENDUM";531;"ZAMPARELLI GENNARO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CERRETO SANNITA";"FEDERALISMO-PENS.UV.";150;"AUGELLETTA MANFREDO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CERRETO SANNITA";"LEGA DELLE LEGHE";100;"PETRALITO GIUSEPPE";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CERRETO SANNITA";"LEGA D'AZIONE MERIDIONALE";117;"FRANZESE UMBERTO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CERRETO SANNITA";"LEGA LOMBARDA";305;"PECA MARIO LICIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CASERTA";"DC";50119;"VENTRE ANTONIO";;;;;"E"
5/4/1992 00:00:00;"S";"CAMPANIA";"CASERTA";"PDS";18585;"PASCARELLA GAETANO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CASERTA";"PSI";13290;"LETIZIA BIAGIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CASERTA";"MSI-DN";14922;"DE FLORIO MARIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CASERTA";"RIFONDAZIONE COMUNISTA";8266;"SIRAGUSA CARMELO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CASERTA";"PRI";3563;"del MONACO ADRIANO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CASERTA";"PSDI";9598;"FERRARA PASQUALE";;;;;"E"
5/4/1992 00:00:00;"S";"CAMPANIA";"CASERTA";"PLI";4071;"COMPASSO FRANCESCO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CASERTA";"FEDERAZIONE DEI VERDI";5502;"PROCACCI ANNAMARIA";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CASERTA";"LISTA REFERENDUM";1528;"ZEULI CELESTINO  DETTO NINO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CASERTA";"CPA";710;"CONTE FRANCESCO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CASERTA";"FEDERALISMO-PENS.UV.";947;"TAGLIAFIERRO GIOVANNI";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CASERTA";"LEGA DELLE LEGHE";259;"BIGLIARDO ROBERTO FELICE";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CASERTA";"LEGA D'AZIONE MERIDIONALE";374;"DE LEVA GUGLIEMO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"CASERTA";"LEGA LOMBARDA";334;"SAURO ANTONIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"SANTA MARIA CAPUA VETERE-AVERSA";"DC";49422;"BOSCO MANFREDI";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"SANTA MARIA CAPUA VETERE-AVERSA";"PDS";24107;"DIANA LORENZO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"SANTA MARIA CAPUA VETERE-AVERSA";"PSI";26923;"GATTO MARIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"SANTA MARIA CAPUA VETERE-AVERSA";"MSI-DN";16298;"SIMONELLI VINCENZO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"SANTA MARIA CAPUA VETERE-AVERSA";"RIFONDAZIONE COMUNISTA";8806;"JACAZZI ANGELOMARIA";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"SANTA MARIA CAPUA VETERE-AVERSA";"PRI";3960;"DE MICHELE GERARDO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"SANTA MARIA CAPUA VETERE-AVERSA";"PSDI";5750;"SAGLIOCCO SALVO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"SANTA MARIA CAPUA VETERE-AVERSA";"PLI";11056;"MARTUCCI ALFONSO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"SANTA MARIA CAPUA VETERE-AVERSA";"FEDERAZIONE DEI VERDI";5417;"TONZIELLO STEFANO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"SANTA MARIA CAPUA VETERE-AVERSA";"LISTA REFERENDUM";1514;"MARTUCCI GIORGIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"SANTA MARIA CAPUA VETERE-AVERSA";"CPA";1912;"CONTE FRANCESCO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"SANTA MARIA CAPUA VETERE-AVERSA";"FEDERALISMO-PENS.UV.";340;"FERRANTE ANTONIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"SANTA MARIA CAPUA VETERE-AVERSA";"LEGA DELLE LEGHE";823;"AGLIATA GIUSEPPE VITTORIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"SANTA MARIA CAPUA VETERE-AVERSA";"LEGA D'AZIONE MERIDIONALE";571;"SCIPPA ELISABETTA";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"SANTA MARIA CAPUA VETERE-AVERSA";"LEGA LOMBARDA";357;"SAURO ANTONIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"PIEDIMONTE MATESE-SESSA AURUNCA";"DC";38996;"LOBIANCO ARCANGELO";;;;;"E"
5/4/1992 00:00:00;"S";"CAMPANIA";"PIEDIMONTE MATESE-SESSA AURUNCA";"PDS";10098;"IMPOSIMATO FERDINANDO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"PIEDIMONTE MATESE-SESSA AURUNCA";"PSI";17227;"VERRENGIA LUIGI";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"PIEDIMONTE MATESE-SESSA AURUNCA";"MSI-DN";13411;"LOMBARDI BENEDETTO ROSARIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"PIEDIMONTE MATESE-SESSA AURUNCA";"RIFONDAZIONE COMUNISTA";3511;"CUCCARO ARCANGELO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"PIEDIMONTE MATESE-SESSA AURUNCA";"PRI";15067;"STEFANELLI ARMANDO";;;;;"E"
5/4/1992 00:00:00;"S";"CAMPANIA";"PIEDIMONTE MATESE-SESSA AURUNCA";"PSDI";1858;"DI MAMBRO ANTONIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"PIEDIMONTE MATESE-SESSA AURUNCA";"PLI";4789;"ANZIANO UGO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"PIEDIMONTE MATESE-SESSA AURUNCA";"FEDERAZIONE DEI VERDI";1858;"d'ANGERIO GIULIA";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"PIEDIMONTE MATESE-SESSA AURUNCA";"LISTA REFERENDUM";609;"SEPE ONORATO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"PIEDIMONTE MATESE-SESSA AURUNCA";"FEDERALISMO-PENS.UV.";185;"DE TOMMASO LUIGI";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"PIEDIMONTE MATESE-SESSA AURUNCA";"LEGA DELLE LEGHE";207;"SCRICCIOLO PIERO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"PIEDIMONTE MATESE-SESSA AURUNCA";"LEGA D'AZIONE MERIDIONALE";208;"SCIPPA ELISABETTA";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"PIEDIMONTE MATESE-SESSA AURUNCA";"LEGA LOMBARDA";274;"SAURO ANTONIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI I";"PDS";47398;"LUONGO GIUSEPPE";;;;;"E"
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI I";"MSI-DN";24788;"MARINELLI LUCIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI I";"PSI";33450;"MALLARDO ESTERINO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI I";"DC";76094;"CONDORELLI MARIO";;;;;"E"
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI I";"RIFONDAZIONE COMUNISTA";19771;"ESPOSITO MARIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI I";"PRI";9004;"DEL VECCHIO MARIO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI I";"PSDI";16545;"COLELLA GAETANO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI I";"PLI";15448;"DE LORENZO FRANCESCO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI I";"FEDERAZIONE DEI VERDI";11737;"LUGLIO EDUARDO  DETTO DINO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI I";"LISTA REFERENDUM";4230;"ZEULI CELESTINO  DETTO NINO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI I";"CPA";3794;"CONTE FRANCESCO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI I";"FEDERALISMO-PENS.UV.";1336;"RUSSO GENNARO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI I";"LEGA DELLE LEGHE";722;"FRANCHINI UMBERTO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI I";"LEGA D'AZIONE MERIDIONALE";1344;"CASO PASQUALE";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI I";"LEGA LOMBARDA";1408;"VARRIALE ROSA";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI II";"PDS";18674;"PAGANO MARIA GRAZIA";;;;;"E"
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI II";"PSI";9502;"VITIELLO ITALIA";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI II";"MSI-DN";14323;"LABOCCETTA AMEDEO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI II";"DC";26064;"D'ANGELO GUIDO";;;;;
5/4/1992 00:00:00;"S";"CAMPANIA";"NAPOLI II";"RIFONDAZIONE COMUNISTA";5645;"DE MARTINO SALVATORE";;;;;
5/4/1992 00:00:00;"S";"TOSCANA";"VIAREGGIO";"PSDI-LEGA NUOVA";1624;"FERRI ENRICO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"GENOVA III";"LA LEGA CAS-PENS.";2148;"COPPOLA ALDO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"GENOVA III";"PSDI";2430;"FREGGIARO RIVANO ANNA MARIA";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"GENOVA III";"LISTA REFERENDUM";1649;"VIVERI ANGELO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"GENOVA III";"CPA";1022;"PEIRCE ENRICO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"CLUSONE";"ALLEANZA LOMBARDA AUTONOMIA";1364;"MAININI PIERO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"GENOVA IV";"PDS";13948;"GUGLIELMINO ANNA MARIA";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"GENOVA IV";"LEGA LOMBARDA";16721;"MATTEUCCI VINCENZO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"GENOVA IV";"PSI";9187;"CONTRI BRUZZONE FERNANDA";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"GENOVA IV";"RIFONDAZIONE COMUNISTA";4592;"BRUSCHI GIORDANO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"GENOVA IV";"PRI";16067;"GARRONE RICCARDO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"GENOVA IV";"MSI-DN";6551;"BERNABO' BREA GIOVANNI EDOARDO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"GENOVA IV";"FEDERAZIONE DEI VERDI";4237;"VIRGILIO IACOPO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"GENOVA IV";"PLI";5732;"CALABRIA GIOVANNI AMEDEO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"GENOVA IV";"PARTITO PENSIONATI";1817;"ANDREOLETTI TARCISIO QUIRINO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"GENOVA IV";"LA LEGA CAS-PENS.";1297;"SCARVAGLIERI ARCANGELO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"GENOVA IV";"PSDI";1029;"MARRAI ANGELO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"GENOVA IV";"LISTA REFERENDUM";1807;"TOSA ANDREA DOMENICO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"GENOVA IV";"CPA";431;"MOCCIA ENNIO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"GENOVA IV";"FEDERALISMO-PENS.UV.";212;"FRECCERI ALDO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"CHIAVARI";"DC";34447;"ORSINI BRUNO";;;;;"E"
5/4/1992 00:00:00;"S";"LIGURIA";"CHIAVARI";"PDS";16886;"BACIGALUPO MARISA";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"CHIAVARI";"LEGA LOMBARDA";18733;"DALLARA GIUSEPPE";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"CHIAVARI";"PSI";12807;"ROMANELLI SILVIO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"CHIAVARI";"RIFONDAZIONE COMUNISTA";8459;"BERTONATI MARCO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"CHIAVARI";"PRI";7611;"GATTI LUIGI";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"CHIAVARI";"MSI-DN";5736;"PETRONIO FRANCESCO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"CHIAVARI";"FEDERAZIONE DEI VERDI";4018;"VACCHINA MARIA CLARA";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"CHIAVARI";"PLI";4324;"TONANI PASQUALE";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"CHIAVARI";"PARTITO PENSIONATI";2205;"CACCIAMATTA PIERINO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"CHIAVARI";"LA LEGA CAS-PENS.";1975;"PRIVITERA VITTORIO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"CHIAVARI";"PSDI";1831;"MALLUCCI MASSIMO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"CHIAVARI";"LISTA REFERENDUM";1326;"ASSERETTO ENZO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"CHIAVARI";"CPA";1539;"MEREGONI ANTONIO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"CHIAVARI";"FEDERALISMO-PENS.UV.";289;"CASSANO GIOVANNI";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"LA SPEZIA";"DC";31850;"COSTALLI CARLO";;;;;
5/4/1992 00:00:00;"S";"LIGURIA";"LA SPEZIA";"PDS";37163;"FORCIERI GIOVANNI LORENZO";;;;;"E"
5/4/1992 00:00:00;"S";"LIGURIA";"LA SPEZIA";"LEGA LOMBARDA";11350;"MUSETTI ANGELO";;;;;
