"DATAELEZIONE";"CODTIPOELEZIONE";"REGIONE";"COLLEGIO";"descrlista";"votiLista";"cognome";"nome";"datanascita";"luogonascita";"sesso";"CODTIPOELETTO"
5/4/1992 00:00:00;"S";"VENETO";"VERONA PIANURA";"MOV.VEN.REG.AUT";1867;"MARASTONI CESARE";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VERONA PIANURA";"UNION VENETO";1707;"FAVALI RENATO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VERONA PIANURA";"PSDI";1316;"MUNERATO SERGIO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VERONA PIANURA";"LISTA REFERENDUM";973;"CHILIBERTI GIUSEPPE";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VERONA PIANURA";"PARTITO PENSIONATI";857;"SPALLINA GRAZIELLA";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VERONA PIANURA";"VERDI FEDERALISTI";905;"GIROTTO LUCIANO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VERONA PIANURA";"CPA";1013;"CAZZANIGA VALERIO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VERONA PIANURA";"FEDERALISMO-PENS.UV.";201;"BONALDI ANGELO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VICENZA";"DC";60403;"ZOSO GIULIANO";;;;;"E"
5/4/1992 00:00:00;"S";"VENETO";"VICENZA";"LEGA LOMBARDA";30571;"LEMBO ALBERTO PAOLO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VICENZA";"PDS";11984;"PALMIERI ERMENEGILDO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VICENZA";"PSI";15422;"WALLNER STEFANO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VICENZA";"LEGA AUT.VENETA";9722;"FITTIPALDI VITO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VICENZA";"PRI";8807;"MURARO GILBERTO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VICENZA";"RIFONDAZIONE COMUNISTA";4242;"NICOLETTI LINO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VICENZA";"MSI-DN";6745;"ASSIRELLI TONINO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VICENZA";"FEDERAZIONE DEI VERDI";8863;"BRESSAN SANTE EUGENIO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VICENZA";"PLI";4488;"TODESCATO IN ROSSI DI SCHIO PA";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VICENZA";"MOV.VEN.REG.AUT";3731;"PIZZATI GIULIO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VICENZA";"UNION VENETO";5095;"LOVO PIERLUIGI";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VICENZA";"PSDI";1744;"BUSA ENRICO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VICENZA";"LISTA REFERENDUM";2140;"COSTA LUIGI";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VICENZA";"PARTITO PENSIONATI";1368;"GRILLO LUIGI";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VICENZA";"VERDI FEDERALISTI";1328;"MANDOSIO CARMELO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VICENZA";"CPA";2359;"FOCHESATO GIACOMO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"VICENZA";"FEDERALISMO-PENS.UV.";314;"RIGONI GIUSEPPE";;;;;
5/4/1992 00:00:00;"S";"VENETO";"SCHIO";"DC";56304;"DOPPIO GIUSEPPE";;;;;"E"
5/4/1992 00:00:00;"S";"VENETO";"SCHIO";"LEGA LOMBARDA";32017;"ROCCHETTA FRANCO";;;;;"E"
5/4/1992 00:00:00;"S";"VENETO";"SCHIO";"PDS";9729;"BERNARDI LORENZO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"SCHIO";"PSI";11100;"TESSARI GIOVANNI";;;;;
5/4/1992 00:00:00;"S";"VENETO";"SCHIO";"LEGA AUT.VENETA";9265;"GNATA FLAVIO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"SCHIO";"PRI";5040;"FORNASIER LUIGI PIETRO ANTONIO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"SCHIO";"RIFONDAZIONE COMUNISTA";3699;"MADDALENA GIAN LUIGI";;;;;
5/4/1992 00:00:00;"S";"VENETO";"SCHIO";"MSI-DN";3505;"SAUGO SERGIO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"SCHIO";"FEDERAZIONE DEI VERDI";3625;"MOSCATO GIANCARLO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"SCHIO";"PLI";2617;"FRIGO UMBERTO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"SCHIO";"MOV.VEN.REG.AUT";4998;"PIZZATI GIULIO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"SCHIO";"UNION VENETO";7523;"CHEMELLO LUIGINO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"SCHIO";"PSDI";1159;"GEMMO GIORGIO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"SCHIO";"LISTA REFERENDUM";1238;"COSTA LUIGI";;;;;
5/4/1992 00:00:00;"S";"VENETO";"SCHIO";"PARTITO PENSIONATI";922;"GRILLO LUIGI";;;;;
5/4/1992 00:00:00;"S";"VENETO";"SCHIO";"VERDI FEDERALISTI";857;"MAGNAGHI RUGGERO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"SCHIO";"CPA";2979;"VISONA' MICHELANGELO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"SCHIO";"FEDERALISMO-PENS.UV.";124;"LAZZARIN LEONARDO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"DC";54672;"FABRIS PIETRO";;;;;"E"
5/4/1992 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"LEGA LOMBARDA";24967;"LEDER ANTONIO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"PDS";7569;"SARTO GIUSEPPE";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"PSI";10364;"COMPOSTELLA GIANLUIGI";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"LEGA AUT.VENETA";7545;"GIOVANNONI PIETRO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"PRI";4981;"PETOELLO GIAMBERTO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"RIFONDAZIONE COMUNISTA";2773;"PETRONI IN CORA' NEDA";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"MSI-DN";3541;"SORIO MANLIO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"FEDERAZIONE DEI VERDI";4498;"TRENTINAGLIA FRANCESCO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"PLI";2260;"COLPI FRANCESCO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"MOV.VEN.REG.AUT";3970;"ZANON MARIA LUIGIA";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"UNION VENETO";5253;"BERNARDI GIORGIO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"PSDI";1841;"TRENTIN GIOVANNI";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"LISTA REFERENDUM";1664;"COSTA LUIGI";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"PARTITO PENSIONATI";1045;"LEPORATI PASQUALE";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"CPA";1642;"SARTORI EDOARDO";;;;;
5/4/1992 00:00:00;"S";"VENETO";"BASSANO DEL GRAPPA";"FEDERALISMO-PENS.UV.";163;"BAGGIO SEBASTIANO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"GORIZIA";"DC";29004;"SCARANO ANTONIO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"GORIZIA";"PSI";9412;"DEIUST GIANFRANCO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"GORIZIA";"LEGA LOMBARDA";10964;"BOSCO RINALDO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"GORIZIA";"PDS";16070;"BRATINA DIODATO DETTO DARKO";;;;;"E"
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"GORIZIA";"MSI-DN";6033;"COSMA SERGIO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"GORIZIA";"RIFONDAZIONE COMUNISTA";6367;"MALIGOJ STANISLAO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"GORIZIA";"PRI";3516;"OBIZZI  FRANCO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"CANTU'";"PSI";24903;"DOMINIONI ORESTE";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"CANTU'";"RIFONDAZIONE COMUNISTA";9519;"ORLANDO FRANCESCO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"CANTU'";"PRI";5318;"PEDALA' BIAGIO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"GORIZIA";"VERDI FEDERALISTI";762;"BUTKOVIC DEODATO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO IV";"LEGA LOMBARDA";20242;"MIGLIO GIAN FRANCO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO IV";"PDS";13501;"CONTI LAURA";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO IV";"PSI";9809;"GIOVANNINI MARCELLO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO IV";"RIFONDAZIONE COMUNISTA";4653;"MASTRODONATO ROLANDO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO IV";"PRI";12769;"MACCANICO ANTONIO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO IV";"MSI-DN";5556;"MANTICA ALFREDO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO IV";"FEDERAZIONE DEI VERDI";3682;"BONCOMPAGNI LUCIO FRANCESCO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO IV";"PLI";6733;"BASLINI ANTONIO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO IV";"LEGA ALPINA LUMBARDA";1177;"CARBOTTA RAFFAELE";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO IV";"LISTA PANNELLA";2335;"CICCIOMESSERE ROBERTO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO IV";"PARTITO PENSIONATI";1498;"CARDAZZI GIUSEPPINA";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO IV";"LA LEGA CAS-PENS.";972;"SIRTORI PIERGIORGIO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO IV";"PSDI-LEGA NUOVA";897;"GUARNERA FRANCESCO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO IV";"LG.LOMB.EUR.T.LIB.";566;"PASSONI CESARE ALESSANDRO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO IV";"LISTA REFERENDUM";1512;"CALDERISI GIUSEPPE DETTO PEPPI";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO IV";"ALLEANZA LOMBARDA AUTONOMIA";332;"MACCHI CESARE GIOVANNI PIETRO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO IV";"CPA";198;"DELFINI ORAZIO GIOVANNI BATTIS";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO IV";"FEDERALISMO-PENS.UV.";221;"QUARANTA ILDO DETTO MARCO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO IV";"MOVIMENTO DELLE LIBERTA'";175;"PISANO' GIORGIO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"DC";45002;"PISONI MADDALENA DOLORES DETTA";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"LEGA LOMBARDA";44783;"SPERONI FRANCESCO ENRICO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"PDS";42181;"SMURAGLIA CARLO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"PSI";35930;"CAPPIELLO AGATA LUCIA MARIA AL";;;;;"E"
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"RIFONDAZIONE COMUNISTA";15618;"TRAVERSA LIBERO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"PRI";18378;"VISCO GILARDI CARLO PIETRO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"MSI-DN";12785;"DE CORATO RICCARDO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"FEDERAZIONE DEI VERDI";10941;"MOLINARI EMILIO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"PLI";8840;"BAGNI IN PECHINOTTI MARIA VITT";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"LEGA ALPINA LUMBARDA";4218;"ROSSI IN DE PAOLI EVA";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"LISTA PANNELLA";7656;"PANNELLA GIACINTO DETTO MARCO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"PARTITO PENSIONATI";4239;"PARISI GIOVANNI";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"LA LEGA CAS-PENS.";2603;"CARNEVALI VIRGINIO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"PSDI-LEGA NUOVA";2508;"PROSPERINI PIER GIANNI";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"LG.LOMB.EUR.T.LIB.";1697;"PASSONI CESARE ALESSANDRO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"LISTA REFERENDUM";2446;"CALDERISI GIUSEPPE DETTO PEPPI";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"ALLEANZA LOMBARDA AUTONOMIA";1018;"GUGLIELMI IN MARAI BARBARA";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"CPA";472;"ZOBBIO ALVISE";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"FEDERALISMO-PENS.UV.";454;"QUARANTA ILDO DETTO MARCO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO V";"MOVIMENTO DELLE LIBERTA'";232;"SOGLIAGHI GIORGIO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"DC";57030;"PEDRONI GIOVANNI MARIA RODOLFO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"LEGA LOMBARDA";54624;"PAGLIARINI GIANCARLO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"PDS";56987;"SENESI VED.LOMBARDI GIOVANNA";;;;;"E"
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"PSI";49794;"RUFFOLO GIORGIO";;;;;"E"
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"RIFONDAZIONE COMUNISTA";23607;"ANDREINI GOFFREDO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"PRI";22723;"ZORZOLI ALBERTO PIETRO MARIA";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"MSI-DN";17041;"GAMBA CARLO AMEDEO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"FEDERAZIONE DEI VERDI";14156;"MOLINARI EMILIO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"PLI";9534;"GIANNI VIRGILIO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"LEGA ALPINA LUMBARDA";4954;"GHIDETTI ETTORE";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"LISTA PANNELLA";10525;"PANNELLA GIACINTO DETTO MARCO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"PARTITO PENSIONATI";6346;"PARISI GIOVANNI";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"LA LEGA CAS-PENS.";4436;"BERNARDELLI ROBERTO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"PSDI-LEGA NUOVA";3764;"CHITI CARLO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"LG.LOMB.EUR.T.LIB.";2757;"ROSSI LORENZO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"LISTA REFERENDUM";3221;"CALDERISI GIUSEPPE DETTO PEPPI";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"ALLEANZA LOMBARDA AUTONOMIA";1534;"BRIVIO PIERANGELO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"CPA";683;"ZOBBIO ALVISE";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"FEDERALISMO-PENS.UV.";631;"QUARANTA ILDO DETTO DETTO MARC";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO VI";"MOVIMENTO DELLE LIBERTA'";364;"GIANNETTI GIANFRANCO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"ABBIATEGRASSO";"DC";66833;"BARBOT CORRADO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"ABBIATEGRASSO";"LEGA LOMBARDA";64046;"LAZZATI MARCELLO LUIGI";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"ABBIATEGRASSO";"PDS";48996;"SENESI VED.LOMBARDI GIOVANNA";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"ABBIATEGRASSO";"PSI";46739;"CUTRERA ACHILLE";;;;;"E"
5/4/1992 00:00:00;"S";"LOMBARDIA";"ABBIATEGRASSO";"RIFONDAZIONE COMUNISTA";21588;"COSTA ANTONIO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"ABBIATEGRASSO";"PRI";11726;"OLITA VINCENZO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"ABBIATEGRASSO";"MSI-DN";11603;"ARGENTO ADALBERTO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"ABBIATEGRASSO";"FEDERAZIONE DEI VERDI";12368;"MATTIOLI GIANNI FRANCESCO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"ABBIATEGRASSO";"PLI";6171;"DI BARTOLOMEI ERMANNO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"ABBIATEGRASSO";"LEGA ALPINA LUMBARDA";6659;"GHIDONI MARIO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"ABBIATEGRASSO";"LISTA PANNELLA";5499;"FACCIO ADELE";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"ABBIATEGRASSO";"PARTITO PENSIONATI";3983;"CALIENDO GENNARO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"ABBIATEGRASSO";"LA LEGA CAS-PENS.";4751;"ROSSI ALBERTO";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"ABBIATEGRASSO";"PSDI-LEGA NUOVA";4650;"TRIPODI LUIGI";;;;;
5/4/1992 00:00:00;"S";"LOMBARDIA";"MILANO III";"ALLEANZA LOMBARDA AUTONOMIA";354;"MAININI VED.BRIVIO LUIGIA";;;;;
5/4/1992 00:00:00;"S";"TOSCANA";"AREZZO";"LEGA LOMBARDA";2761;"AMOROSI ALBERTO";;;;;
5/4/1992 00:00:00;"S";"TOSCANA";"AREZZO";"FEDERAZIONE DEI VERDI";2841;"VALENTINI ENRICO";;;;;
5/4/1992 00:00:00;"S";"TOSCANA";"VIAREGGIO";"LISTA REFERENDUM";1583;"PERA GIUSEPPE";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"GORIZIA";"FEDERAZIONE DEI VERDI";4585;"GIORGI LUCIANO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"GORIZIA";"PSDI";2753;"GENTILE LUCIANO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"GORIZIA";"PLI";1677;"CORRADI CLAUDIO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"GORIZIA";"FEDERALISMO-PENS.UV.";1598;"BRATUZ ANDREA";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE I";"DC";14782;"de BANFIELD TRIPCOVICH RAFFAEL";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE I";"PSI";12013;"AGNELLI ARDUINO";;;;;"E"
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE I";"LEGA LOMBARDA";4512;"STIGLIANI ANTONIO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE I";"PDS";5481;"CAROLI STENTA ANTONIA";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE I";"MSI-DN";8828;"DI GIORGIO MAURO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE I";"RIFONDAZIONE COMUNISTA";2958;"MINUTILLO SERGIO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE I";"PRI";3910;"VOLLI ENZIO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE I";"FEDERAZIONE DEI VERDI";2491;"SANTORO MICHELE DETTO LINO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE I";"PSDI";577;"FONTANOT TULLIO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE I";"PLI";2281;"CONTI DINO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE I";"LISTA REFERENDUM";905;"BARTOLOTTI LUCIANO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE I";"VERDI FEDERALISTI";756;"ERMACORA MARVIN DONATELLA";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE I";"FEDERALISMO-PENS.UV.";770;"PAHOR BORIS";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE II";"DC";26592;"de BANFIELD TRIPCOVICH RAFFAEL";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE II";"PSI";20570;"AGNELLI ARDUINO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE II";"LEGA LOMBARDA";9064;"TEDESCHI GIORGIO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE II";"PDS";14907;"CARLI KALC ANNAMARIA";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE II";"MSI-DN";12818;"DEBELLI ALDO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE II";"RIFONDAZIONE COMUNISTA";10155;"GHERBEZ GABRIELLA";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE II";"PRI";5046;"VOLLI ENZIO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE II";"FEDERAZIONE DEI VERDI";4202;"FILIPCIC NADIA";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE II";"PSDI";1659;"FONDA FABIO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE II";"PLI";2827;"PAMPANIN ALDO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE II";"LISTA REFERENDUM";1209;"VIGNAZIA PIER ALDO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE II";"VERDI FEDERALISTI";1330;"DEBERNARDI AUGUSTO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"TRIESTE II";"FEDERALISMO-PENS.UV.";3192;"LEGISA DRAGOMIR";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"CIVIDALE DEL FRIULI";"DC";42274;"MICOLINI PAOLO";;;;;"E"
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"CIVIDALE DEL FRIULI";"PSI";15983;"CECOTTO CORRADO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"CIVIDALE DEL FRIULI";"LEGA LOMBARDA";20208;"BOSCO RINALDO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"CIVIDALE DEL FRIULI";"PDS";15520;"MATTASSI GIORGIO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"CIVIDALE DEL FRIULI";"MSI-DN";5801;"TOSORATTI SERGIO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"CIVIDALE DEL FRIULI";"RIFONDAZIONE COMUNISTA";6778;"DE MARTIN CLAUDIO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"CIVIDALE DEL FRIULI";"PRI";4337;"COMELLI PIERLUIGI";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"CIVIDALE DEL FRIULI";"FEDERAZIONE DEI VERDI";3531;"SEMENZATO STEFANO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"CIVIDALE DEL FRIULI";"PSDI";3234;"MARIOTTI ALFREDO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"CIVIDALE DEL FRIULI";"PLI";1926;"MUMMOLO DANIELE";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"CIVIDALE DEL FRIULI";"LISTA REFERENDUM";1183;"TOME' PAOLO";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"CIVIDALE DEL FRIULI";"VERDI FEDERALISTI";919;"PETRIZZO VALTER";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"CIVIDALE DEL FRIULI";"FEDERALISMO-PENS.UV.";277;"VENOSI SALVATORE";;;;;
5/4/1992 00:00:00;"S";"FRIULI-VENEZIA GIULIA";"PORDENONE";"DC";53522;"DI BENEDETTO GIOVANNI";;;;;"E"
