"REGIONE";"COLLEGIO";"PROVINCIA";"COMUNE";"ELETTORI_TOTALI";"ELETTORI_MASCHI";"VOTANTI_TOTALI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"CHALLAND-SAINT-ANSELME";"570";;"479";"246";"17";"IL POPOLO DELLA LIBERTA'";"47"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"CHALLAND-SAINT-VICTOR";"474";;"358";"187";"8";"IL POPOLO DELLA LIBERTA'";"48"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"CHAMBAVE";"690";;"598";"313";"13";"IL POPOLO DELLA LIBERTA'";"55"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"CHAMOIS";"77";;"63";"35";"2";"IL POPOLO DELLA LIBERTA'";"3"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"CHAMPDEPRAZ";"494";;"400";"205";"6";"IL POPOLO DELLA LIBERTA'";"29"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"CHAMPORCHER";"329";;"250";"134";"5";"IL POPOLO DELLA LIBERTA'";"21"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"CHARVENSOD";"1744";;"1409";"719";"23";"IL POPOLO DELLA LIBERTA'";"248"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"CHATILLON";"3602";;"2952";"1444";"48";"IL POPOLO DELLA LIBERTA'";"583"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"COGNE";"1131";;"836";"431";"30";"IL POPOLO DELLA LIBERTA'";"131"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"COURMAYEUR";"2222";;"1724";"889";"21";"IL POPOLO DELLA LIBERTA'";"471"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"DONNAS";"2009";;"1612";"819";"35";"IL POPOLO DELLA LIBERTA'";"202"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"DOUES";"327";;"278";"138";"5";"IL POPOLO DELLA LIBERTA'";"15"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"EMARESE";"159";;"127";"69";"4";"IL POPOLO DELLA LIBERTA'";"11"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"ETROUBLES";"354";;"277";"141";"7";"IL POPOLO DELLA LIBERTA'";"27"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"FENIS";"1279";;"1043";"528";"31";"IL POPOLO DELLA LIBERTA'";"109"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"FONTAINEMORE";"343";;"260";"140";"3";"IL POPOLO DELLA LIBERTA'";"20"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"GABY";"389";;"335";"176";"8";"IL POPOLO DELLA LIBERTA'";"46"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"GIGNOD";"1035";;"797";"395";"15";"IL POPOLO DELLA LIBERTA'";"90"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"GRESSAN";"2351";;"1932";"973";"33";"IL POPOLO DELLA LIBERTA'";"274"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"GRESSONEY-LA-TRINITE'";"225";;"180";"83";"3";"IL POPOLO DELLA LIBERTA'";"32"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"GRESSONEY-SAINT-JEAN";"613";;"490";"237";"12";"IL POPOLO DELLA LIBERTA'";"108"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"HONE";"871";;"725";"355";"19";"IL POPOLO DELLA LIBERTA'";"75"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"INTROD";"425";;"349";"176";"11";"IL POPOLO DELLA LIBERTA'";"15"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"ISSIME";"311";;"247";"129";"6";"IL POPOLO DELLA LIBERTA'";"41"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"ISSOGNE";"1098";;"832";"399";"21";"IL POPOLO DELLA LIBERTA'";"56"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"JOVENCAN";"510";;"411";"215";"5";"IL POPOLO DELLA LIBERTA'";"29"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"LA MAGDELEINE";"79";;"61";"34";"1";"IL POPOLO DELLA LIBERTA'";"11"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"LA SALLE";"1470";;"1160";"593";"20";"IL POPOLO DELLA LIBERTA'";"229"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"LA THUILE";"575";;"463";"245";"4";"IL POPOLO DELLA LIBERTA'";"132"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"LILLIANES";"371";;"295";"147";"9";"IL POPOLO DELLA LIBERTA'";"21"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"MONTJOVET";"1338";;"1087";"553";"20";"IL POPOLO DELLA LIBERTA'";"153"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"MORGEX";"1469";;"1183";"573";"24";"IL POPOLO DELLA LIBERTA'";"222"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"NUS";"2061";;"1658";"826";"52";"IL POPOLO DELLA LIBERTA'";"257"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"OLLOMONT";"131";;"112";"60";"3";"IL POPOLO DELLA LIBERTA'";"7"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"OYACE";"165";;"145";"75";"3";"IL POPOLO DELLA LIBERTA'";"5"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"PERLOZ";"371";;"283";"138";"5";"IL POPOLO DELLA LIBERTA'";"16"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"POLLEIN";"1065";;"876";"445";"15";"IL POPOLO DELLA LIBERTA'";"135"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"PONTBOSET";"153";;"116";"64";"1";"IL POPOLO DELLA LIBERTA'";"4"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"PONTEY";"589";;"481";"250";"14";"IL POPOLO DELLA LIBERTA'";"53"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"PONT-SAINT-MARTIN";"2927";;"2319";"1133";"32";"IL POPOLO DELLA LIBERTA'";"398"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"PRE'-SAINT-DIDIER";"709";;"550";"274";"4";"IL POPOLO DELLA LIBERTA'";"138"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"QUART";"2649";;"2101";"1081";"25";"IL POPOLO DELLA LIBERTA'";"376"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"RHEMES-NOTRE-DAME";"86";;"73";"45";"3";"IL POPOLO DELLA LIBERTA'";"9"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"RHEMES-SAINT-GEORGES";"159";;"127";"66";"6";"IL POPOLO DELLA LIBERTA'";"5"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"ROISAN";"699";;"546";"273";"13";"IL POPOLO DELLA LIBERTA'";"105"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"SAINT-CHRISTOPHE";"2428";;"1985";"1003";"18";"IL POPOLO DELLA LIBERTA'";"298"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"SAINT-DENIS";"290";;"235";"121";"4";"IL POPOLO DELLA LIBERTA'";"12"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"SAINT-MARCEL";"920";;"744";"369";"11";"IL POPOLO DELLA LIBERTA'";"79"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"SAINT-NICOLAS";"226";;"177";"98";"7";"IL POPOLO DELLA LIBERTA'";"17"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"SAINT-OYEN";"150";;"128";"54";"2";"IL POPOLO DELLA LIBERTA'";"8"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"SAINT-PIERRE";"2087";;"1607";"802";"34";"IL POPOLO DELLA LIBERTA'";"285"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"SAINT-RHEMY-EN-BOSSES";"307";;"202";"118";"1";"IL POPOLO DELLA LIBERTA'";"19"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"SAINT-VINCENT";"3633";;"2860";"1404";"43";"IL POPOLO DELLA LIBERTA'";"652"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"SARRE";"3470";;"2789";"1356";"27";"IL POPOLO DELLA LIBERTA'";"520"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"TORGNON";"389";;"353";"193";"10";"IL POPOLO DELLA LIBERTA'";"26"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"VALGRISENCHE";"153";;"139";"66";"1";"IL POPOLO DELLA LIBERTA'";"6"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"VALPELLINE";"468";;"398";"204";"5";"IL POPOLO DELLA LIBERTA'";"31"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"VALSAVARENCHE";"149";;"119";"60";"0";"IL POPOLO DELLA LIBERTA'";"5"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"VALTOURNENCHE";"1669";;"1395";"731";"25";"IL POPOLO DELLA LIBERTA'";"240"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"VERRAYES";"997";;"813";"418";"21";"IL POPOLO DELLA LIBERTA'";"74"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"VERRES";"1968";;"1566";"745";"24";"IL POPOLO DELLA LIBERTA'";"267"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"VILLENEUVE";"848";;"682";"362";"9";"IL POPOLO DELLA LIBERTA'";"80"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"ALLEIN";"200";;"160";"82";"3";"IL POPOLO DELLA LIBERTA'";"9"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"ANTEY-SAINT-ANDRE'";"461";;"363";"183";"6";"IL POPOLO DELLA LIBERTA'";"68"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"AOSTA";"26023";;"20153";"9538";"252";"IL POPOLO DELLA LIBERTA'";"3877"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"ARNAD";"991";;"780";"381";"14";"IL POPOLO DELLA LIBERTA'";"56"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"ARVIER";"617";;"497";"247";"4";"IL POPOLO DELLA LIBERTA'";"53"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"AVISE";"220";;"181";"97";"5";"IL POPOLO DELLA LIBERTA'";"15"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"AYAS";"974";;"795";"388";"11";"IL POPOLO DELLA LIBERTA'";"78"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"AYMAVILLES";"1465";;"1169";"588";"17";"IL POPOLO DELLA LIBERTA'";"163"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"BARD";"108";;"95";"49";"3";"IL POPOLO DELLA LIBERTA'";"14"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"BIONAZ";"180";;"157";"89";"7";"IL POPOLO DELLA LIBERTA'";"12"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"BRISSOGNE";"699";;"611";"315";"12";"IL POPOLO DELLA LIBERTA'";"77"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"BRUSSON";"646";;"530";"254";"5";"IL POPOLO DELLA LIBERTA'";"63"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"FIERA DI PRIMIERO";"410";;"343";"156";"8";"UNIONE DI CENTRO";"31"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"SCENA";"1910";;"1642";"839";"88";"UNIONE DI CENTRO";"2"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"FIEROZZO";"342";;"287";"154";"9";"UNIONE DI CENTRO";"34"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"FLAVON";"370";;"307";"157";"11";"UNIONE DI CENTRO";"28"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"SELVA DEI MOLINI";"980";;"860";"474";"57";"UNIONE DI CENTRO";"0"
"TRENTINO ALTO ADIGE";"ROVERETO";"TRENTO";"FOLGARIA";"2383";;"1958";"968";"35";"UNIONE DI CENTRO";"148"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"SELVA DI VAL GARDENA";"1750";;"1510";"758";"56";"UNIONE DI CENTRO";"17"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"FONDO";"990";;"775";"377";"37";"UNIONE DI CENTRO";"65"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"SENALES";"941";;"836";"434";"33";"UNIONE DI CENTRO";"0"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"FORNACE";"776";;"667";"348";"18";"UNIONE DI CENTRO";"71"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"SENALE-SAN FELICE";"513";;"461";"240";"25";"UNIONE DI CENTRO";"0"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"SESTO";"1334";;"1102";"529";"28";"UNIONE DI CENTRO";"7"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"FRASSILONGO";"263";;"195";"102";"10";"UNIONE DI CENTRO";"12"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"SILANDRO";"3864";;"3306";"1588";"137";"UNIONE DI CENTRO";"16"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"GARNIGA TERME";"278";;"238";"116";"5";"UNIONE DI CENTRO";"17"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"SLUDERNO";"1244";;"1010";"506";"43";"UNIONE DI CENTRO";"1"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"GIOVO";"1714";;"1485";"752";"35";"UNIONE DI CENTRO";"142"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"STELVIO";"847";;"674";"341";"30";"UNIONE DI CENTRO";"2"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"TERENTO";"1099";;"965";"501";"37";"UNIONE DI CENTRO";"1"
"TRENTINO ALTO ADIGE";"ROVERETO";"TRENTO";"GIUSTINO";"499";;"445";"217";"10";"UNIONE DI CENTRO";"35"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"TERLANO";"2680";;"2365";"1126";"52";"UNIONE DI CENTRO";"37"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"GRAUNO";"108";;"92";"44";"5";"UNIONE DI CENTRO";"5"
"TRENTINO ALTO ADIGE";"BOLZANO";"BOLZANO";"TERMENO SULLA STRADA DEL VINO";"2224";;"1997";"969";"63";"UNIONE DI CENTRO";"4"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"GRIGNO";"1695";;"1386";"677";"40";"UNIONE DI CENTRO";"100"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"TESIMO";"1292";;"1108";"541";"33";"UNIONE DI CENTRO";"1"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"GRUMES";"302";;"295";"143";"10";"UNIONE DI CENTRO";"27"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"TIRES";"635";;"553";"284";"8";"UNIONE DI CENTRO";"5"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"IMER";"848";;"722";"357";"11";"UNIONE DI CENTRO";"72"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"TIROLO";"1654";;"1441";"724";"36";"UNIONE DI CENTRO";"1"
"TRENTINO ALTO ADIGE";"ROVERETO";"TRENTO";"ISERA";"1864";;"1562";"778";"37";"UNIONE DI CENTRO";"135"
"TRENTINO ALTO ADIGE";"BOLZANO";"BOLZANO";"TRODENA";"648";;"546";"255";"21";"UNIONE DI CENTRO";"13"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"IVANO-FRACENA";"180";;"156";"77";"5";"UNIONE DI CENTRO";"6"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"LASINO";"904";;"790";"380";"16";"UNIONE DI CENTRO";"59"
"TRENTINO ALTO ADIGE";"ROVERETO";"TRENTO";"LARDARO";"148";;"119";"60";"6";"UNIONE DI CENTRO";"7"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"TUBRE";"659";;"527";"266";"15";"UNIONE DI CENTRO";"1"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"LAVARONE";"848";;"707";"342";"8";"UNIONE DI CENTRO";"48"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"ULTIMO";"2058";;"1765";"912";"89";"UNIONE DI CENTRO";"2"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"LAVIS";"5577";;"4788";"2352";"120";"UNIONE DI CENTRO";"421"
"TRENTINO ALTO ADIGE";"BOLZANO";"BOLZANO";"VADENA";"662";;"573";"297";"10";"UNIONE DI CENTRO";"45"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"LEVICO TERME";"4920";;"4008";"1977";"101";"UNIONE DI CENTRO";"422"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"LISIGNAGO";"332";;"291";"151";"13";"UNIONE DI CENTRO";"22"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VALDAORA";"1974";;"1685";"843";"58";"UNIONE DI CENTRO";"4"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VAL DI VIZZE";"1880";;"1579";"788";"60";"UNIONE DI CENTRO";"17"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"LIVO";"601";;"504";"256";"30";"UNIONE DI CENTRO";"32"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VALLE AURINA";"3875";;"3348";"1713";"150";"UNIONE DI CENTRO";"4"
"TRENTINO ALTO ADIGE";"ROVERETO";"TRENTO";"LOMASO";"1067";;"898";"453";"31";"UNIONE DI CENTRO";"106"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VALLE DI CASIES";"1421";;"1276";"656";"40";"UNIONE DI CENTRO";"2"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"LONA-LASES";"502";;"437";"219";"3";"UNIONE DI CENTRO";"27"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VANDOIES";"2115";;"1802";"916";"53";"UNIONE DI CENTRO";"6"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"LUSERNA";"250";;"180";"83";"8";"UNIONE DI CENTRO";"6"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VARNA";"2709";;"2358";"1138";"44";"UNIONE DI CENTRO";"22"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VELTURNO";"1719";;"1484";"722";"41";"UNIONE DI CENTRO";"4"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"VERANO";"582";;"504";"269";"23";"UNIONE DI CENTRO";"1"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"MALE'";"1484";;"1232";"616";"31";"UNIONE DI CENTRO";"78"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"VALFLORIANA";"417";;"307";"167";"9";"UNIONE DI CENTRO";"18"
"TRENTINO ALTO ADIGE";"ROVERETO";"TRENTO";"VALLARSA";"1037";;"878";"460";"18";"UNIONE DI CENTRO";"63"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"VARENA";"609";;"457";"227";"14";"UNIONE DI CENTRO";"42"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"VATTARO";"788";;"676";"332";"10";"UNIONE DI CENTRO";"54"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"VERMIGLIO";"1348";;"1135";"560";"47";"UNIONE DI CENTRO";"107"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"VERVO'";"472";;"416";"212";"13";"UNIONE DI CENTRO";"35"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"VEZZANO";"1514";;"1297";"650";"36";"UNIONE DI CENTRO";"133"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"VIGNOLA-FALESINA";"96";;"66";"39";"1";"UNIONE DI CENTRO";"1"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"VIGO DI FASSA";"741";;"646";"331";"24";"UNIONE DI CENTRO";"81"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"VIGOLO VATTARO";"1469";;"1259";"640";"35";"UNIONE DI CENTRO";"109"
"TRENTINO ALTO ADIGE";"ROVERETO";"TRENTO";"VIGO RENDENA";"331";;"291";"136";"9";"UNIONE DI CENTRO";"27"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"VILLA AGNEDO";"614";;"525";"263";"11";"UNIONE DI CENTRO";"38"
"TRENTINO ALTO ADIGE";"ROVERETO";"TRENTO";"VILLA LAGARINA";"2527";;"2219";"1082";"49";"UNIONE DI CENTRO";"142"
"TRENTINO ALTO ADIGE";"ROVERETO";"TRENTO";"VILLA RENDENA";"613";;"503";"248";"14";"UNIONE DI CENTRO";"53"
"TRENTINO ALTO ADIGE";"ROVERETO";"TRENTO";"VOLANO";"2037";;"1784";"867";"44";"UNIONE DI CENTRO";"147"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"ZAMBANA";"1136";;"1002";"501";"35";"UNIONE DI CENTRO";"79"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"ZIANO DI FIEMME";"1159";;"937";"462";"17";"UNIONE DI CENTRO";"91"
"TRENTINO ALTO ADIGE";"ROVERETO";"TRENTO";"ZUCLO";"275";;"232";"112";"6";"UNIONE DI CENTRO";"45"
"TRENTINO ALTO ADIGE";"BOLZANO";"BOLZANO";"ALDINO";"1107";;"1006";"502";"40";"SVP - INSIEME PER LE AUTONOMIE";"763"
"TRENTINO ALTO ADIGE";"BOLZANO";"BOLZANO";"ANTERIVO";"288";;"261";"127";"9";"SVP - INSIEME PER LE AUTONOMIE";"194"
"TRENTINO ALTO ADIGE";"ROVERETO";"TRENTO";"ALA";"5619";;"4792";"2384";"118";"SVP - INSIEME PER LE AUTONOMIE";"1640"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"CORVARA IN BADIA";"973";;"836";"416";"19";"LA SINISTRA L'ARCOBALENO";"5"
"TRENTINO ALTO ADIGE";"ROVERETO";"TRENTO";"BREGUZZO";"429";;"380";"197";"14";"LA SINISTRA L'ARCOBALENO";"17"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"CURON VENOSTA";"1608";;"1288";"677";"81";"LA SINISTRA L'ARCOBALENO";"35"
"TRENTINO ALTO ADIGE";"ROVERETO";"TRENTO";"BRENTONICO";"2769";;"2354";"1197";"64";"LA SINISTRA L'ARCOBALENO";"232"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"DOBBIACO";"2199";;"1857";"940";"47";"LA SINISTRA L'ARCOBALENO";"46"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"BRESIMO";"209";;"169";"84";"12";"LA SINISTRA L'ARCOBALENO";"4"
"TRENTINO ALTO ADIGE";"BOLZANO";"BOLZANO";"EGNA";"3253";;"2853";"1366";"99";"LA SINISTRA L'ARCOBALENO";"181"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"BREZ";"512";;"447";"218";"20";"LA SINISTRA L'ARCOBALENO";"9"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"FALZES";"1647";;"1435";"726";"68";"LA SINISTRA L'ARCOBALENO";"37"
"TRENTINO ALTO ADIGE";"ROVERETO";"TRENTO";"BRIONE";"113";;"103";"51";"2";"LA SINISTRA L'ARCOBALENO";"5"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"FIE' ALLO SCILIAR";"2172";;"1905";"937";"59";"LA SINISTRA L'ARCOBALENO";"68"
"TRENTINO ALTO ADIGE";"ROVERETO";"TRENTO";"CADERZONE";"449";;"394";"206";"7";"LA SINISTRA L'ARCOBALENO";"13"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"FORTEZZA";"620";;"512";"260";"4";"LA SINISTRA L'ARCOBALENO";"36"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"CAGNO'";"256";;"220";"102";"7";"LA SINISTRA L'ARCOBALENO";"10"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"CALAVINO";"897";;"785";"408";"27";"LA SINISTRA L'ARCOBALENO";"43"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"FUNES";"1638";;"1486";"741";"37";"LA SINISTRA L'ARCOBALENO";"26"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CALCERANICA AL LAGO";"893";;"723";"346";"19";"LA SINISTRA L'ARCOBALENO";"103"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"GAIS";"2073";;"1801";"917";"77";"LA SINISTRA L'ARCOBALENO";"78"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"CALDES";"780";;"672";"340";"22";"LA SINISTRA L'ARCOBALENO";"28"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"GARGAZZONE";"1075";;"937";"463";"25";"LA SINISTRA L'ARCOBALENO";"35"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CALDONAZZO";"2179";;"1842";"912";"52";"LA SINISTRA L'ARCOBALENO";"169"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"GLORENZA";"609";;"507";"256";"28";"LA SINISTRA L'ARCOBALENO";"30"
"TRENTINO ALTO ADIGE";"ROVERETO";"TRENTO";"CALLIANO";"960";;"836";"419";"17";"LA SINISTRA L'ARCOBALENO";"94"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CAMPITELLO DI FASSA";"511";;"442";"211";"12";"LA SINISTRA L'ARCOBALENO";"9"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"LACES";"3299";;"2754";"1367";"127";"LA SINISTRA L'ARCOBALENO";"102"
"TRENTINO ALTO ADIGE";"TRENTO";"TRENTO";"CAMPODENNO";"1056";;"920";"458";"27";"LA SINISTRA L'ARCOBALENO";"46"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"LAGUNDO";"3152";;"2674";"1264";"63";"LA SINISTRA L'ARCOBALENO";"107"
"TRENTINO ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CANAL SAN BOVO";"1270";;"957";"463";"23";"LA SINISTRA L'ARCOBALENO";"65"
