"REGIONE";"COLLEGIO";"PROVINCIA";"COMUNE";"ELETTORI_TOTALI";"ELETTORI_MASCHI";"VOTANTI_TOTALI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VILLABASSA";"962";;"814";"399";"24";"PARTITO DEMOCRATICO";"54"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VILLANDRO";"1270";;"1117";"578";"47";"PARTITO DEMOCRATICO";"60"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VIPITENO";"4263";;"3604";"1757";"89";"PARTITO DEMOCRATICO";"464"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"SILANDRO";"3864";;"3306";"1588";"137";"UNION FUR SUD TIROL";"309"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"SLUDERNO";"1244";;"1010";"506";"43";"UNION FUR SUD TIROL";"95"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"STELVIO";"847";;"674";"341";"30";"UNION FUR SUD TIROL";"51"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"TERENTO";"1099";;"965";"501";"37";"UNION FUR SUD TIROL";"40"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"TERLANO";"2680";;"2365";"1126";"52";"UNION FUR SUD TIROL";"76"
"TRENTINO ALTO ADIGE";"BOLZANO";"BOLZANO";"TERMENO SULLA STRADA DEL VINO";"2224";;"1997";"969";"63";"UNION FUR SUD TIROL";"101"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"TESIMO";"1292";;"1108";"541";"33";"UNION FUR SUD TIROL";"84"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"TIRES";"635";;"553";"284";"8";"UNION FUR SUD TIROL";"24"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"TIROLO";"1654";;"1441";"724";"36";"UNION FUR SUD TIROL";"78"
"TRENTINO ALTO ADIGE";"BOLZANO";"BOLZANO";"TRODENA";"648";;"546";"255";"21";"UNION FUR SUD TIROL";"28"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"TUBRE";"659";;"527";"266";"15";"UNION FUR SUD TIROL";"45"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"ULTIMO";"2058";;"1765";"912";"89";"UNION FUR SUD TIROL";"183"
"TRENTINO ALTO ADIGE";"BOLZANO";"BOLZANO";"VADENA";"662";;"573";"297";"10";"UNION FUR SUD TIROL";"11"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VALDAORA";"1974";;"1685";"843";"58";"UNION FUR SUD TIROL";"81"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VAL DI VIZZE";"1880";;"1579";"788";"60";"UNION FUR SUD TIROL";"123"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VALLE AURINA";"3875";;"3348";"1713";"150";"UNION FUR SUD TIROL";"228"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VALLE DI CASIES";"1421";;"1276";"656";"40";"UNION FUR SUD TIROL";"89"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VANDOIES";"2115";;"1802";"916";"53";"UNION FUR SUD TIROL";"118"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VARNA";"2709";;"2358";"1138";"44";"UNION FUR SUD TIROL";"63"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VELTURNO";"1719";;"1484";"722";"41";"UNION FUR SUD TIROL";"65"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"VERANO";"582";;"504";"269";"23";"UNION FUR SUD TIROL";"17"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VILLABASSA";"962";;"814";"399";"24";"UNION FUR SUD TIROL";"56"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VILLANDRO";"1270";;"1117";"578";"47";"UNION FUR SUD TIROL";"54"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"VIPITENO";"4263";;"3604";"1757";"89";"UNION FUR SUD TIROL";"244"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"ANDRIANO";"666";;"596";"297";"11";"SVP";"367"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"AVELENGO";"478";;"434";"222";"12";"SVP";"316"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"CAINES";"251";;"219";"107";"3";"SVP";"162"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"CASTELBELLO-CIARDES";"1648";;"1371";"677";"78";"SVP";"790"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"CERMES";"928";;"791";"394";"23";"SVP";"472"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"CURON VENOSTA";"1608";;"1288";"677";"81";"SVP";"789"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"GARGAZZONE";"1075";;"937";"463";"25";"SVP";"461"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"GLORENZA";"609";;"507";"256";"28";"SVP";"282"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"LACES";"3299";;"2754";"1367";"127";"SVP";"1450"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"LAGUNDO";"3152";;"2674";"1264";"63";"SVP";"1416"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"LANA";"7216";;"6064";"2902";"165";"SVP";"3172"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"LASA";"2540";;"2132";"1074";"104";"SVP";"1056"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"LAUREGNO";"242";;"186";"105";"10";"SVP";"128"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"MALLES VENOSTA";"3308";;"2605";"1335";"120";"SVP";"1553"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"MARLENGO";"1683";;"1470";"721";"27";"SVP";"812"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"MARTELLO";"613";;"504";"270";"15";"SVP";"314"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"MELTINA";"1013";;"866";"451";"39";"SVP";"624"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"MERANO";"25072";;"20264";"9383";"397";"SVP";"5678"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"MOSO IN PASSIRIA";"1395";;"1238";"655";"29";"SVP";"897"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"NALLES";"1177";;"1016";"490";"29";"SVP";"588"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"NATURNO";"3566";;"2965";"1469";"134";"SVP";"1607"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"PARCINES";"2349";;"1982";"967";"58";"SVP";"1065"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"PLAUS";"403";;"357";"183";"20";"SVP";"189"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"POSTAL";"1134";;"976";"474";"32";"SVP";"433"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"PRATO ALLO STELVIO";"2215";;"1768";"888";"67";"SVP";"967"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"PROVES";"187";;"161";"91";"6";"SVP";"125"
"TRENTINO ALTO ADIGE";"BOLZANO";"BOLZANO";"CORTINA SULLA STRADA DEL VINO";"432";;"393";"192";"13";"UNION FUR SUD TIROL";"17"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"CORVARA IN BADIA";"973";;"836";"416";"19";"UNION FUR SUD TIROL";"18"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"CURON VENOSTA";"1608";;"1288";"677";"81";"UNION FUR SUD TIROL";"112"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"DOBBIACO";"2199";;"1857";"940";"47";"UNION FUR SUD TIROL";"89"
"TRENTINO ALTO ADIGE";"BOLZANO";"BOLZANO";"EGNA";"3253";;"2853";"1366";"99";"UNION FUR SUD TIROL";"78"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"FALZES";"1647";;"1435";"726";"68";"UNION FUR SUD TIROL";"67"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"FIE' ALLO SCILIAR";"2172";;"1905";"937";"59";"UNION FUR SUD TIROL";"69"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"FORTEZZA";"620";;"512";"260";"4";"UNION FUR SUD TIROL";"14"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"FUNES";"1638";;"1486";"741";"37";"UNION FUR SUD TIROL";"50"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"GAIS";"2073";;"1801";"917";"77";"UNION FUR SUD TIROL";"136"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"GARGAZZONE";"1075";;"937";"463";"25";"UNION FUR SUD TIROL";"43"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"GLORENZA";"609";;"507";"256";"28";"UNION FUR SUD TIROL";"57"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"LACES";"3299";;"2754";"1367";"127";"UNION FUR SUD TIROL";"266"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"LAGUNDO";"3152";;"2674";"1264";"63";"UNION FUR SUD TIROL";"120"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"LAION";"1642";;"1465";"747";"47";"UNION FUR SUD TIROL";"61"
"TRENTINO ALTO ADIGE";"BOLZANO";"BOLZANO";"LAIVES";"11333";;"9681";"4724";"236";"UNION FUR SUD TIROL";"84"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"LANA";"7216";;"6064";"2902";"165";"UNION FUR SUD TIROL";"566"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"LASA";"2540";;"2132";"1074";"104";"UNION FUR SUD TIROL";"140"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"LAUREGNO";"242";;"186";"105";"10";"UNION FUR SUD TIROL";"10"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"LA VALLE";"853";;"769";"394";"39";"UNION FUR SUD TIROL";"11"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"LUSON";"988";;"863";"420";"26";"UNION FUR SUD TIROL";"21"
"TRENTINO ALTO ADIGE";"BOLZANO";"BOLZANO";"MAGRE' SULLA STRADA DEL VINO";"814";;"727";"372";"24";"UNION FUR SUD TIROL";"19"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"MALLES VENOSTA";"3308";;"2605";"1335";"120";"UNION FUR SUD TIROL";"276"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"MAREBBE";"1887";;"1611";"805";"62";"UNION FUR SUD TIROL";"31"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"MARLENGO";"1683";;"1470";"721";"27";"UNION FUR SUD TIROL";"66"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"MARTELLO";"613";;"504";"270";"15";"UNION FUR SUD TIROL";"36"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"MELTINA";"1013";;"866";"451";"39";"UNION FUR SUD TIROL";"40"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"MERANO";"25072";;"20264";"9383";"397";"UNION FUR SUD TIROL";"466"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"MONGUELFO-TESIDO";"1815";;"1530";"753";"54";"UNION FUR SUD TIROL";"134"
"TRENTINO ALTO ADIGE";"BOLZANO";"BOLZANO";"MONTAGNA";"1054";;"920";"456";"32";"UNION FUR SUD TIROL";"52"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"MOSO IN PASSIRIA";"1395";;"1238";"655";"29";"UNION FUR SUD TIROL";"90"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"NALLES";"1177";;"1016";"490";"29";"UNION FUR SUD TIROL";"60"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"NATURNO";"3566";;"2965";"1469";"134";"UNION FUR SUD TIROL";"212"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"NAZ-SCIAVES";"1718";;"1509";"773";"30";"UNION FUR SUD TIROL";"56"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"NOVA LEVANTE";"1255";;"1031";"528";"38";"UNION FUR SUD TIROL";"50"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"NOVA PONENTE";"2426";;"2081";"1041";"64";"UNION FUR SUD TIROL";"100"
"TRENTINO ALTO ADIGE";"BOLZANO";"BOLZANO";"ORA";"2309";;"1979";"943";"64";"UNION FUR SUD TIROL";"56"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"ORTISEI";"3102";;"2600";"1277";"68";"UNION FUR SUD TIROL";"104"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"PARCINES";"2349";;"1982";"967";"58";"UNION FUR SUD TIROL";"159"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"PERCA";"936";;"821";"422";"21";"UNION FUR SUD TIROL";"40"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"PLAUS";"403";;"357";"183";"20";"UNION FUR SUD TIROL";"21"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"PONTE GARDENA";"121";;"105";"50";"4";"UNION FUR SUD TIROL";"2"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"POSTAL";"1134";;"976";"474";"32";"UNION FUR SUD TIROL";"47"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"PRATO ALLO STELVIO";"2215";;"1768";"888";"67";"UNION FUR SUD TIROL";"182"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"PREDOI";"436";;"363";"201";"30";"UNION FUR SUD TIROL";"12"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"PROVES";"187";;"161";"91";"6";"UNION FUR SUD TIROL";"2"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"RACINES";"2833";;"2451";"1253";"69";"UNION FUR SUD TIROL";"229"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"RASUN ANTERSELVA";"1882";;"1616";"825";"41";"UNION FUR SUD TIROL";"107"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"RENON";"4656";;"4051";"2009";"96";"UNION FUR SUD TIROL";"158"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"RIFIANO";"849";;"742";"368";"20";"UNION FUR SUD TIROL";"58"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"RIO DI PUSTERIA";"1812";;"1550";"780";"40";"UNION FUR SUD TIROL";"32"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"RODENGO";"741";;"672";"353";"14";"UNION FUR SUD TIROL";"11"
"TRENTINO ALTO ADIGE";"BOLZANO";"BOLZANO";"SALORNO";"2089";;"1786";"884";"41";"UNION FUR SUD TIROL";"19"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"SAN CANDIDO";"2151";;"1795";"856";"39";"UNION FUR SUD TIROL";"64"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"SAN GENESIO ATESINO";"1919";;"1701";"855";"75";"UNION FUR SUD TIROL";"57"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"SAN LEONARDO IN PASSIRIA";"2305";;"2006";"1008";"49";"UNION FUR SUD TIROL";"157"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"SAN LORENZO DI SEBATO";"2404";;"2101";"1050";"83";"UNION FUR SUD TIROL";"127"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"SAN MARTINO IN BADIA";"1136";;"978";"507";"48";"UNION FUR SUD TIROL";"24"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"SAN MARTINO IN PASSIRIA";"2008";;"1714";"891";"54";"UNION FUR SUD TIROL";"144"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"SAN PANCRAZIO";"1106";;"962";"473";"48";"UNION FUR SUD TIROL";"106"
"TRENTINO ALTO ADIGE";"BRESSANONE";"BOLZANO";"SANTA CRISTINA VALGARDENA";"1234";;"1043";"531";"31";"UNION FUR SUD TIROL";"34"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"SARENTINO";"4676";;"4168";"2107";"149";"UNION FUR SUD TIROL";"223"
"TRENTINO ALTO ADIGE";"MERANO";"BOLZANO";"SCENA";"1910";;"1642";"839";"88";"UNION FUR SUD TIROL";"114"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"ALLEIN";"200";;"160";"82";"3";"VALLEE D'AOSTE";"105"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"ANTEY-SAINT-ANDRE'";"461";;"363";"183";"6";"VALLEE D'AOSTE";"142"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"AOSTA";"26023";;"20153";"9538";"252";"VALLEE D'AOSTE";"7103"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"ARNAD";"991";;"780";"381";"14";"VALLEE D'AOSTE";"377"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"ARVIER";"617";;"497";"247";"4";"VALLEE D'AOSTE";"220"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"AVISE";"220";;"181";"97";"5";"VALLEE D'AOSTE";"62"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"AYAS";"974";;"795";"388";"11";"VALLEE D'AOSTE";"495"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"AYMAVILLES";"1465";;"1169";"588";"17";"VALLEE D'AOSTE";"477"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"BARD";"108";;"95";"49";"3";"VALLEE D'AOSTE";"38"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"BIONAZ";"180";;"157";"89";"7";"VALLEE D'AOSTE";"72"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"BRISSOGNE";"699";;"611";"315";"12";"VALLEE D'AOSTE";"272"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"BRUSSON";"646";;"530";"254";"5";"VALLEE D'AOSTE";"291"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"CHALLAND-SAINT-ANSELME";"570";;"479";"246";"17";"VALLEE D'AOSTE";"248"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"CHALLAND-SAINT-VICTOR";"474";;"358";"187";"8";"VALLEE D'AOSTE";"179"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"CHAMBAVE";"690";;"598";"313";"13";"VALLEE D'AOSTE";"221"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"CHAMOIS";"77";;"63";"35";"2";"VALLEE D'AOSTE";"23"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"CHAMPDEPRAZ";"494";;"400";"205";"6";"VALLEE D'AOSTE";"187"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"CHAMPORCHER";"329";;"250";"134";"5";"VALLEE D'AOSTE";"129"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"CHARVENSOD";"1744";;"1409";"719";"23";"VALLEE D'AOSTE";"575"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"CHATILLON";"3602";;"2952";"1444";"48";"VALLEE D'AOSTE";"970"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"COGNE";"1131";;"836";"431";"30";"VALLEE D'AOSTE";"314"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"COURMAYEUR";"2222";;"1724";"889";"21";"VALLEE D'AOSTE";"783"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"DONNAS";"2009";;"1612";"819";"35";"VALLEE D'AOSTE";"574"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"DOUES";"327";;"278";"138";"5";"VALLEE D'AOSTE";"169"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"EMARESE";"159";;"127";"69";"4";"VALLEE D'AOSTE";"60"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"ETROUBLES";"354";;"277";"141";"7";"VALLEE D'AOSTE";"140"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"FENIS";"1279";;"1043";"528";"31";"VALLEE D'AOSTE";"456"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"FONTAINEMORE";"343";;"260";"140";"3";"VALLEE D'AOSTE";"87"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"GABY";"389";;"335";"176";"8";"VALLEE D'AOSTE";"143"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"GIGNOD";"1035";;"797";"395";"15";"VALLEE D'AOSTE";"358"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"GRESSAN";"2351";;"1932";"973";"33";"VALLEE D'AOSTE";"778"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"GRESSONEY-LA-TRINITE'";"225";;"180";"83";"3";"VALLEE D'AOSTE";"59"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"GRESSONEY-SAINT-JEAN";"613";;"490";"237";"12";"VALLEE D'AOSTE";"176"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"HONE";"871";;"725";"355";"19";"VALLEE D'AOSTE";"320"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"INTROD";"425";;"349";"176";"11";"VALLEE D'AOSTE";"152"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"ISSIME";"311";;"247";"129";"6";"VALLEE D'AOSTE";"106"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"ISSOGNE";"1098";;"832";"399";"21";"VALLEE D'AOSTE";"283"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"JOVENCAN";"510";;"411";"215";"5";"VALLEE D'AOSTE";"199"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"LA MAGDELEINE";"79";;"61";"34";"1";"VALLEE D'AOSTE";"28"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"LA SALLE";"1470";;"1160";"593";"20";"VALLEE D'AOSTE";"438"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"LA THUILE";"575";;"463";"245";"4";"VALLEE D'AOSTE";"219"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"LILLIANES";"371";;"295";"147";"9";"VALLEE D'AOSTE";"144"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"MONTJOVET";"1338";;"1087";"553";"20";"VALLEE D'AOSTE";"432"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"MORGEX";"1469";;"1183";"573";"24";"VALLEE D'AOSTE";"434"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"NUS";"2061";;"1658";"826";"52";"VALLEE D'AOSTE";"657"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"OLLOMONT";"131";;"112";"60";"3";"VALLEE D'AOSTE";"44"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"OYACE";"165";;"145";"75";"3";"VALLEE D'AOSTE";"64"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"PERLOZ";"371";;"283";"138";"5";"VALLEE D'AOSTE";"105"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"POLLEIN";"1065";;"876";"445";"15";"VALLEE D'AOSTE";"425"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"PONTBOSET";"153";;"116";"64";"1";"VALLEE D'AOSTE";"58"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"PONTEY";"589";;"481";"250";"14";"VALLEE D'AOSTE";"246"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"PONT-SAINT-MARTIN";"2927";;"2319";"1133";"32";"VALLEE D'AOSTE";"827"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"PRE'-SAINT-DIDIER";"709";;"550";"274";"4";"VALLEE D'AOSTE";"227"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"QUART";"2649";;"2101";"1081";"25";"VALLEE D'AOSTE";"860"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"RHEMES-NOTRE-DAME";"86";;"73";"45";"3";"VALLEE D'AOSTE";"16"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"RHEMES-SAINT-GEORGES";"159";;"127";"66";"6";"VALLEE D'AOSTE";"44"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"ROISAN";"699";;"546";"273";"13";"VALLEE D'AOSTE";"178"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"SAINT-CHRISTOPHE";"2428";;"1985";"1003";"18";"VALLEE D'AOSTE";"786"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"SAINT-DENIS";"290";;"235";"121";"4";"VALLEE D'AOSTE";"112"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"SAINT-MARCEL";"920";;"744";"369";"11";"VALLEE D'AOSTE";"265"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"SAINT-NICOLAS";"226";;"177";"98";"7";"VALLEE D'AOSTE";"65"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"SAINT-OYEN";"150";;"128";"54";"2";"VALLEE D'AOSTE";"61"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"ARVIER";"617";;"497";"247";"4";"AUT.LIB. DEMOCRATIE";"197"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"AVISE";"220";;"181";"97";"5";"AUT.LIB. DEMOCRATIE";"92"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"AYAS";"974";;"795";"388";"11";"AUT.LIB. DEMOCRATIE";"142"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"AYMAVILLES";"1465";;"1169";"588";"17";"AUT.LIB. DEMOCRATIE";"445"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"BARD";"108";;"95";"49";"3";"AUT.LIB. DEMOCRATIE";"29"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"BIONAZ";"180";;"157";"89";"7";"AUT.LIB. DEMOCRATIE";"52"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"BRISSOGNE";"699";;"611";"315";"12";"AUT.LIB. DEMOCRATIE";"207"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"BRUSSON";"646";;"530";"254";"5";"AUT.LIB. DEMOCRATIE";"135"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"CHALLAND-SAINT-ANSELME";"570";;"479";"246";"17";"AUT.LIB. DEMOCRATIE";"121"
"VALLE D'AOSTA";"VALLE D'AOSTA";"AOSTA";"CHALLAND-SAINT-VICTOR";"474";;"358";"187";"8";"AUT.LIB. DEMOCRATIE";"88"
