"CIRCOSCRIZIONE";"COLLEGIO";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3347;1620;2814;1414;132;"CCD-CDU";"198"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3347;1620;2814;1414;132;"LA MARGHERITA";"348"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3347;1620;2814;1414;132;"COMUNISTI ITALIANI";"41"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3347;1620;2814;1414;132;"RIFONDAZIONE COMUNISTA";"127"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3347;1620;2814;1414;132;"IL GIRASOLE";"21"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3347;1620;2814;1414;132;"NUOVO PSI";"14"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3347;1620;2814;1414;132;"REPUBBLICANI EUROPEI";"18"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3347;1620;2814;1414;132;"PAESE NUOVO";"0"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3347;1620;2814;1414;132;"LISTA DI PIETRO";"82"
"MARCHE";"Ascoli Piceno";"AMANDOLA";3347;1620;2814;1414;132;"DEMOCRAZIA EUROPEA";"52"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1710;832;1391;693;67;"DEMOCRATICI SINISTRA";"167"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1710;832;1391;693;67;"NUOVO PSI";"27"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1710;832;1391;693;67;"IL GIRASOLE";"8"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1710;832;1391;693;67;"RIFONDAZIONE COMUNISTA";"208"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1710;832;1391;693;67;"COMUNISTI ITALIANI";"17"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1710;832;1391;693;67;"REPUBBLICANI EUROPEI";"5"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1710;832;1391;693;67;"LISTA DI PIETRO";"50"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1710;832;1391;693;67;"LA MARGHERITA";"99"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1710;832;1391;693;67;"ABOLIZIONE SCORPORO";"0"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1710;832;1391;693;67;"CCD-CDU";"86"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1710;832;1391;693;67;"ALLEANZA NAZIONALE";"255"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1710;832;1391;693;67;"PAESE NUOVO";"2"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1710;832;1391;693;67;"FORZA ITALIA";"342"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1710;832;1391;693;67;"PANNELLA-BONINO";"16"
"MARCHE";"Ascoli Piceno";"APPIGNANO DEL TRONTO";1710;832;1391;693;67;"DEMOCRAZIA EUROPEA";"35"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1670;806;1125;567;107;"LA MARGHERITA";"79"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1670;806;1125;567;107;"REPUBBLICANI EUROPEI";"4"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1670;806;1125;567;107;"NUOVO PSI";"4"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1670;806;1125;567;107;"IL GIRASOLE";"6"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1670;806;1125;567;107;"RIFONDAZIONE COMUNISTA";"78"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1670;806;1125;567;107;"DEMOCRAZIA EUROPEA";"16"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1670;806;1125;567;107;"LISTA DI PIETRO";"43"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1670;806;1125;567;107;"FORZA ITALIA";"240"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1670;806;1125;567;107;"CCD-CDU";"44"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1670;806;1125;567;107;"DEMOCRATICI SINISTRA";"142"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1670;806;1125;567;107;"ALLEANZA NAZIONALE";"284"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1670;806;1125;567;107;"ABOLIZIONE SCORPORO";"0"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1670;806;1125;567;107;"COMUNISTI ITALIANI";"20"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1670;806;1125;567;107;"PANNELLA-BONINO";"13"
"MARCHE";"Ascoli Piceno";"ARQUATA DEL TRONTO";1670;806;1125;567;107;"PAESE NUOVO";"0"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";44892;21570;37058;18217;1338;"LISTA DI PIETRO";"1780"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";44892;21570;37058;18217;1338;"PANNELLA-BONINO";"934"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";44892;21570;37058;18217;1338;"FORZA ITALIA";"8402"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";44892;21570;37058;18217;1338;"DEMOCRAZIA EUROPEA";"872"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";44892;21570;37058;18217;1338;"REPUBBLICANI EUROPEI";"145"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";44892;21570;37058;18217;1338;"IL GIRASOLE";"571"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";44892;21570;37058;18217;1338;"COMUNISTI ITALIANI";"570"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";44892;21570;37058;18217;1338;"NUOVO PSI";"149"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";44892;21570;37058;18217;1338;"LA MARGHERITA";"5150"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";44892;21570;37058;18217;1338;"CCD-CDU";"1613"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";44892;21570;37058;18217;1338;"DEMOCRATICI SINISTRA";"5262"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";44892;21570;37058;18217;1338;"ALLEANZA NAZIONALE";"7186"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";44892;21570;37058;18217;1338;"ABOLIZIONE SCORPORO";"27"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";44892;21570;37058;18217;1338;"RIFONDAZIONE COMUNISTA";"2086"
"MARCHE";"Ascoli Piceno";"ASCOLI PICENO";44892;21570;37058;18217;1338;"PAESE NUOVO";"29"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";6078;2969;5215;2616;194;"REPUBBLICANI EUROPEI";"30"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";6078;2969;5215;2616;194;"PANNELLA-BONINO";"65"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";6078;2969;5215;2616;194;"FORZA ITALIA";"981"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";6078;2969;5215;2616;194;"PAESE NUOVO";"5"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";6078;2969;5215;2616;194;"NUOVO PSI";"53"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";6078;2969;5215;2616;194;"IL GIRASOLE";"40"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";6078;2969;5215;2616;194;"RIFONDAZIONE COMUNISTA";"432"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";6078;2969;5215;2616;194;"COMUNISTI ITALIANI";"130"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";6078;2969;5215;2616;194;"LISTA DI PIETRO";"171"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";6078;2969;5215;2616;194;"LA MARGHERITA";"953"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";6078;2969;5215;2616;194;"CCD-CDU";"126"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";6078;2969;5215;2616;194;"DEMOCRATICI SINISTRA";"1089"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";6078;2969;5215;2616;194;"ALLEANZA NAZIONALE";"728"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";6078;2969;5215;2616;194;"ABOLIZIONE SCORPORO";"5"
"MARCHE";"Ascoli Piceno";"CASTEL DI LAMA";6078;2969;5215;2616;194;"DEMOCRAZIA EUROPEA";"72"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2622;1284;2178;1075;112;"REPUBBLICANI EUROPEI";"17"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2622;1284;2178;1075;112;"FORZA ITALIA";"496"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2622;1284;2178;1075;112;"PAESE NUOVO";"1"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2622;1284;2178;1075;112;"PANNELLA-BONINO";"28"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2622;1284;2178;1075;112;"NUOVO PSI";"8"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2622;1284;2178;1075;112;"IL GIRASOLE";"21"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2622;1284;2178;1075;112;"RIFONDAZIONE COMUNISTA";"116"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2622;1284;2178;1075;112;"COMUNISTI ITALIANI";"28"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2622;1284;2178;1075;112;"LISTA DI PIETRO";"66"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2622;1284;2178;1075;112;"LA MARGHERITA";"291"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2622;1284;2178;1075;112;"DEMOCRAZIA EUROPEA";"48"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2622;1284;2178;1075;112;"DEMOCRATICI SINISTRA";"260"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2622;1284;2178;1075;112;"CCD-CDU";"124"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2622;1284;2178;1075;112;"ALLEANZA NAZIONALE";"490"
"MARCHE";"Ascoli Piceno";"CASTIGNANO";2622;1284;2178;1075;112;"ABOLIZIONE SCORPORO";"4"
"MARCHE";"Ascoli Piceno";"CASTORANO";1746;864;1505;778;64;"IL GIRASOLE";"11"
"MARCHE";"Ascoli Piceno";"CASTORANO";1746;864;1505;778;64;"FORZA ITALIA";"273"
"MARCHE";"Ascoli Piceno";"CASTORANO";1746;864;1505;778;64;"DEMOCRAZIA EUROPEA";"15"
"MARCHE";"Ascoli Piceno";"CASTORANO";1746;864;1505;778;64;"PAESE NUOVO";"3"
"MARCHE";"Ascoli Piceno";"CASTORANO";1746;864;1505;778;64;"REPUBBLICANI EUROPEI";"7"
"MARCHE";"Ascoli Piceno";"CASTORANO";1746;864;1505;778;64;"NUOVO PSI";"12"
"MARCHE";"Ascoli Piceno";"CASTORANO";1746;864;1505;778;64;"RIFONDAZIONE COMUNISTA";"255"
"MARCHE";"Ascoli Piceno";"CASTORANO";1746;864;1505;778;64;"COMUNISTI ITALIANI";"65"
"MARCHE";"Ascoli Piceno";"CASTORANO";1746;864;1505;778;64;"LISTA DI PIETRO";"43"
"MARCHE";"Ascoli Piceno";"CASTORANO";1746;864;1505;778;64;"LA MARGHERITA";"210"
"MARCHE";"Ascoli Piceno";"CASTORANO";1746;864;1505;778;64;"PANNELLA-BONINO";"22"
"MARCHE";"Ascoli Piceno";"CASTORANO";1746;864;1505;778;64;"ALLEANZA NAZIONALE";"145"
"MARCHE";"Ascoli Piceno";"CASTORANO";1746;864;1505;778;64;"DEMOCRATICI SINISTRA";"322"
"MARCHE";"Ascoli Piceno";"CASTORANO";1746;864;1505;778;64;"CCD-CDU";"31"
"MARCHE";"Ascoli Piceno";"CASTORANO";1746;864;1505;778;64;"ABOLIZIONE SCORPORO";"0"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2579;1220;2202;1068;129;"NUOVO PSI";"15"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2579;1220;2202;1068;129;"ABOLIZIONE SCORPORO";"1"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2579;1220;2202;1068;129;"ALLEANZA NAZIONALE";"298"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2579;1220;2202;1068;129;"DEMOCRATICI SINISTRA";"467"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2579;1220;2202;1068;129;"CCD-CDU";"58"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2579;1220;2202;1068;129;"LA MARGHERITA";"339"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2579;1220;2202;1068;129;"LISTA DI PIETRO";"96"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2579;1220;2202;1068;129;"COMUNISTI ITALIANI";"50"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2579;1220;2202;1068;129;"IL GIRASOLE";"26"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2579;1220;2202;1068;129;"REPUBBLICANI EUROPEI";"6"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2579;1220;2202;1068;129;"PAESE NUOVO";"0"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2579;1220;2202;1068;129;"DEMOCRAZIA EUROPEA";"42"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2579;1220;2202;1068;129;"FORZA ITALIA";"428"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2579;1220;2202;1068;129;"PANNELLA-BONINO";"27"
"MARCHE";"Ascoli Piceno";"COLLI DEL TRONTO";2579;1220;2202;1068;129;"RIFONDAZIONE COMUNISTA";"188"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2604;1259;2201;1096;136;"PAESE NUOVO";"3"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2604;1259;2201;1096;136;"IL GIRASOLE";"15"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2604;1259;2201;1096;136;"DEMOCRAZIA EUROPEA";"31"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2604;1259;2201;1096;136;"PANNELLA-BONINO";"22"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2604;1259;2201;1096;136;"LA MARGHERITA";"265"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2604;1259;2201;1096;136;"REPUBBLICANI EUROPEI";"10"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2604;1259;2201;1096;136;"NUOVO PSI";"22"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2604;1259;2201;1096;136;"COMUNISTI ITALIANI";"67"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2604;1259;2201;1096;136;"LISTA DI PIETRO";"83"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2604;1259;2201;1096;136;"CCD-CDU";"143"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2604;1259;2201;1096;136;"ABOLIZIONE SCORPORO";"2"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2604;1259;2201;1096;136;"DEMOCRATICI SINISTRA";"300"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2604;1259;2201;1096;136;"ALLEANZA NAZIONALE";"394"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2604;1259;2201;1096;136;"FORZA ITALIA";"490"
"MARCHE";"Ascoli Piceno";"COMUNANZA";2604;1259;2201;1096;136;"RIFONDAZIONE COMUNISTA";"150"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";7367;3668;6174;3095;255;"LISTA DI PIETRO";"258"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";7367;3668;6174;3095;255;"DEMOCRAZIA EUROPEA";"92"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";7367;3668;6174;3095;255;"PAESE NUOVO";"7"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";7367;3668;6174;3095;255;"REPUBBLICANI EUROPEI";"26"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";7367;3668;6174;3095;255;"NUOVO PSI";"17"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";7367;3668;6174;3095;255;"IL GIRASOLE";"92"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";7367;3668;6174;3095;255;"COMUNISTI ITALIANI";"121"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";7367;3668;6174;3095;255;"FORZA ITALIA";"1533"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";7367;3668;6174;3095;255;"CCD-CDU";"188"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";7367;3668;6174;3095;255;"DEMOCRATICI SINISTRA";"707"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";7367;3668;6174;3095;255;"PANNELLA-BONINO";"155"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";7367;3668;6174;3095;255;"ALLEANZA NAZIONALE";"1255"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";7367;3668;6174;3095;255;"ABOLIZIONE SCORPORO";"3"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";7367;3668;6174;3095;255;"LA MARGHERITA";"961"
"MARCHE";"Ascoli Piceno";"FOLIGNANO";7367;3668;6174;3095;255;"RIFONDAZIONE COMUNISTA";"356"
"MARCHE";"Ascoli Piceno";"FORCE";1432;719;1201;607;172;"FORZA ITALIA";"179"
"MARCHE";"Ascoli Piceno";"FORCE";1432;719;1201;607;172;"PANNELLA-BONINO";"13"
"MARCHE";"Ascoli Piceno";"FORCE";1432;719;1201;607;172;"DEMOCRAZIA EUROPEA";"10"
"MARCHE";"Ascoli Piceno";"FORCE";1432;719;1201;607;172;"PAESE NUOVO";"0"
"MARCHE";"Ascoli Piceno";"FORCE";1432;719;1201;607;172;"REPUBBLICANI EUROPEI";"4"
"MARCHE";"Ascoli Piceno";"FORCE";1432;719;1201;607;172;"NUOVO PSI";"7"
"MARCHE";"Ascoli Piceno";"FORCE";1432;719;1201;607;172;"IL GIRASOLE";"26"
"MARCHE";"Ascoli Piceno";"FORCE";1432;719;1201;607;172;"COMUNISTI ITALIANI";"24"
"MARCHE";"Ascoli Piceno";"FORCE";1432;719;1201;607;172;"LISTA DI PIETRO";"23"
"MARCHE";"Ascoli Piceno";"FORCE";1432;719;1201;607;172;"LA MARGHERITA";"187"
"MARCHE";"Ascoli Piceno";"FORCE";1432;719;1201;607;172;"CCD-CDU";"41"
"MARCHE";"Ascoli Piceno";"FORCE";1432;719;1201;607;172;"DEMOCRATICI SINISTRA";"153"
"MARCHE";"Ascoli Piceno";"FORCE";1432;719;1201;607;172;"ALLEANZA NAZIONALE";"244"
"MARCHE";"Ascoli Piceno";"FORCE";1432;719;1201;607;172;"RIFONDAZIONE COMUNISTA";"70"
"MARCHE";"Ascoli Piceno";"FORCE";1432;719;1201;607;172;"ABOLIZIONE SCORPORO";"1"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1990;975;1673;832;66;"ALLEANZA NAZIONALE";"330"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1990;975;1673;832;66;"DEMOCRAZIA EUROPEA";"32"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1990;975;1673;832;66;"REPUBBLICANI EUROPEI";"6"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1990;975;1673;832;66;"NUOVO PSI";"8"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1990;975;1673;832;66;"IL GIRASOLE";"60"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1990;975;1673;832;66;"RIFONDAZIONE COMUNISTA";"110"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1990;975;1673;832;66;"COMUNISTI ITALIANI";"21"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1990;975;1673;832;66;"LISTA DI PIETRO";"55"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1990;975;1673;832;66;"LA MARGHERITA";"169"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1990;975;1673;832;66;"DEMOCRATICI SINISTRA";"227"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1990;975;1673;832;66;"PANNELLA-BONINO";"32"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1990;975;1673;832;66;"FORZA ITALIA";"480"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1990;975;1673;832;66;"CCD-CDU";"46"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1990;975;1673;832;66;"ABOLIZIONE SCORPORO";"0"
"MARCHE";"Ascoli Piceno";"MALTIGNANO";1990;975;1673;832;66;"PAESE NUOVO";"2"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";440;209;373;186;18;"RIFONDAZIONE COMUNISTA";"19"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";440;209;373;186;18;"ABOLIZIONE SCORPORO";"0"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";440;209;373;186;18;"ALLEANZA NAZIONALE";"67"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";440;209;373;186;18;"DEMOCRATICI SINISTRA";"77"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";440;209;373;186;18;"CCD-CDU";"25"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";440;209;373;186;18;"LA MARGHERITA";"52"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";440;209;373;186;18;"COMUNISTI ITALIANI";"4"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";440;209;373;186;18;"IL GIRASOLE";"5"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";440;209;373;186;18;"NUOVO PSI";"4"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";440;209;373;186;18;"REPUBBLICANI EUROPEI";"3"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";440;209;373;186;18;"PAESE NUOVO";"1"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";440;209;373;186;18;"DEMOCRAZIA EUROPEA";"11"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";440;209;373;186;18;"FORZA ITALIA";"75"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";440;209;373;186;18;"PANNELLA-BONINO";"4"
"MARCHE";"Ascoli Piceno";"MONTEFALCONE APPENNINO";440;209;373;186;18;"LISTA DI PIETRO";"4"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1154;559;966;495;72;"NUOVO PSI";"9"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1154;559;966;495;72;"IL GIRASOLE";"4"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1154;559;966;495;72;"CCD-CDU";"64"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1154;559;966;495;72;"PANNELLA-BONINO";"13"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1154;559;966;495;72;"FORZA ITALIA";"249"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1154;559;966;495;72;"DEMOCRAZIA EUROPEA";"16"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1154;559;966;495;72;"REPUBBLICANI EUROPEI";"6"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1154;559;966;495;72;"ABOLIZIONE SCORPORO";"2"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1154;559;966;495;72;"DEMOCRATICI SINISTRA";"89"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1154;559;966;495;72;"PAESE NUOVO";"3"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1154;559;966;495;72;"RIFONDAZIONE COMUNISTA";"34"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1154;559;966;495;72;"ALLEANZA NAZIONALE";"225"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1154;559;966;495;72;"LA MARGHERITA";"108"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1154;559;966;495;72;"LISTA DI PIETRO";"33"
"MARCHE";"Ascoli Piceno";"MONTEFORTINO";1154;559;966;495;72;"COMUNISTI ITALIANI";"14"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";722;365;516;262;62;"REPUBBLICANI EUROPEI";"4"
"MARCHE";"Ascoli Piceno";"MONTEGALLO";722;365;516;262;62;"RIFONDAZIONE COMUNISTA";"24"
