"DATAELEZIONE";"CODTIPOELEZIONE";"CIRCOSCRIZIONE";"descrlista";"votiLista";"cognome";"nome";"datanascita";"luogonascita";"sesso";"CODTIPOELETTO"
13/5/2001 00:00:00;"C";"LAZIO 2";"LA MARGHERITA";89519;"GIORGIANNI";"ANGELO";"20/05/1954";"POLISTENA";"M";"N"
13/5/2001 00:00:00;"C";"LAZIO 2";"DEMOCRAZIA EUROPEA";30793;"BUCARELLI";"MARCO OTTAVIO";"03/06/1958";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"LAZIO 2";"DEMOCRAZIA EUROPEA";30793;"SPERDUTI";"RODOLFO";"01/01/1952";"ISOLA DELLIRI";"M";"N"
13/5/2001 00:00:00;"C";"ABRUZZO";"DEMOCRAZIA EUROPEA";15784;"POLIDORO";"GIOVANNI";"07/08/1944";"ALTINO";"M";"N"
13/5/2001 00:00:00;"C";"ABRUZZO";"RIFONDAZIONE COMUNISTA";45150;"GIORDANO";"FRANCESCO";"26/08/1957";"BARI";"M";"N"
13/5/2001 00:00:00;"C";"ABRUZZO";"LA MARGHERITA";94845;"FANTOZZI";"AUGUSTO";"24/06/1940";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"ABRUZZO";"NUOVO PSI";9234;"IEZZI";"MARIO ALESSIO";"18/02/1951";"ATESSA";"M";"N"
13/5/2001 00:00:00;"C";"ABRUZZO";"PAESE NUOVO";1088;"D'ALESSANDRO";"FABRIZIO";"19/12/1974";"L'AQUILA";"M";"N"
13/5/2001 00:00:00;"C";"ABRUZZO";"COMUNISTI ITALIANI";15172;"SAIA";"ANTONIO";"25/05/1947";"SAN VALENTINO IN ABRUZZO CITER";"M";"N"
13/5/2001 00:00:00;"C";"ABRUZZO";"IL GIRASOLE";15345;"GIROLOMONI";"GINO";"13/08/1946";"ISOLA DEL PIANO";"M";"N"
13/5/2001 00:00:00;"C";"ABRUZZO";"FRONTE NAZIONALE";10097;"PICHIECCHIO";"MASSIMO";"18/09/1950";"CHIETI";"M";"N"
13/5/2001 00:00:00;"C";"ABRUZZO";"ABOLIZIONE SCORPORO";827;"D'ARCANGELO";"GABRIELE LANFRANCO";"04/09/1951";"PENNE";"M";"N"
13/5/2001 00:00:00;"C";"ABRUZZO";"PANNELLA-BONINO";15722;"MARCOZZI ROZZI";"IGNAZIO";"08/01/1954";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"ABRUZZO";"CCD-CDU";45219;"BERGAMOTTO";"LUCA";"09/04/1965";"L'AQUILA";"M";"N"
13/5/2001 00:00:00;"C";"ABRUZZO";"ALLEANZA NAZIONALE";122530;"SOSPIRI";"NINO";"26/07/1948";"PENNE";"M";"N"
13/5/2001 00:00:00;"C";"ABRUZZO";"FORZA ITALIA";240581;"DELL'ELCE";"GIOVANNI";"28/06/1956";"PESCARA";"M";"N"
13/5/2001 00:00:00;"C";"ABRUZZO";"DEMOCRATICI SINISTRA";144144;"LOLLI";"GIOVANNI";"03/06/1950";"L'AQUILA";"M";"E"
13/5/2001 00:00:00;"C";"ABRUZZO";"LISTA DI PIETRO";51758;"DI DOMENICO";"MARIO";"09/11/1959";"CAPISTRELLO";"M";"N"
13/5/2001 00:00:00;"C";"MOLISE";"ABOLIZIONE SCORPORO";371;"CALCAGNI";"GIANFRANCO";"03/05/1947";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"MOLISE";"LA MARGHERITA";18584;"RIVERA";"GIOVANNI DETTO GIANNI";"18/08/1943";"ALESSANDRIA";"M";"N"
13/5/2001 00:00:00;"C";"MOLISE";"IL GIRASOLE";4007;"MAROTTA";"LUIGI";"20/06/1935";"CAMPOBASSO";"M";"N"
13/5/2001 00:00:00;"C";"MOLISE";"FORZA ITALIA";53120;"IORIO";"ANGELO MICHELE";"17/01/1948";"MORRONE DEL SANNIO";"M";"E"
13/5/2001 00:00:00;"C";"MOLISE";"FIAMMA TRICOLORE";1822;"TRONCA";"MARIO";"18/04/1956";"RICCIA";"M";"N"
13/5/2001 00:00:00;"C";"MOLISE";"DEMOCRAZIA EUROPEA";6671;"AMBROSIO";"MICHELE";"29/03/1960";"ARONA";"M";"N"
13/5/2001 00:00:00;"C";"MOLISE";"COMUNISTI ITALIANI";3250;"GIAMBARBA";"MICHELE ANTONIO";"16/09/1955";"LARINO";"M";"N"
13/5/2001 00:00:00;"C";"MOLISE";"RIFONDAZIONE COMUNISTA";7484;"NARDINI";"MARIA CELESTE";"28/09/1942";"BARI";"F";"N"
13/5/2001 00:00:00;"C";"MOLISE";"CCD-CDU";12131;"FALCIONE";"EDOARDO";"02/06/1964";"CAMPOBASSO";"M";"N"
13/5/2001 00:00:00;"C";"MOLISE";"PAESE NUOVO";471;"MASELLI";"EMANUELE";"12/01/1961";"PIETRACATELLA";"M";"N"
13/5/2001 00:00:00;"C";"MOLISE";"DEMOCRATICI SINISTRA";31881;"CEA";"NATALINA";"25/12/1956";"VASTOGIRARDI";"F";"N"
13/5/2001 00:00:00;"C";"MOLISE";"PANNELLA-BONINO";2557;"D'AVANTI";"GIUSEPPE";"07/04/1965";"CAMPOBASSO";"M";"N"
13/5/2001 00:00:00;"C";"MOLISE";"LISTA DI PIETRO";27914;"DI NIRO";"GAETANO";"08/06/1966";"CAMPOBASSO";"M";"N"
13/5/2001 00:00:00;"C";"MOLISE";"FRONTE NAZIONALE";1537;"CRETELLA";"SIMONE";"14/07/1975";"TERMOLI";"M";"N"
13/5/2001 00:00:00;"C";"MOLISE";"ALLEANZA NAZIONALE";18740;"CARLESI";"NICOLA";"15/07/1950";"PISA";"M";"N"
13/5/2001 00:00:00;"C";"MOLISE";"NUOVO PSI";4515;"VALLETTA";"ANTONINO";"07/10/1938";"SANT'AGAPITO";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"CCD-CDU";49792;"CASINI";"PIER FERDINANDO";"03/12/1955";"BOLOGNA";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"CCD-CDU";49792;"GALATI";"GIUSEPPE";"13/07/1961";"CATANZARO";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"CCD-CDU";49792;"MILO";"ANTONIO";"05/12/1959";"AGEROLA";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"FORZA NUOVA";3574;"TORRE";"ANTONIO";"14/11/1961";"NAPOLI";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"FORZA NUOVA";3574;"NAPPI";"GIUSEPPE EZIO";"27/09/1968";"NAPOLI";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"FORZA NUOVA";3574;"TAGLIAFERRO";"SCIPIONE ANTONIO RINO";"13/01/1967";"BUSTO ARSIZIO (VA)";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"LISTA DI PIETRO";63539;"VELTRI";"CORNELIO DETTO ELIO";"08/05/1938";"LONGOBARDI";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"PANNELLA-BONINO";26404;"CACCAVALE";"ERNESTO";"22/08/1963";"NAPOLI";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"PANNELLA-BONINO";26404;"CERRONE";"ANTONIO";"25/10/1956";"NAPOLI";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"PANNELLA-BONINO";26404;"STARACE";"FABRIZIO";"24/07/1958";"NAPOLI";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 1";"LEGA NORD";192652;"BRESCIANI";"LUCIANO APOLLINARE";"28/03/1940";"CARBONARA DI PO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 1";"RIFONDAZIONE COMUNISTA";142248;"PISAPIA";"GIULIANO";"20/05/1949";"MILANO";"M";"E"
13/5/2001 00:00:00;"C";"LOMBARDIA 1";"RIFONDAZIONE COMUNISTA";142248;"MASCIA";"GRAZIELLA";"03/09/1953";"MAGENTA";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 1";"RIFONDAZIONE COMUNISTA";142248;"NOVARINI";"ALFREDO AUGUSTO";"05/05/1944";"ERBA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 1";"RIFONDAZIONE COMUNISTA";142248;"CRIPPA";"STEFANIA";"22/07/1973";"CARATE BRIANZA";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 1";"PARTITO PENSIONATI";26239;"TESTA";"ARTURO";"24/01/1932";"MILANO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 1";"PARTITO PENSIONATI";26239;"CAFFI";"ROSARIO";"12/06/1941";"MILANO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 1";"PARTITO PENSIONATI";26239;"BECCARI";"CARLA";"10/03/1946";"CREMONA";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 1";"PARTITO PENSIONATI";26239;"BERSANI";"ETTORE";"14/09/1949";"PIACENZA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 1";"PANNELLA-BONINO";81155;"DELLA VEDOVA";"BENEDETTO";"03/04/1962";"SONDRIO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 1";"PANNELLA-BONINO";81155;"D'ELIA";"SERGIO";"05/01/1952";"PONTECORVO(FR)";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 1";"PANNELLA-BONINO";81155;"COMINELLI";"GIOVANNI MARIA";"27/06/1943";"PARRE";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 1";"PANNELLA-BONINO";81155;"PEREGO";"VANNA";"29/10/1937";"MILANO";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 1";"COMUNISTI ITALIANI";41619;"COSSUTTA";"ARMANDO";"02/09/1926";"MILANO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 1";"COMUNISTI ITALIANI";41619;"CARAZZI";"MARIA";"28/05/1943";"COMO";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 1";"COMUNISTI ITALIANI";41619;"FINZI";"GABRIELLA";"16/10/1935";"MILANO";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 1";"COMUNISTI ITALIANI";41619;"JEAN";"GASPARE";"02/02/1935";"TORINO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"LEGA NORD";478547;"MARONI";"ROBERTO ERNESTO";"15/03/1955";"VARESE";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"LEGA NORD";478547;"FRUSCIO";"DARIO";"09/05/1937";"LONGOBARDI";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"LEGA NORD";478547;"GILBERTI";"LUDOVICO MARIA";"28/12/1951";"MONZA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"LEGA NORD";478547;"TORAZZI";"ALBERTO";"16/08/1963";"MILANO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"LA MARGHERITA";420967;"CASTAGNETTI";"PIERLUIGI";"09/06/1945";"REGGIO EMILIA";"M";"U"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"COMUNISTI ITALIANI";36018;"PELLEGATTA";"MARIA AGOSTINA";"18/09/1938";"CASSANO MAGNAGO  (VA)";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"COMUNISTI ITALIANI";36018;"BOSISIO";"FRANCO";"26/07/1954";"BERGAMO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"COMUNISTI ITALIANI";36018;"CARRARA";"GIOVANNA";"05/06/1952";"SARNICO (BG)";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"COMUNISTI ITALIANI";36018;"TOSATTO";"GUIDO";"17/12/1940";"COMO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"FORZA ITALIA";821070;"TREMONTI";"GIULIO";"18/08/1947";"SONDRIO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"FORZA ITALIA";821070;"MICHELINI";"ALBERTO";"25/07/1941";"ROMA";"M";"E"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"FORZA ITALIA";821070;"BERRUTI";"MASSIMO MARIA";"01/05/1949";"LAGONEGRO";"M";"E"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"FORZA ITALIA";821070;"LICASTRO SCARDINO";"SIMONETTA";"24/10/1948";"LECCE";"F";"E"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"RIFONDAZIONE COMUNISTA";108859;"GIANNI";"ALFONSO";"06/02/1950";"MILANO";"M";"E"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"RIFONDAZIONE COMUNISTA";108859;"GABANELLI";"CLEMENTINA";"03/05/1959";"FONTENO";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"RIFONDAZIONE COMUNISTA";108859;"LORENZI";"ROBERTO ANDREA";"27/08/1949";"HAUTRAGE(BELGIO)";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"RIFONDAZIONE COMUNISTA";108859;"PIROTTA";"NICOLETTA";"09/05/1957";"COMO";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"ALLEANZA NAZIONALE";202182;"TREMAGLIA";"PIERANTONIOMIRCO";"17/11/1926";"BERGAMO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"ALLEANZA NAZIONALE";202182;"BECCALOSSI";"VIVIANA";"10/09/1971";"DESENZANO DEL GARDA";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"ALLEANZA NAZIONALE";202182;"ARRIGHI";"ALBERTO";"31/08/1968";"LECCO";"M";"E"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"ALLEANZA NAZIONALE";202182;"BONETTI";"PIERANGELO";"13/05/1942";"ALBOSAGGIA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"CCD-CDU";61163;"FOLLINI";"GIUSEPPE DETTO MARCO";"26/09/1954";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"CCD-CDU";61163;"LIBE'";"MAURO";"19/10/1961";"FIORENZUOLA D'ARDA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"CCD-CDU";61163;"POLINI";"ROBERTO";"26/07/1961";"BERGAMO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"CCD-CDU";61163;"MAFFEZZONI";"SAULO";"16/05/1952";"BRESCIA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"LISTA DI PIETRO";106136;"ROTA";"IVAN";"06/10/1958";"PALAZZAGO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"LISTA DI PIETRO";106136;"RONCHI";"EUGENIO CARLO";"01/01/1958";"TREVIGLIO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"LISTA DI PIETRO";106136;"GAZICH";"PIERGIORGIO";"19/08/1950";"BRESCIA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"LISTA DI PIETRO";106136;"MOTTARELLI";"VANNA";"30/05/1949";"SONDRIO";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"PARTITO PENSIONATI";42110;"TESTA";"ARTURO";"24/01/1932";"MILANO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"PARTITO PENSIONATI";42110;"MARCHESI";"ANGELO";"01/02/1926";"ALBANO S.ALESSANDRO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"PARTITO PENSIONATI";42110;"ANTONIOLI";"GIORGIO";"28/09/1955";"MILANO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"PARTITO PENSIONATI";42110;"PIANETTI";"LAURA";"15/03/1960";"BERGAMO";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"NUOVO PSI";15175;"BRAIDA";"ANTONIO ANDREA";"13/06/1951";"COMERIO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"NUOVO PSI";15175;"MULARGIA";"ROBERTO";"17/08/1970";"TRIESTE";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"NUOVO PSI";15175;"FABBRUCCI";"ROBERTO";"07/12/1944";"TREVIGLIO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"ABOLIZIONE SCORPORO";1159;"BIAGETTI";"ALESSANDRO";"31/10/1972";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"ABOLIZIONE SCORPORO";1159;"DE PEPPO";"MARIA";"13/01/1952";"BARI";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"FIAMMA TRICOLORE";15327;"ROVETTA ARICI";"FILIPPO";"12/05/1971";"BRESCIA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"FIAMMA TRICOLORE";15327;"BARILANI";"QUIRICO";"09/11/1954";"CHIAVENNA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"FIAMMA TRICOLORE";15327;"BIOTTI";"VINCENZO";"12/11/1947";"GAZZADA SCHIANNO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"FIAMMA TRICOLORE";15327;"MACONI";"GIANMARIO";"13/03/1966";"BERGAMO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"DEMOCRATICI SINISTRA";204078;"BUFFO";"GLORIA";"14/09/1954";"MILANO";"F";"U"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"DEMOCRATICI SINISTRA";204078;"TOLOTTI";"FRANCESCO";"15/08/1952";"BRESCIA";"M";"E"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"DEMOCRATICI SINISTRA";204078;"BARTOLICH";"ADRIA";"01/12/1958";"BRUNATE";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"DEMOCRATICI SINISTRA";204078;"BARBIERI";"GIOVANNI";"01/02/1943";"MANERBIO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"PANNELLA-BONINO";68060;"DELLA VEDOVA";"BENEDETTO";"03/04/1962";"SONDRIO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"PANNELLA-BONINO";68060;"BERNARDINI";"RITA";"27/12/1952";"ROMA";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"PANNELLA-BONINO";68060;"FRATICELLI";"CARLO";"25/11/1954";"ORTONA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"PANNELLA-BONINO";68060;"PIZZICARA";"ROBERTA";"02/02/1955";"MILANO";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"LIBDEM.BASTA";6332;"GARATTI";"LUCIANO";"22/08/1951";"PIAN D'ARTOGNE";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"LIBDEM.BASTA";6332;"HAUNER";"GIONA";"09/12/1956";"BRESCIA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"LIBDEM.BASTA";6332;"ERCOLI";"RICCARDO";"02/04/1974";"ISEO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"LIBDEM.BASTA";6332;"BUSIN";"MARC";"28/08/1971";"AMSTERDAM (OLANDA)";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"DEMOCRAZIA EUROPEA";43739;"D'ANTONI";"SERGIO";"10/12/1946";"CALTANISSETTA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"IL GIRASOLE";44146;"SILVESTRI";"GIANPAOLO";"16/02/1954";"VILLANUOVA SUL CLISI";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"IL GIRASOLE";44146;"TREPICCIONE";"GIUSEPPE";"22/08/1963";"CASAPULLA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"IL GIRASOLE";44146;"LAMONICA";"MARCO";"22/10/1967";"BENEVENTO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 2";"IL GIRASOLE";44146;"LAZZARINI";"CLARA MARIAGRAZIA";"09/05/1944";"BERGAMO";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"CCD-CDU";23863;"ZOPPI";"ALDO";"06/03/1944";"STAGNO LOMBARDO CR";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"CCD-CDU";23863;"CINELLI";"GIUSEPPE";"17/05/1958";"MANDURIA TA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"LISTA DI PIETRO";39010;"INVERNIZZI";"GIUSEPPE DETTO BEPPE";"20/11/1943";"MIRADOLO TERME PV";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"LISTA DI PIETRO";39010;"CASTALDO";"LUIGI ANGELO";"02/10/1951";"AFRAGOLA NA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"IL GIRASOLE";19310;"BALZAMO";"GIUSEPPINA";"02/04/1950";"PAVIA PV";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"IL GIRASOLE";19310;"UBERTI";"MARZIO";"28/02/1957";"SAN BENEDETTO PO MN";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"DEMOCRAZIA EUROPEA";15937;"PIZZOCRI";"RINALDO";"19/06/1955";"LODI LO";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"DEMOCRATICI SINISTRA";179706;"BERSANI";"PIER LUIGI";"29/09/1951";"BETTOLA (PC)";"M";"U"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"DEMOCRATICI SINISTRA";179706;"CAPITELLI";"PIERA";"27/11/1949";"STRADELLAPV";"F";"E"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"FORZA ITALIA";319689;"BIONDI";"ALFREDO PAOLO PIETRO";"29/06/1928";"PISA PI";"M";"E"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"FORZA ITALIA";319689;"PINTO";"MARIA GABRIELLA";"01/03/1958";"CARBONIA CA";"F";"E"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"ALLEANZA NAZIONALE";82821;"BECCALOSSI";"VIVIANA";"10/09/1971";"DESENZANO DEL GARDA";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"ALLEANZA NAZIONALE";82821;"GARNERO SANTANCHE'";"DANIELA";"07/04/1961";"CUNEO CN";"F";"E"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"RIFONDAZIONE COMUNISTA";58706;"SORINI";"FAUSTO";"08/07/1953";"CREMA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"RIFONDAZIONE COMUNISTA";58706;"MAGGIONI";"GIUSEPPINA DETTA GIUSI";"13/01/1954";"MILANO MI";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"PAESE NUOVO";1760;"STUCCHI";"DAVIDE";"31/08/1973";"VOGHERA PV";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"LEGA NORD";82937;"FAVA";"GIOVANNI";"08/05/1968";"VIADANA MN";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"LEGA NORD";82937;"COMAROLI";"SILVANA ANDREINA";"27/03/1967";"SONCINO CR";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"COMUNISTI ITALIANI";16052;"POLENGHI";"DANIELA";"04/04/1948";"CREMONA CR";"F";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"COMUNISTI ITALIANI";16052;"NEGRINI";"FRANCESCO";"20/10/1970";"MANTOVA MN";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"ABOLIZIONE SCORPORO";767;"D'ARCANGELO";"GABRIELE LANFRANCO";"04/09/1951";"PENNE";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"ABOLIZIONE SCORPORO";767;"CARDONE";"MAURO";"28/12/1967";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"PANNELLA-BONINO";25630;"CAPEZZONE";"DANIELE";"08/09/1972";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"PANNELLA-BONINO";25630;"BERTE'";"LUCIO";"17/02/1940";"STRADELLA (PV)";"M";"N"
13/5/2001 00:00:00;"C";"LOMBARDIA 3";"LA MARGHERITA";100033;"MONACO";"FRANCESCO DETTO FRANCO";"15/05/1951";"LEGNANO MI";"M";"U"
13/5/2001 00:00:00;"C";"TRENTINO ALTO ADIGE";"SVP";200059;"MAGNAGO";"SILVIUS";"05/02/1914";"MERANO";"M";"N"
13/5/2001 00:00:00;"C";"TRENTINO ALTO ADIGE";"PANNELLA-BONINO";11808;"CICCIOMESSERE";"ROBERTO";"30/10/1946";"BOLZANO";"M";"N"
13/5/2001 00:00:00;"C";"TRENTINO ALTO ADIGE";"LISTA DI PIETRO";24663;"SCOTONI";"ITALO";"26/04/1962";"TRENTO";"M";"N"
13/5/2001 00:00:00;"C";"TRENTINO ALTO ADIGE";"ALLEANZA NAZIONALE";57865;"HOLZMANN";"GIORGIO";"21/01/1957";"BOLZANO";"M";"N"
13/5/2001 00:00:00;"C";"TRENTINO ALTO ADIGE";"ABOLIZIONE SCORPORO";501;"BONO";"GIUSEPPE";"03/07/1971";"SCIACCA";"M";"N"
13/5/2001 00:00:00;"C";"TRENTINO ALTO ADIGE";"CCD-CDU";12673;"BISSON";"GIANPAOLO";"01/05/1941";"BRENNERO";"M";"N"
13/5/2001 00:00:00;"C";"TRENTINO ALTO ADIGE";"DEMOCRATICI SINISTRA";54155;"COGO";"MARGHERITA";"02/10/1951";"TIONE DI TRENTO";"F";"N"
13/5/2001 00:00:00;"C";"TRENTINO ALTO ADIGE";"LA MARGHERITA";70853;"MATTARELLA";"SERGIO";"23/07/1941";"PALERMO";"M";"E"
13/5/2001 00:00:00;"C";"TRENTINO ALTO ADIGE";"DEMOCRAZIA EUROPEA";9643;"DALRI'";"PAOLO";"08/03/1944";"ROMENO";"M";"N"
13/5/2001 00:00:00;"C";"TRENTINO ALTO ADIGE";"LEGA NORD";22273;"FILIPPIN";"GIUSEPPE";"17/06/1951";"ERTO CASSO";"M";"N"
13/5/2001 00:00:00;"C";"TRENTINO ALTO ADIGE";"IL GIRASOLE";23663;"KURY";"CRISTINA ANNA BERTA";"16/01/1949";"CERMES";"F";"N"
13/5/2001 00:00:00;"C";"TRENTINO ALTO ADIGE";"FORZA ITALIA";100801;"SCARPA BONAZZA BUORA";"PAOLO";"01/10/1957";"PORTOGRUARO";"M";"E"
13/5/2001 00:00:00;"C";"TRENTINO ALTO ADIGE";"COMUNISTI ITALIANI";3046;"CUFFARO";"ANTONINO";"21/04/1932";"SAMBUCA DI SICILIA";"M";"N"
13/5/2001 00:00:00;"C";"TRENTINO ALTO ADIGE";"RIFONDAZIONE COMUNISTA";16510;"BRISCA IN MENAPACE";"LIDIA";"03/04/1924";"NOVARA";"F";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"ABOLIZIONE SCORPORO";1631;"PIANA";"MASSIMO MARIA";"03/04/1973";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"ABOLIZIONE SCORPORO";1631;"CARDONE";"MAURO";"28/12/1967";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"DEMOCRAZIA EUROPEA";41001;"CRISTOFORI";"NINO";"31/07/1930";"FERRARA";"M";"N"
