"DATAELEZIONE";"CODTIPOELEZIONE";"CIRCOSCRIZIONE";"descrlista";"votiLista";"cognome";"nome";"datanascita";"luogonascita";"sesso";"CODTIPOELETTO"
13/5/2001 00:00:00;"C";"VENETO 1";"DEMOCRAZIA EUROPEA";41001;"BUTTURINI";"GIUSEPPE";"03/07/1936";"REVERE -MN-";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"FORZA ITALIA";618806;"TREMONTI";"GIULIO";"18/08/1947";"SONDRIO";"M";"E"
13/5/2001 00:00:00;"C";"VENETO 1";"FORZA ITALIA";618806;"FERRO";"GIUSEPPE MASSIMO";"03/04/1959";"SAN BONIFACIO -VR-";"M";"E"
13/5/2001 00:00:00;"C";"VENETO 1";"FORZA ITALIA";618806;"SGARBI";"VITTORIO";"08/05/1952";"FERRARA";"M";"E"
13/5/2001 00:00:00;"C";"VENETO 1";"LISTA DI PIETRO";83767;"DONADI";"MASSIMO";"11/02/1963";"VENEZIA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"LISTA DI PIETRO";83767;"GIULIANA";"CARLO GUSTAVO";"30/11/1953";"PALERMO";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"FORZA NUOVA";10048;"BUSSINELLO";"ROBERTO";"12/09/1959";"VERONA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"FORZA NUOVA";10048;"CELIN";"SERGIO";"25/12/1953";"PADOVA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"FORZA NUOVA";10048;"LOMASTRO";"ALBERTO";"25/05/1967";"TREVISO";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"IL GIRASOLE";39524;"VENOSI";"ERASMO";"21/07/1948";"SALERNO";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"IL GIRASOLE";39524;"TOTOLO";"DAVIDE";"30/04/1969";"VERONA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"IL GIRASOLE";39524;"TADDEO";"FRANCA";"09/01/1948";"NAPOLI";"F";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"CCD-CDU";61191;"BUTTIGLIONE";"ROCCO";"06/06/1948";"GALLIPOLI";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"CCD-CDU";61191;"CATONE";"GIAMPIERO";"01/06/1956";"NAPOLI";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"CCD-CDU";61191;"FRIGO";"GIANCARLO";"18/05/1951";"VERONA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"NUOVO PSI";15021;"PASE";"ROSANNA";"18/06/1945";"VERONA";"F";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"NUOVO PSI";15021;"DESTRO";"GIANFRANCO";"05/08/1949";"PADOVA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"NUOVO PSI";15021;"RIZZATO";"PAOLO";"24/02/1951";"ROVIGO";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"RIFONDAZIONE COMUNISTA";63622;"VALPIANA";"TIZIANA";"21/11/1951";"BRESCIA";"F";"E"
13/5/2001 00:00:00;"C";"VENETO 1";"RIFONDAZIONE COMUNISTA";63622;"BENVEGNU'";"PAOLO";"18/03/1952";"CESSALTO -TV-";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"RIFONDAZIONE COMUNISTA";63622;"CAMMARATA";"PATRIZIA";"12/01/1959";"VICENZA";"F";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"LIGA FRONTE VENETO";44173;"BERTACCO";"GRAZIANO";"25/11/1963";"SANDRIGO -VI-";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"LIGA FRONTE VENETO";44173;"TRAMARIN";"ACHILLE";"12/08/1946";"PADOVA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"ALLEANZA NAZIONALE";166295;"URSO";"ADOLFO";"12/07/1957";"PADOVA";"M";"E"
13/5/2001 00:00:00;"C";"VENETO 1";"ALLEANZA NAZIONALE";166295;"GASPAROTTO";"VALTER";"31/08/1956";"SANDRIGO -VI-";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"ALLEANZA NAZIONALE";166295;"COPPOLA";"MARIALUISA";"02/11/1960";"VICENZA";"F";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"DEMOCRATICI SINISTRA";189045;"FOLENA";"PIETRO";"14/08/1957";"PADOVA";"M";"U"
13/5/2001 00:00:00;"C";"VENETO 1";"DEMOCRATICI SINISTRA";189045;"TRUPIA";"OSVALDA DETTA LALLA";"31/05/1948";"VICENZA";"F";"E"
13/5/2001 00:00:00;"C";"VENETO 1";"DEMOCRATICI SINISTRA";189045;"RUZZANTE";"PIERO";"11/06/1963";"PADOVA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"LA MARGHERITA";267076;"LETTA";"ENRICO";"20/08/1966";"PISA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"LEGA NORD";178601;"GASPERINI";"LUCIANO";"15/06/1935";"LONIGO -VI-";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"LEGA NORD";178601;"SECCHIERI";"FRANCO";"22/10/1946";"ROVIGO";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"LEGA NORD";178601;"RICHELLI";"PAOLO";"07/09/1955";"VERONA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"COMUNISTI ITALIANI";20599;"GALANTE";"SEVERINO";"20/05/1944";"NOVENTA PADOVANA -PD-";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"COMUNISTI ITALIANI";20599;"BRIZZI";"SIMONETTA";"11/06/1957";"VERONA";"F";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"COMUNISTI ITALIANI";20599;"FARINA";"GIUSEPPE";"31/05/1921";"MILANO";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"PANNELLA-BONINO";48363;"LANDI";"FERDINANDO";"20/09/1922";"VICENZA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"PANNELLA-BONINO";48363;"CARRARO";"VASCO";"21/02/1947";"PADOVA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 1";"PANNELLA-BONINO";48363;"CARRETTA";"DAVID";"15/10/1974";"ARZIGNANO-VI-";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"LIGA FRONTE VENETO";30180;"SCAGGIANTE";"RENZO";"28/09/1960";"MARCON";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"ABOLIZIONE SCORPORO";1001;"BIAGETTI";"ALESSANDRO";"31/10/1972";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"ABOLIZIONE SCORPORO";1001;"CARDONE";"MAURO";"28/12/1967";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"CCD-CDU";35762;"LINCETTO";"LUCIANO";"02/09/1947";"CADONEGHE";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"CCD-CDU";35762;"SAVELLI";"GIULIO";"27/09/1941";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"IL GIRASOLE";27678;"RESLER";"ELSO";"31/07/1952";"CHIOGGIA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"IL GIRASOLE";27678;"CAZZOLATO";"CLAUDIO";"01/04/1950";"BRIEY";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"LISTA DI PIETRO";59081;"GIULIANA";"CARLO GUSTAVO";"30/11/1953";"PALERMO";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"PAESE NUOVO";1812;"BASSO";"GIULIANO";"10/02/1956";"MEDUNA DI LIVENZA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"PANNELLA-BONINO";33745;"CICCIOMESSERE";"ROBERTO";"30/10/1946";"BOLZANO";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"PANNELLA-BONINO";33745;"PILOTTO";"FABRIZIO";"06/08/1960";"CASTELFRANCO VENETO";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"NUOVO PSI";10825;"LARONI";"NEREO";"02/09/1942";"VENEZIA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"NUOVO PSI";10825;"DE BIASI";"GRAZIANO";"03/02/1943";"BREDA DI PIAVE";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"FORZA ITALIA";364992;"FRATTINI";"FRANCO";"14/03/1957";"ROMA";"M";"E"
13/5/2001 00:00:00;"C";"VENETO 2";"FORZA ITALIA";364992;"COLLETTI";"LUCIO";"08/12/1924";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"DEMOCRATICI SINISTRA";140045;"POLLASTRINI";"BARBARA MARIA SIMONETTA";"30/09/1947";"DARFO BOARIO TERME";"F";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"DEMOCRATICI SINISTRA";140045;"MARTELLA";"ANDREA";"27/08/1968";"PORTOGRUARO";"M";"E"
13/5/2001 00:00:00;"C";"VENETO 2";"LEGA NORD";136399;"MICHIELON";"MAURO";"04/10/1960";"AARAU (SVIZZERA)";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"LEGA NORD";136399;"CODATO";"CLAUDIO";"03/11/1958";"SCORZE'";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"DEMOCRAZIA EUROPEA";15593;"ZOTTI";"ENZO";"13/07/1933";"TREBASELEGHE";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"COMUNISTI ITALIANI";14037;"NESI";"NERIO";"16/06/1925";"BOLOGNA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"COMUNISTI ITALIANI";14037;"DE ROCCO";"ELENA";"01/01/1949";"PIEVE DI SOLIGO";"F";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"RIFONDAZIONE COMUNISTA";55725;"BONATO";"FRANCESCO";"04/03/1950";"ROSARIO (ARGENTINA)";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"RIFONDAZIONE COMUNISTA";55725;"MORANDIN";"PAOLA";"29/07/1966";"AARAU (SVIZZERA)";"F";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"ALLEANZA NAZIONALE";94172;"SERENA";"ANTONIO";"01/03/1948";"PADOVA";"M";"E"
13/5/2001 00:00:00;"C";"VENETO 2";"ALLEANZA NAZIONALE";94172;"TESO";"MORENO";"15/09/1956";"ERACLEA";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"LA MARGHERITA";192355;"FISTAROL";"MAURIZIO";"12/04/1957";"BELLUNO";"M";"E"
13/5/2001 00:00:00;"C";"VENETO 2";"FIAMMA TRICOLORE";11534;"GRETTI";"ERMEN";"12/09/1948";"SEDICO";"M";"N"
13/5/2001 00:00:00;"C";"VENETO 2";"FIAMMA TRICOLORE";11534;"GATTO";"FLAVIO";"29/08/1963";"NOALE";"M";"N"
13/5/2001 00:00:00;"C";"FRIULI VENEZIA GIULIA";"IL GIRASOLE";14330;"RINALDI";"ELETTRA";"08/03/1969";"TRIESTE";"F";"N"
13/5/2001 00:00:00;"C";"FRIULI VENEZIA GIULIA";"LEGA NORD";66252;"NARDUZZI";"DANILO";"30/01/1963";"PORDENONE";"M";"N"
13/5/2001 00:00:00;"C";"FRIULI VENEZIA GIULIA";"LA MARGHERITA";175167;"ILLY";"RICCARDO";"24/09/1955";"TRIESTE";"M";"N"
13/5/2001 00:00:00;"C";"FRIULI VENEZIA GIULIA";"FORZA ITALIA";226188;"ROMOLI";"ETTORE";"09/04/1938";"FIRENZE";"M";"E"
13/5/2001 00:00:00;"C";"FRIULI VENEZIA GIULIA";"DEMOCRATICI SINISTRA";72143;"SPINI";"VALDO";"20/01/1946";"FIRENZE";"M";"U"
13/5/2001 00:00:00;"C";"FRIULI VENEZIA GIULIA";"ABOLIZIONE SCORPORO";896;"PIANA";"MASSIMO MARIA";"03/04/1973";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"FRIULI VENEZIA GIULIA";"TERZO POLO AUTONOMIA";2915;"MARCHESICH";"GIORGIO";"11/02/1955";"TRIESTE";"M";"N"
13/5/2001 00:00:00;"C";"FRIULI VENEZIA GIULIA";"RIFONDAZIONE COMUNISTA";36502;"ANTONAZ";"ROBERTO";"30/04/1951";"MONFALCONE";"M";"N"
13/5/2001 00:00:00;"C";"FRIULI VENEZIA GIULIA";"DEMOCRAZIA EUROPEA";17254;"MOLINARO";"ROBERTO";"09/04/1957";"UDINE";"M";"N"
13/5/2001 00:00:00;"C";"FRIULI VENEZIA GIULIA";"ALLEANZA NAZIONALE";101271;"FRANZ";"DANIELE";"11/06/1963";"UDINE";"M";"E"
13/5/2001 00:00:00;"C";"FRIULI VENEZIA GIULIA";"CCD-CDU";19117;"CATTARUZZI";"ENZO";"21/10/1954";"UDINE";"M";"N"
13/5/2001 00:00:00;"C";"FRIULI VENEZIA GIULIA";"LISTA DI PIETRO";33370;"BATTELLINO";"ALESSANDRA";"07/06/1951";"SAN DANIELE DEL FRIULI";"F";"N"
13/5/2001 00:00:00;"C";"FRIULI VENEZIA GIULIA";"COMUNISTI ITALIANI";13926;"VENIER";"IACOPO";"24/05/1966";"TRIESTE";"M";"N"
13/5/2001 00:00:00;"C";"FRIULI VENEZIA GIULIA";"PANNELLA-BONINO";24829;"GENTILI";"MARCO";"02/08/1954";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"PANNELLA-BONINO";30804;"CAPPATO";"MARCO";"25/05/1971";"MILANO";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"PANNELLA-BONINO";30804;"BARBIERI";"MARIA GRAZIA";"28/02/1946";"LA SPEZIA";"F";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"LEGA NORD";43276;"BOSSI";"UMBERTO";"19/09/1941";"CASSANO MAGNAGO";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"LEGA NORD";43276;"CHIAPPORI";"GIACOMO";"03/10/1953";"IMPERIA";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"ABOLIZIONE SCORPORO";773;"BONO";"GIUSEPPE";"03/07/1971";"SCIACCA";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"ABOLIZIONE SCORPORO";773;"DI NAPOLI";"ALESSANDRO";"10/01/1964";"POZZUOLI (NA)";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"LA MARGHERITA";132309;"BANTI";"EGIDIO";"29/04/1950";"LA SPEZIA";"M";"E"
13/5/2001 00:00:00;"C";"LIGURIA";"LA MARGHERITA";132309;"PESCIA";"STEFANO";"13/03/1947";"RAPALLO (GE)";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"IL GIRASOLE";22101;"VOLPONE";"ELIO";"31/07/1946";"MOCONESI (GE)";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"IL GIRASOLE";22101;"OPPEDISANO";"CORRADO";"07/09/1962";"GENOVA";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"FORZA ITALIA";323912;"SCAJOLA";"CLAUDIO";"15/01/1948";"IMPERIA";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"FORZA ITALIA";323912;"PARODI";"EOLO GIOVANNI";"21/05/1926";"SESTRI PONENTE (GE)";"M";"E"
13/5/2001 00:00:00;"C";"LIGURIA";"NUOVO PSI";8969;"NICOLINI";"CLAUDIO";"04/04/1942";"UDINE";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"NUOVO PSI";8969;"GIACOPINELLI";"VALERIO";"23/06/1953";"GENOVA";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"ALLEANZA NAZIONALE";103224;"MATTEOLI";"ALTERO";"08/09/1940";"CECINA";"M";"U"
13/5/2001 00:00:00;"C";"LIGURIA";"ALLEANZA NAZIONALE";103224;"BENEDETTI VALENTINI";"DOMENICO";"03/08/1946";"SPOLETO";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"COMUNISTI ITALIANI";26293;"COSSUTTA";"MAURA";"27/07/1951";"MONZA";"F";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"COMUNISTI ITALIANI";26293;"CASACCIA";"PIETRO DETTO PIERO";"18/04/1951";"SAVONA";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"RIFONDAZIONE COMUNISTA";65499;"MASCIA";"GRAZIELLA";"03/09/1953";"MAGENTA";"F";"E"
13/5/2001 00:00:00;"C";"LIGURIA";"RIFONDAZIONE COMUNISTA";65499;"AGNOLETTO";"VITTORIO EMANUELE";"06/03/1958";"MILANO";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"PAESE NUOVO";1364;"MERLO";"BARBARA";"13/12/1967";"GENOVA";"F";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"LISTA DI PIETRO";39922;"ROTA";"IVAN";"06/10/1958";"PALAZZAGO";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"CCD-CDU";23477;"ADOLFO";"VITTORIO";"09/11/1945";"IMPERIA";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"CCD-CDU";23477;"GIORDANO";"GIUSEPPE";"02/04/1959";"GENOVA";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"DEMOCRAZIA EUROPEA";20130;"ZOPPI";"PIETRO LUIGI";"05/03/1926";"LEVANTO (SP)";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"DEMOCRAZIA EUROPEA";20130;"MAIERON";"LORIS";"05/04/1962";"BUSALLA (GE)";"M";"N"
13/5/2001 00:00:00;"C";"LIGURIA";"DEMOCRATICI SINISTRA";264270;"BURLANDO";"CLAUDIO";"27/04/1954";"GENOVA";"M";"E"
13/5/2001 00:00:00;"C";"LIGURIA";"DEMOCRATICI SINISTRA";264270;"LABATE";"GRAZIA LUCIANA";"18/01/1947";"AGNA (PD)";"F";"E"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"FORZA ITALIA";695797;"TREMONTI";"GIULIO";"18/08/1947";"SONDRIO";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"FORZA ITALIA";695797;"LA MALFA";"GIORGIO";"13/10/1939";"MILANO";"M";"E"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"FORZA ITALIA";695797;"BERTOLINI";"ISABELLA";"21/07/1963";"MODENA";"F";"E"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"FORZA ITALIA";695797;"GARAGNANI";"FABIO";"15/10/1951";"SAN GIOVANNI IN PERSICETO";"M";"E"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"PAESE NUOVO";2811;"BERARDI";"CLAUDIO";"28/03/1952";"BOLOGNA";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"ALLEANZA NAZIONALE";282697;"BERSELLI";"FILIPPO";"20/09/1941";"BOLOGNA";"M";"E"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"ALLEANZA NAZIONALE";282697;"RAISI";"ENZO";"23/09/1961";"SAN LAZZARO DI SAVENA (BO)";"M";"E"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"ALLEANZA NAZIONALE";282697;"AIMI";"ENRICO";"10/03/1960";"MODENA";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"ALLEANZA NAZIONALE";282697;"BARTOLINI";"LUCA";"13/05/1967";"PREMILCUORE (FC)";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"IL GIRASOLE";60845;"PIAZZA";"ANGELO";"13/09/1955";"BOLOGNA";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"IL GIRASOLE";60845;"MEZZATESTA";"FRANCESCO";"01/05/1946";"PARMA";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"IL GIRASOLE";60845;"DI FOLCO";"MARCELLA";"07/03/1943";"ROMA";"F";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"NUOVO PSI";32560;"BACIALLI";"LUCIANO";"11/02/1948";"CAMUGNANO(BO)";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"NUOVO PSI";32560;"COSTANTINO";"ANTONIO DETTO FRANCO";"08/07/1938";"VIBO VALENTIA (CZ)";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"NUOVO PSI";32560;"GALLONE";"GILBERTO";"10/12/1953";"CEGLIE MESSAPICO (BR)";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"RIFONDAZIONE COMUNISTA";161975;"GIORDANO";"FRANCESCO";"26/08/1957";"BARI";"M";"E"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"RIFONDAZIONE COMUNISTA";161975;"DE SIMONE";"CATERINA (DETTA TITTI)";"15/02/1970";"PALERMO";"F";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"RIFONDAZIONE COMUNISTA";161975;"SCONCIAFORNI";"ROBERTO";"31/05/1968";"BOLOGNA";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"RIFONDAZIONE COMUNISTA";161975;"DONINI";"MONICA";"04/07/1960";"CESENA";"F";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"LEGA NORD";76012;"BOSSI";"UMBERTO";"19/09/1941";"CASSANO MAGNAGO";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"LEGA NORD";76012;"PINI";"GIANLUCA";"09/03/1973";"BOLOGNA";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"LEGA NORD";76012;"ALESSANDRI";"ANGELO";"29/09/1969";"REGGIO EMILIA";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"LEGA NORD";76012;"FISCHETTI";"FRANCO";"25/11/1950";"BOLOGNA";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"DEMOCRAZIA EUROPEA";30812;"FRANZONI";"EMILIO";"07/02/1948";"BOLOGNA";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"DEMOCRAZIA EUROPEA";30812;"POLI";"MAURO";"02/12/1947";"BOLOGNA";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"PANNELLA-BONINO";66188;"COSCIONI";"LUCA";"16/07/1967";"ORVIETO";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"PANNELLA-BONINO";66188;"PANNELLA";"GIACINTO DETTO MARCO";"02/05/1930";"TERAMO";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"PANNELLA-BONINO";66188;"MISCHIATTI";"MONICA";"26/08/1957";"CODIGORO (FE)";"F";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"PANNELLA-BONINO";66188;"GRANDI";"CRISTIANO";"11/07/1942";"PIACENZA";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"COMUNISTI ITALIANI";46567;"COSSUTTA";"ARMANDO";"02/09/1926";"MILANO";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"COMUNISTI ITALIANI";46567;"DOLCI";"LOREDANA";"01/10/1962";"ROMA";"F";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"COMUNISTI ITALIANI";46567;"NICOLARAKIS";"ELPIDOFOROS";"02/10/1942";"GRECIA";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"COMUNISTI ITALIANI";46567;"VISTOLI";"PAOLA";"04/01/1970";"RAVENNA";"F";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"CCD-CDU";67069;"CASINI";"PIER FERDINANDO";"03/12/1955";"BOLOGNA";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"CCD-CDU";67069;"GIOVANARDI";"CARLO AMEDEO";"15/01/1950";"MODENA";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"CCD-CDU";67069;"MAZZONI";"ERMINIA";"28/04/1965";"NAPOLI";"F";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"CCD-CDU";67069;"POLLINI";"PIERLUIGI";"20/09/1954";"RIMINI";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"DEMOCRATICI SINISTRA";843201;"ZANI";"SECONDO  DETTO MAURO";"22/11/1949";"SALA BOLOGNESE";"M";"E"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"DEMOCRATICI SINISTRA";843201;"MONTECCHI";"ELENA";"30/09/1954";"REGGIO EMILIA";"F";"E"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"DEMOCRATICI SINISTRA";843201;"GRILLINI";"FRANCO";"14/03/1955";"PIANORO (BO)";"M";"E"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"DEMOCRATICI SINISTRA";843201;"ZANOTTI";"KATIA";"01/04/1952";"BOLOGNA";"F";"E"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"ABOLIZIONE SCORPORO";1505;"MICELI PICARDI";"PIERFRANCESCO";"04/10/1958";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"ABOLIZIONE SCORPORO";1505;"DI NAPOLI";"ALESSANDRO";"10/01/1964";"POZZUOLI (NA)";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"LA MARGHERITA";452138;"PISTELLI";"LAPO";"20/06/1964";"FIRENZE";"M";"U"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"LA MARGHERITA";452138;"MAZZUCA";"CARLA";"19/07/1943";"ROMA";"F";"E"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"LA MARGHERITA";452138;"FERRARI";"PIER LUIGI";"22/08/1945";"BORGO VALDI TARO (PR)";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"LA MARGHERITA";452138;"FIORILLO";"BIANCA MARIA";"01/03/1945";"VENEZIA";"F";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"LISTA DI PIETRO";103133;"DI PIETRO";"ANTONIO";"02/10/1950";"MONTENERO DI BISACCIA";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"LISTA DI PIETRO";103133;"MURA";"SILVANA";"22/07/1958";"CHIARI (BS)";"F";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"LISTA DI PIETRO";103133;"DI DOMENICO";"MARIO";"09/11/1959";"CAPISTRELLO";"M";"N"
13/5/2001 00:00:00;"C";"EMILIA-ROMAGNA";"LISTA DI PIETRO";103133;"LONGO";"BARBARA";"02/11/1975";"BRINDISI";"F";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"DEMOCRATICI SINISTRA";770063;"CHITI";"VANNINO";"26/12/1947";"PISTOIA";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"DEMOCRATICI SINISTRA";770063;"BOLOGNESI";"MARIDA";"18/09/1952";"LIVORNO";"F";"E"
13/5/2001 00:00:00;"C";"TOSCANA";"DEMOCRATICI SINISTRA";770063;"NIEDDU";"GONARIO";"20/05/1956";"MAMOIADA";"M";"E"
13/5/2001 00:00:00;"C";"TOSCANA";"DEMOCRATICI SINISTRA";770063;"MAGNOLFI";"BEATRICE MARIA";"14/08/1951";"FIRENZE";"F";"E"
