"REGIONE";"COLLEGIO";"PROVINCIA";"COMUNE";"ELETTORI_TOTALI";"ELETTORI_MASCHI";"VOTANTI_TOTALI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"NOVA PONENTE";"2538";;"2143";"1084";"47";"SCELTA CIVICA CON MONTI PER L'ITALIA";"55"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"ORTISEI";"3105";;"2600";"1272";"75";"SCELTA CIVICA CON MONTI PER L'ITALIA";"148"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"PERCA";"1024";;"889";"453";"20";"SCELTA CIVICA CON MONTI PER L'ITALIA";"18"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"PONTE GARDENA";"114";;"102";"51";"2";"SCELTA CIVICA CON MONTI PER L'ITALIA";"8"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"CASTELROTTO";"4314";;"3589";"1777";"99";"SCELTA CIVICA CON MONTI PER L'ITALIA";"129"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"CHIENES";"1859";;"1584";"813";"41";"SCELTA CIVICA CON MONTI PER L'ITALIA";"32"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"CHIUSA";"3403";;"2994";"1490";"91";"SCELTA CIVICA CON MONTI PER L'ITALIA";"112"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"BRUNICO";"10485";;"8557";"4154";"203";"SCELTA CIVICA CON MONTI PER L'ITALIA";"490"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"CAMPO DI TRENS";"1759";;"1507";"780";"34";"SCELTA CIVICA CON MONTI PER L'ITALIA";"28"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"CAMPO TURES";"3547";;"3019";"1502";"99";"SCELTA CIVICA CON MONTI PER L'ITALIA";"76"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"MONGUELFO-TESIDO";"1847";;"1536";"783";"57";"SCELTA CIVICA CON MONTI PER L'ITALIA";"52"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"TERENTO";"1151";;"958";"498";"32";"SCELTA CIVICA CON MONTI PER L'ITALIA";"6"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"CORVARA IN BADIA";"1001";;"835";"410";"12";"SCELTA CIVICA CON MONTI PER L'ITALIA";"24"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"DOBBIACO";"2301";;"1914";"960";"50";"SCELTA CIVICA CON MONTI PER L'ITALIA";"98"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"SAN MARTINO IN BADIA";"1176";;"1001";"514";"22";"L'ALTO ADIGE NEL CUORE";"3"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"SAN MARTINO IN PASSIRIA";"2111";;"1691";"870";"71";"L'ALTO ADIGE NEL CUORE";"1"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"SAN PANCRAZIO";"1085";;"905";"463";"33";"L'ALTO ADIGE NEL CUORE";"1"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"NAZ-SCIAVES";"1842";;"1614";"821";"33";"L'ALTO ADIGE NEL CUORE";"3"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"GARGAZZONE";"1156";;"968";"486";"8";"L'ALTO ADIGE NEL CUORE";"4"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"GLORENZA";"621";;"517";"270";"15";"L'ALTO ADIGE NEL CUORE";"3"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"LACES";"3379";;"2765";"1365";"66";"L'ALTO ADIGE NEL CUORE";"1"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"LAGUNDO";"3409";;"2803";"1321";"48";"L'ALTO ADIGE NEL CUORE";"13"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"LAION";"1713";;"1485";"745";"54";"L'ALTO ADIGE NEL CUORE";"1"
"TRENTINO-ALTO ADIGE";"BOLZANO";"BOLZANO";"LAIVES";"11757";;"9634";"4724";"166";"L'ALTO ADIGE NEL CUORE";"409"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"LANA";"7576";;"6291";"3007";"157";"L'ALTO ADIGE NEL CUORE";"16"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"LASA";"2674";;"2210";"1115";"47";"L'ALTO ADIGE NEL CUORE";"1"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"LAUREGNO";"229";;"165";"94";"13";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"LA VALLE";"872";;"750";"400";"23";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"LUSON";"979";;"833";"410";"25";"L'ALTO ADIGE NEL CUORE";"1"
"TRENTINO-ALTO ADIGE";"BOLZANO";"BOLZANO";"MAGRE' SULLA STRADA DEL VINO";"830";;"719";"361";"36";"L'ALTO ADIGE NEL CUORE";"14"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"MALLES VENOSTA";"3400";;"2758";"1389";"83";"L'ALTO ADIGE NEL CUORE";"4"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"MAREBBE";"1961";;"1616";"819";"55";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"MARLENGO";"1756";;"1482";"726";"25";"L'ALTO ADIGE NEL CUORE";"2"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"MARTELLO";"604";;"502";"275";"9";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"MELTINA";"1074";;"922";"486";"22";"L'ALTO ADIGE NEL CUORE";"2"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"MERANO";"25487";;"19695";"9204";"284";"L'ALTO ADIGE NEL CUORE";"149"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"PRATO ALLO STELVIO";"2275";;"1851";"944";"49";"L'ALTO ADIGE NEL CUORE";"1"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"PREDOI";"427";;"346";"193";"16";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"PROVES";"187";;"159";"100";"10";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"RACINES";"2950";;"2446";"1264";"64";"L'ALTO ADIGE NEL CUORE";"2"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"RASUN ANTERSELVA";"1898";;"1598";"832";"47";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"RENON";"4912";;"4109";"2083";"121";"L'ALTO ADIGE NEL CUORE";"4"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"RIFIANO";"914";;"782";"385";"19";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"RIO DI PUSTERIA";"1886";;"1584";"805";"43";"L'ALTO ADIGE NEL CUORE";"1"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"RODENGO";"788";;"698";"361";"20";"L'ALTO ADIGE NEL CUORE";"1"
"TRENTINO-ALTO ADIGE";"BOLZANO";"BOLZANO";"SALORNO";"2135";;"1760";"889";"38";"L'ALTO ADIGE NEL CUORE";"63"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"SAN CANDIDO";"2262";;"1807";"881";"44";"L'ALTO ADIGE NEL CUORE";"5"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"SAN GENESIO ATESINO";"1986";;"1737";"879";"43";"L'ALTO ADIGE NEL CUORE";"2"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"SAN LEONARDO IN PASSIRIA";"2425";;"1976";"1014";"43";"L'ALTO ADIGE NEL CUORE";"3"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"SAN LORENZO DI SEBATO";"2523";;"2144";"1057";"66";"L'ALTO ADIGE NEL CUORE";"5"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"TERLANO";"2794";;"2408";"1171";"34";"L'ALTO ADIGE NEL CUORE";"14"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"BRESSANONE";"13769";;"11354";"5407";"180";"L'ALTO ADIGE NEL CUORE";"146"
"TRENTINO-ALTO ADIGE";"BOLZANO";"BOLZANO";"EGNA";"3379";;"2879";"1398";"86";"L'ALTO ADIGE NEL CUORE";"67"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"FALZES";"1827";;"1548";"775";"62";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"FIE' ALLO SCILIAR";"2243";;"1876";"924";"60";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"FORTEZZA";"585";;"488";"239";"4";"L'ALTO ADIGE NEL CUORE";"11"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"FUNES";"1705";;"1472";"738";"33";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"GAIS";"2143";;"1847";"938";"60";"L'ALTO ADIGE NEL CUORE";"1"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"VALDAORA";"2083";;"1765";"896";"60";"L'ALTO ADIGE NEL CUORE";"2"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"VAL DI VIZZE";"1930";;"1609";"802";"46";"L'ALTO ADIGE NEL CUORE";"4"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"VALLE AURINA";"3998";;"3373";"1711";"136";"L'ALTO ADIGE NEL CUORE";"1"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"VALLE DI CASIES";"1498";;"1314";"672";"41";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"VANDOIES";"2173";;"1838";"935";"59";"L'ALTO ADIGE NEL CUORE";"1"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"VARNA";"2825";;"2414";"1182";"37";"L'ALTO ADIGE NEL CUORE";"6"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"VELTURNO";"1801";;"1560";"775";"45";"L'ALTO ADIGE NEL CUORE";"1"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"VERANO";"621";;"525";"281";"8";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"VILLABASSA";"964";;"761";"372";"16";"L'ALTO ADIGE NEL CUORE";"2"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"VILLANDRO";"1268";;"1079";"568";"47";"L'ALTO ADIGE NEL CUORE";"2"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"VIPITENO";"4568";;"3574";"1780";"84";"L'ALTO ADIGE NEL CUORE";"39"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"SESTO";"1328";;"1052";"504";"26";"L'ALTO ADIGE NEL CUORE";"2"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"SILANDRO";"3947";;"3310";"1611";"71";"L'ALTO ADIGE NEL CUORE";"7"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"SLUDERNO";"1260";;"992";"487";"19";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"SANTA CRISTINA VALGARDENA";"1266";;"1054";"541";"35";"L'ALTO ADIGE NEL CUORE";"1"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"SARENTINO";"4760";;"4058";"2038";"106";"L'ALTO ADIGE NEL CUORE";"2"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"SCENA";"1931";;"1601";"815";"50";"L'ALTO ADIGE NEL CUORE";"2"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"SELVA DEI MOLINI";"994";;"830";"447";"33";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"ANDRIANO";"688";;"607";"305";"12";"L'ALTO ADIGE NEL CUORE";"1"
"TRENTINO-ALTO ADIGE";"BOLZANO";"BOLZANO";"ALDINO";"1124";;"946";"486";"55";"L'ALTO ADIGE NEL CUORE";"3"
"TRENTINO-ALTO ADIGE";"BOLZANO";"BOLZANO";"APPIANO SULLA STRADA DEL VINO";"9562";;"8111";"3956";"303";"L'ALTO ADIGE NEL CUORE";"106"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"AVELENGO";"494";;"411";"217";"14";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"BADIA";"2308";;"1946";"946";"34";"L'ALTO ADIGE NEL CUORE";"3"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"BARBIANO";"1086";;"921";"465";"32";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"BOLZANO";"BOLZANO";"BOLZANO";"69871";;"56954";"26733";"1031";"L'ALTO ADIGE NEL CUORE";"3170"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"BRAIES";"458";;"371";"193";"9";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"BRENNERO";"1361";;"1109";"576";"35";"L'ALTO ADIGE NEL CUORE";"4"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"SELVA DI VAL GARDENA";"1790";;"1464";"744";"37";"L'ALTO ADIGE NEL CUORE";"3"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"SENALES";"913";;"779";"408";"20";"L'ALTO ADIGE NEL CUORE";"1"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"SENALE-SAN FELICE";"519";;"444";"229";"14";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"BOLZANO";"BOLZANO";"TERMENO SULLA STRADA DEL VINO";"2235";;"1945";"953";"101";"L'ALTO ADIGE NEL CUORE";"8"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"TESIMO";"1332";;"1112";"567";"32";"L'ALTO ADIGE NEL CUORE";"3"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"TIRES";"641";;"562";"284";"12";"L'ALTO ADIGE NEL CUORE";"0"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"FLAVON";"365";;"297";"150";"6";"SVP - PATT - PD - UPT";"142"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"FOLGARIA";"2385";;"1691";"867";"45";"SVP - PATT - PD - UPT";"727"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"FONDO";"951";;"714";"361";"30";"SVP - PATT - PD - UPT";"327"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"FORNACE";"817";;"688";"355";"22";"SVP - PATT - PD - UPT";"292"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"FRASSILONGO";"253";;"152";"82";"6";"SVP - PATT - PD - UPT";"60"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"GIOVO";"1759";;"1470";"749";"24";"SVP - PATT - PD - UPT";"800"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"GIUSTINO";"506";;"429";"206";"23";"SVP - PATT - PD - UPT";"153"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"GRAUNO";"101";;"80";"38";"3";"SVP - PATT - PD - UPT";"38"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"FAEDO";"432";;"347";"185";"13";"SVP - PATT - PD - UPT";"191"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"FAI DELLA PAGANELLA";"681";;"498";"260";"17";"SVP - PATT - PD - UPT";"218"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"RONCONE";"1032";;"784";"393";"46";"SVP - PATT - PD - UPT";"367"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"RONZO-CHIENIS";"740";;"578";"313";"19";"SVP - PATT - PD - UPT";"268"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"RONZONE";"274";;"207";"112";"12";"SVP - PATT - PD - UPT";"82"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"ROVERE' DELLA LUNA";"1055";;"893";"455";"26";"SVP - PATT - PD - UPT";"360"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"ROVERETO";"26139";;"21016";"10021";"467";"SVP - PATT - PD - UPT";"9101"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"RUMO";"593";;"476";"254";"16";"SVP - PATT - PD - UPT";"262"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"SAGRON MIS";"148";;"118";"58";"3";"SVP - PATT - PD - UPT";"77"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"SAMONE";"386";;"325";"167";"8";"SVP - PATT - PD - UPT";"173"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"SAN LORENZO IN BANALE";"809";;"653";"325";"16";"SVP - PATT - PD - UPT";"344"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"GARNIGA TERME";"291";;"218";"118";"3";"SVP - PATT - PD - UPT";"106"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"MALOSCO";"283";;"209";"109";"13";"SVP - PATT - PD - UPT";"82"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"MASSIMENO";"88";;"65";"30";"2";"SVP - PATT - PD - UPT";"17"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"MAZZIN";"346";;"258";"124";"8";"SVP - PATT - PD - UPT";"57"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"MEZZANA";"631";;"453";"237";"28";"SVP - PATT - PD - UPT";"176"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"CALAVINO";"969";;"822";"425";"24";"SVP - PATT - PD - UPT";"346"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CALCERANICA AL LAGO";"958";;"744";"364";"16";"SVP - PATT - PD - UPT";"304"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"CALDES";"763";;"617";"322";"28";"SVP - PATT - PD - UPT";"307"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"ALA";"5704";;"4752";"2404";"125";"SVP - PATT - PD - UPT";"1905"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"ALBIANO";"990";;"827";"421";"23";"SVP - PATT - PD - UPT";"275"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"ALDENO";"2092";;"1769";"875";"37";"SVP - PATT - PD - UPT";"819"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"AMBLAR";"181";;"128";"72";"4";"SVP - PATT - PD - UPT";"59"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"ANDALO";"760";;"544";"289";"15";"SVP - PATT - PD - UPT";"166"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"ARCO";"11710";;"9686";"4733";"250";"SVP - PATT - PD - UPT";"4218"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"AVIO";"2807";;"2320";"1175";"75";"SVP - PATT - PD - UPT";"811"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"BASELGA DI PINE'";"3511";;"2767";"1388";"63";"SVP - PATT - PD - UPT";"1150"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"BEDOLLO";"1098";;"850";"457";"19";"SVP - PATT - PD - UPT";"340"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"BERSONE";"219";;"189";"93";"10";"SVP - PATT - PD - UPT";"78"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"LEDRO";"3765";;"2919";"1456";"93";"SVP - PATT - PD - UPT";"1249"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"OSPEDALETTO";"568";;"475";"242";"10";"SVP - PATT - PD - UPT";"177"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"OSSANA";"586";;"461";"221";"15";"SVP - PATT - PD - UPT";"249"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"PADERGNONE";"511";;"430";"222";"17";"SVP - PATT - PD - UPT";"191"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"PALU' DEL FERSINA";"144";;"101";"56";"1";"SVP - PATT - PD - UPT";"54"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"PANCHIA'";"554";;"427";"226";"20";"SVP - PATT - PD - UPT";"113"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"PEIO";"1414";;"1083";"577";"46";"SVP - PATT - PD - UPT";"560"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"PELLIZZANO";"592";;"420";"211";"10";"SVP - PATT - PD - UPT";"206"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"PELUGO";"256";;"211";"97";"5";"SVP - PATT - PD - UPT";"48"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"PERGINE VALSUGANA";"14083";;"11155";"5453";"210";"SVP - PATT - PD - UPT";"4722"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"CAVEDAGO";"393";;"303";"156";"7";"SVP - PATT - PD - UPT";"138"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"MEZZANO";"1213";;"948";"465";"45";"SVP - PATT - PD - UPT";"451"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"MEZZOCORONA";"3616";;"2934";"1454";"82";"SVP - PATT - PD - UPT";"1360"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"MONTAGNE";"191";;"157";"71";"13";"SVP - PATT - PD - UPT";"73"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"MORI";"6617";;"5463";"2678";"151";"SVP - PATT - PD - UPT";"2492"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"COMANO TERME";"1827";;"1498";"761";"52";"SVP - PATT - PD - UPT";"694"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"CIMONE";"491";;"414";"215";"6";"SVP - PATT - PD - UPT";"174"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CINTE TESINO";"320";;"216";"110";"3";"SVP - PATT - PD - UPT";"102"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"CIS";"229";;"185";"94";"10";"SVP - PATT - PD - UPT";"111"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CIVEZZANO";"2829";;"2338";"1186";"39";"SVP - PATT - PD - UPT";"1081"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"CLES";"4611";;"3779";"1827";"124";"SVP - PATT - PD - UPT";"1752"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"CLOZ";"459";;"384";"185";"14";"SVP - PATT - PD - UPT";"207"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"COMMEZZADURA";"687";;"459";"238";"21";"SVP - PATT - PD - UPT";"219"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"CONDINO";"1057";;"837";"420";"36";"SVP - PATT - PD - UPT";"316"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"COREDO";"1072";;"861";"425";"25";"SVP - PATT - PD - UPT";"411"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CAPRIANA";"409";;"315";"164";"17";"SVP - PATT - PD - UPT";"137"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CARANO";"746";;"548";"263";"26";"SVP - PATT - PD - UPT";"187"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"CARISOLO";"669";;"519";"259";"24";"SVP - PATT - PD - UPT";"155"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CARZANO";"391";;"316";"160";"12";"SVP - PATT - PD - UPT";"108"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"SPIAZZO";"855";;"635";"313";"31";"SVP - PATT - PD - UPT";"191"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"SPORMAGGIORE";"834";;"710";"372";"13";"SVP - PATT - PD - UPT";"355"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"SPORMINORE";"493";;"421";"223";"17";"SVP - PATT - PD - UPT";"218"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"STENICO";"799";;"635";"320";"28";"SVP - PATT - PD - UPT";"320"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"STORO";"3244";;"2659";"1304";"113";"SVP - PATT - PD - UPT";"941"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"STREMBO";"359";;"270";"131";"12";"SVP - PATT - PD - UPT";"95"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"RONCEGNO TERME";"2050";;"1561";"778";"29";"SVP - PATT - PD - UPT";"615"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"RUFFRE'-MENDOLA";"322";;"243";"118";"7";"SVP - PATT - PD - UPT";"125"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CALDONAZZO";"2450";;"1993";"1011";"39";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"416"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"CALLIANO";"1121";;"941";"478";"10";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"208"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CAMPITELLO DI FASSA";"526";;"415";"196";"23";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"127"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"CAMPODENNO";"1075";;"909";"464";"28";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"207"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CANAL SAN BOVO";"1206";;"838";"400";"26";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"210"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CANAZEI";"1335";;"1066";"491";"38";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"414"
