"REGIONE";"COLLEGIO";"PROVINCIA";"COMUNE";"ELETTORI_TOTALI";"ELETTORI_MASCHI";"VOTANTI_TOTALI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"MOLVENO";"813";;"629";"308";"12";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"197"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"MONCLASSICO";"575";;"413";"205";"23";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"132"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"CERMES";"976";;"843";"421";"14";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"20"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"CHIENES";"1859";;"1584";"813";"41";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"19"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"CHIUSA";"3403";;"2994";"1490";"91";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"78"
"TRENTINO-ALTO ADIGE";"BOLZANO";"BOLZANO";"CORNEDO ALL'ISARCO";"2231";;"1895";"971";"74";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"69"
"TRENTINO-ALTO ADIGE";"BOLZANO";"BOLZANO";"CORTACCIA SULLA STRADA DEL VINO";"1487";;"1279";"629";"50";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"29"
"TRENTINO-ALTO ADIGE";"BOLZANO";"BOLZANO";"CORTINA SULLA STRADA DEL VINO";"435";;"389";"197";"11";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"23"
"TRENTINO-ALTO ADIGE";"BOLZANO";"BOLZANO";"MONTAGNA";"1129";;"1001";"490";"36";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"40"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"MOSO IN PASSIRIA";"1394";;"1146";"604";"36";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"6"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"NALLES";"1263";;"1061";"503";"17";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"39"
"TRENTINO-ALTO ADIGE";"BOLZANO";"BOLZANO";"BRONZOLO";"1805";;"1550";"768";"21";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"192"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"BRUNICO";"10485";;"8557";"4154";"203";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"381"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"CAINES";"259";;"231";"111";"4";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"3"
"TRENTINO-ALTO ADIGE";"BOLZANO";"BOLZANO";"CALDARO SULLA STRADA DEL VINO";"5249";;"4427";"2115";"208";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"121"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"CAMPO DI TRENS";"1759";;"1507";"780";"34";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"38"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"CAMPO TURES";"3547";;"3019";"1502";"99";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"32"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"CASTELBELLO-CIARDES";"1673";;"1356";"695";"42";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"13"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"MONGUELFO-TESIDO";"1847";;"1536";"783";"57";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"35"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"BESENELLO";"1795";;"1519";"771";"32";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"263"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"BIENO";"323";;"227";"118";"5";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"76"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"BLEGGIO SUPERIORE";"1121";;"841";"443";"23";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"136"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"BOCENAGO";"292";;"241";"121";"9";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"88"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"BOLBENO";"251";;"199";"103";"9";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"57"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"BONDO";"498";;"414";"207";"28";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"89"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"BONDONE";"501";;"383";"196";"21";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"130"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"BORGO VALSUGANA";"4762";;"3758";"1814";"71";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"973"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"BOSENTINO";"592";;"509";"242";"3";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"104"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"BREGUZZO";"412";;"351";"177";"17";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"95"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"BRENTONICO";"2813";;"2208";"1134";"70";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"501"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"BRESIMO";"205";;"155";"81";"17";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"40"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"BREZ";"496";;"400";"196";"28";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"93"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"BRIONE";"99";;"90";"48";"3";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"23"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"CAGNO'";"247";;"205";"97";"11";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"31"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"GRIGNO";"1682";;"1255";"635";"39";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"367"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"GRUMES";"305";;"255";"123";"7";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"41"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"IMER";"860";;"674";"343";"12";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"184"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"ISERA";"1938";;"1568";"795";"38";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"302"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"IVANO-FRACENA";"211";;"170";"84";"1";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"66"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"LASINO";"943";;"812";"405";"25";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"172"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"LARDARO";"158";;"121";"59";"4";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"34"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"LAVARONE";"840";;"637";"311";"15";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"147"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"LAVIS";"5664";;"4713";"2361";"115";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"1045"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"LEVICO TERME";"5155";;"3980";"1991";"101";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"992"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"LISIGNAGO";"370";;"281";"142";"9";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"59"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"LIVO";"597";;"484";"262";"34";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"137"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"STELVIO";"810";;"601";"315";"18";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"6"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"TERENTO";"1151";;"958";"498";"32";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"12"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"CORVARA IN BADIA";"1001";;"835";"410";"12";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"86"
"TRENTINO-ALTO ADIGE";"MERANO";"BOLZANO";"CURON VENOSTA";"1617";;"1301";"691";"27";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"31"
"TRENTINO-ALTO ADIGE";"BRESSANONE";"BOLZANO";"DOBBIACO";"2301";;"1914";"960";"50";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"132"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"CASTELFONDO";"431";;"346";"185";"15";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"105"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"CASTEL CONDINO";"174";;"146";"82";"3";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"44"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CASTELLO-MOLINA DI FIEMME";"1602";;"1159";"587";"46";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"414"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CASTELLO TESINO";"1035";;"770";"386";"13";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"246"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CASTELNUOVO";"694";;"541";"280";"15";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"138"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CAVALESE";"2748";;"2011";"981";"82";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"682"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"CAVARENO";"681";;"531";"264";"23";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"126"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"CAVEDAGO";"393";;"303";"156";"7";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"70"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"MEZZANO";"1213";;"948";"465";"45";"IL POPOLO DELLA LIBERTA' - LEGA NORD";"223"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"NOVALEDO";"741";;"559";"268";"21";"MIR - MODERATI IN RIVOLUZIONE";"20"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"CEMBRA";"1180";;"973";"502";"17";"MIR - MODERATI IN RIVOLUZIONE";"6"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CENTA SAN NICOLO'";"457";;"349";"180";"12";"MIR - MODERATI IN RIVOLUZIONE";"2"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"CIMEGO";"298";;"237";"120";"9";"MIR - MODERATI IN RIVOLUZIONE";"5"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"FAVER";"578";;"486";"251";"23";"MIR - MODERATI IN RIVOLUZIONE";"1"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"FIAVE'";"745";;"618";"313";"23";"MIR - MODERATI IN RIVOLUZIONE";"6"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"FIERA DI PRIMIERO";"375";;"295";"145";"16";"MIR - MODERATI IN RIVOLUZIONE";"3"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"FIEROZZO";"342";;"260";"135";"10";"MIR - MODERATI IN RIVOLUZIONE";"0"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"FLAVON";"365";;"297";"150";"6";"MIR - MODERATI IN RIVOLUZIONE";"0"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"FOLGARIA";"2385";;"1691";"867";"45";"MIR - MODERATI IN RIVOLUZIONE";"19"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"FONDO";"951";;"714";"361";"30";"MIR - MODERATI IN RIVOLUZIONE";"1"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"FORNACE";"817";;"688";"355";"22";"MIR - MODERATI IN RIVOLUZIONE";"10"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"FRASSILONGO";"253";;"152";"82";"6";"MIR - MODERATI IN RIVOLUZIONE";"1"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"GIOVO";"1759";;"1470";"749";"24";"MIR - MODERATI IN RIVOLUZIONE";"5"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"GIUSTINO";"506";;"429";"206";"23";"MIR - MODERATI IN RIVOLUZIONE";"5"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"GRAUNO";"101";;"80";"38";"3";"MIR - MODERATI IN RIVOLUZIONE";"1"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"FAEDO";"432";;"347";"185";"13";"MIR - MODERATI IN RIVOLUZIONE";"0"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"FAI DELLA PAGANELLA";"681";;"498";"260";"17";"MIR - MODERATI IN RIVOLUZIONE";"4"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"RONCONE";"1032";;"784";"393";"46";"MIR - MODERATI IN RIVOLUZIONE";"11"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"RONZO-CHIENIS";"740";;"578";"313";"19";"MIR - MODERATI IN RIVOLUZIONE";"14"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"RONZONE";"274";;"207";"112";"12";"MIR - MODERATI IN RIVOLUZIONE";"6"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"ROVERE' DELLA LUNA";"1055";;"893";"455";"26";"MIR - MODERATI IN RIVOLUZIONE";"7"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"ROVERETO";"26139";;"21016";"10021";"467";"MIR - MODERATI IN RIVOLUZIONE";"298"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"RUMO";"593";;"476";"254";"16";"MIR - MODERATI IN RIVOLUZIONE";"2"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"SAGRON MIS";"148";;"118";"58";"3";"MIR - MODERATI IN RIVOLUZIONE";"1"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"SAMONE";"386";;"325";"167";"8";"MIR - MODERATI IN RIVOLUZIONE";"6"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"SAN LORENZO IN BANALE";"809";;"653";"325";"16";"MIR - MODERATI IN RIVOLUZIONE";"6"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"GARNIGA TERME";"291";;"218";"118";"3";"MIR - MODERATI IN RIVOLUZIONE";"3"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"MALOSCO";"283";;"209";"109";"13";"MIR - MODERATI IN RIVOLUZIONE";"2"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"MASSIMENO";"88";;"65";"30";"2";"MIR - MODERATI IN RIVOLUZIONE";"1"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"MAZZIN";"346";;"258";"124";"8";"MIR - MODERATI IN RIVOLUZIONE";"4"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"MEZZANA";"631";;"453";"237";"28";"MIR - MODERATI IN RIVOLUZIONE";"2"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"CALAVINO";"969";;"822";"425";"24";"MIR - MODERATI IN RIVOLUZIONE";"7"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"CALCERANICA AL LAGO";"958";;"744";"364";"16";"MIR - MODERATI IN RIVOLUZIONE";"14"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"CALDES";"763";;"617";"322";"28";"MIR - MODERATI IN RIVOLUZIONE";"3"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"ALA";"5704";;"4752";"2404";"125";"MIR - MODERATI IN RIVOLUZIONE";"53"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"ALBIANO";"990";;"827";"421";"23";"MIR - MODERATI IN RIVOLUZIONE";"1"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"ALDENO";"2092";;"1769";"875";"37";"MIR - MODERATI IN RIVOLUZIONE";"12"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"AMBLAR";"181";;"128";"72";"4";"MIR - MODERATI IN RIVOLUZIONE";"2"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"ANDALO";"760";;"544";"289";"15";"MIR - MODERATI IN RIVOLUZIONE";"4"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"ARCO";"11710";;"9686";"4733";"250";"MIR - MODERATI IN RIVOLUZIONE";"88"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"AVIO";"2807";;"2320";"1175";"75";"MIR - MODERATI IN RIVOLUZIONE";"23"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"BASELGA DI PINE'";"3511";;"2767";"1388";"63";"MIR - MODERATI IN RIVOLUZIONE";"29"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"BEDOLLO";"1098";;"850";"457";"19";"MIR - MODERATI IN RIVOLUZIONE";"5"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"BERSONE";"219";;"189";"93";"10";"MIR - MODERATI IN RIVOLUZIONE";"4"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"LEDRO";"3765";;"2919";"1456";"93";"MIR - MODERATI IN RIVOLUZIONE";"32"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"OSPEDALETTO";"568";;"475";"242";"10";"MIR - MODERATI IN RIVOLUZIONE";"10"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"OSSANA";"586";;"461";"221";"15";"MIR - MODERATI IN RIVOLUZIONE";"2"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"PADERGNONE";"511";;"430";"222";"17";"MIR - MODERATI IN RIVOLUZIONE";"4"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"PALU' DEL FERSINA";"144";;"101";"56";"1";"MIR - MODERATI IN RIVOLUZIONE";"0"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"PANCHIA'";"554";;"427";"226";"20";"MIR - MODERATI IN RIVOLUZIONE";"5"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"PEIO";"1414";;"1083";"577";"46";"MIR - MODERATI IN RIVOLUZIONE";"7"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"PELLIZZANO";"592";;"420";"211";"10";"MIR - MODERATI IN RIVOLUZIONE";"2"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"PELUGO";"256";;"211";"97";"5";"MIR - MODERATI IN RIVOLUZIONE";"18"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"PERGINE VALSUGANA";"14083";;"11155";"5453";"210";"MIR - MODERATI IN RIVOLUZIONE";"103"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"PIEVE DI BONO";"994";;"751";"401";"42";"MIR - MODERATI IN RIVOLUZIONE";"14"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"PIEVE TESINO";"563";;"424";"214";"11";"MIR - MODERATI IN RIVOLUZIONE";"11"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"PINZOLO";"2237";;"1836";"911";"63";"MIR - MODERATI IN RIVOLUZIONE";"36"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"POMAROLO";"1684";;"1463";"738";"22";"MIR - MODERATI IN RIVOLUZIONE";"15"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"POZZA DI FASSA";"1455";;"1142";"556";"59";"MIR - MODERATI IN RIVOLUZIONE";"3"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"PRASO";"274";;"214";"121";"14";"MIR - MODERATI IN RIVOLUZIONE";"1"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"PREDAZZO";"3208";;"2364";"1167";"119";"MIR - MODERATI IN RIVOLUZIONE";"26"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"PREORE";"297";;"259";"128";"8";"MIR - MODERATI IN RIVOLUZIONE";"7"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"PREZZO";"144";;"116";"63";"6";"MIR - MODERATI IN RIVOLUZIONE";"3"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"CROVIANA";"456";;"378";"182";"30";"MIR - MODERATI IN RIVOLUZIONE";"9"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"CUNEVO";"416";;"350";"178";"21";"MIR - MODERATI IN RIVOLUZIONE";"3"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"DAIANO";"492";;"331";"169";"8";"MIR - MODERATI IN RIVOLUZIONE";"3"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"DAMBEL";"280";;"220";"116";"13";"MIR - MODERATI IN RIVOLUZIONE";"3"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"DAONE";"458";;"359";"187";"18";"MIR - MODERATI IN RIVOLUZIONE";"3"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"DARE'";"164";;"132";"56";"2";"MIR - MODERATI IN RIVOLUZIONE";"4"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"DENNO";"798";;"694";"356";"29";"MIR - MODERATI IN RIVOLUZIONE";"4"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"DIMARO";"877";;"682";"335";"23";"MIR - MODERATI IN RIVOLUZIONE";"6"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"DON";"177";;"148";"75";"8";"MIR - MODERATI IN RIVOLUZIONE";"0"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"DORSINO";"329";;"265";"129";"8";"MIR - MODERATI IN RIVOLUZIONE";"3"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"DRENA";"385";;"311";"164";"5";"MIR - MODERATI IN RIVOLUZIONE";"3"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"DRO'";"3153";;"2610";"1332";"52";"MIR - MODERATI IN RIVOLUZIONE";"9"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"RABBI";"1062";;"767";"400";"55";"MIR - MODERATI IN RIVOLUZIONE";"5"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"RAGOLI";"564";;"469";"243";"27";"MIR - MODERATI IN RIVOLUZIONE";"7"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"REVO'";"842";;"646";"334";"29";"MIR - MODERATI IN RIVOLUZIONE";"4"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"RIVA DEL GARDA";"11064";;"8693";"4216";"229";"MIR - MODERATI IN RIVOLUZIONE";"91"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"ROMALLO";"427";;"348";"178";"28";"MIR - MODERATI IN RIVOLUZIONE";"3"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"ROMENO";"939";;"759";"343";"31";"MIR - MODERATI IN RIVOLUZIONE";"9"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"RONCHI VALSUGANA";"319";;"243";"136";"7";"MIR - MODERATI IN RIVOLUZIONE";"1"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"VEZZANO";"1558";;"1323";"667";"32";"MIR - MODERATI IN RIVOLUZIONE";"17"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"VIGNOLA-FALESINA";"120";;"86";"45";"1";"MIR - MODERATI IN RIVOLUZIONE";"0"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"VIGO DI FASSA";"782";;"614";"312";"36";"MIR - MODERATI IN RIVOLUZIONE";"6"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"VIGOLO VATTARO";"1529";;"1288";"659";"31";"MIR - MODERATI IN RIVOLUZIONE";"14"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"VIGO RENDENA";"344";;"286";"139";"10";"MIR - MODERATI IN RIVOLUZIONE";"8"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"VILLA AGNEDO";"645";;"523";"265";"12";"MIR - MODERATI IN RIVOLUZIONE";"11"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"VILLA LAGARINA";"2617";;"2209";"1105";"42";"MIR - MODERATI IN RIVOLUZIONE";"23"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"VILLA RENDENA";"647";;"501";"241";"19";"MIR - MODERATI IN RIVOLUZIONE";"19"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"VOLANO";"2073";;"1799";"881";"62";"MIR - MODERATI IN RIVOLUZIONE";"25"
"TRENTINO-ALTO ADIGE";"TRENTO";"TRENTO";"ZAMBANA";"1103";;"979";"497";"18";"MIR - MODERATI IN RIVOLUZIONE";"2"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"ZIANO DI FIEMME";"1191";;"889";"441";"53";"MIR - MODERATI IN RIVOLUZIONE";"10"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"ZUCLO";"272";;"218";"112";"9";"MIR - MODERATI IN RIVOLUZIONE";"2"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"CADERZONE TERME";"469";;"371";"189";"17";"MIR - MODERATI IN RIVOLUZIONE";"18"
"TRENTINO-ALTO ADIGE";"ROVERETO";"TRENTO";"NAGO-TORBOLE";"1889";;"1534";"775";"42";"MIR - MODERATI IN RIVOLUZIONE";"26"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"TELVE";"1435";;"1155";"545";"22";"MIR - MODERATI IN RIVOLUZIONE";"76"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"TELVE DI SOPRA";"438";;"345";"174";"8";"MIR - MODERATI IN RIVOLUZIONE";"9"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRENTO";"TENNA";"714";;"578";"289";"12";"MIR - MODERATI IN RIVOLUZIONE";"3"
