"REGIONE";"COLLEGIO";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI_TOTALI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"IVANO-FRACENA";180;;164;83;4;"L'UNIONE SVP";"70"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"IVANO-FRACENA";180;;164;83;4;"PARTITO PENSIONATI";"1"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"IVANO-FRACENA";180;;164;83;4;"UNIONE POP. AUT.";"7"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"LAVARONE";850;;744;357;20;"FIAMMA TRICOLORE";"18"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"LAVARONE";850;;744;357;20;"CASA DELLE LIBERTA'";"291"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"LAVARONE";850;;744;357;20;"L'UNIONE SVP";"329"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"LAVARONE";850;;744;357;20;"PARTITO PENSIONATI";"25"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"LAVARONE";850;;744;357;20;"UNIONE POP. AUT.";"51"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"LEVICO TERME";4807;;4046;1998;149;"FIAMMA TRICOLORE";"101"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"LEVICO TERME";4807;;4046;1998;149;"CASA DELLE LIBERTA'";"1674"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"LEVICO TERME";4807;;4046;1998;149;"L'UNIONE SVP";"1591"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"LEVICO TERME";4807;;4046;1998;149;"PARTITO PENSIONATI";"115"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"LEVICO TERME";4807;;4046;1998;149;"UNIONE POP. AUT.";"329"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"LUSERNA";258;;202;95;7;"FIAMMA TRICOLORE";"7"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"LUSERNA";258;;202;95;7;"CASA DELLE LIBERTA'";"52"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"LUSERNA";258;;202;95;7;"L'UNIONE SVP";"117"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"LUSERNA";258;;202;95;7;"PARTITO PENSIONATI";"3"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"LUSERNA";258;;202;95;7;"UNIONE POP. AUT.";"11"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"MAZZIN";327;;284;145;7;"FIAMMA TRICOLORE";"5"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"MAZZIN";327;;284;145;7;"CASA DELLE LIBERTA'";"147"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"MAZZIN";327;;284;145;7;"L'UNIONE SVP";"95"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"MAZZIN";327;;284;145;7;"PARTITO PENSIONATI";"7"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"MAZZIN";327;;284;145;7;"UNIONE POP. AUT.";"21"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"MEZZANO";1206;;1083;527;28;"FIAMMA TRICOLORE";"11"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"MEZZANO";1206;;1083;527;28;"CASA DELLE LIBERTA'";"311"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"MEZZANO";1206;;1083;527;28;"L'UNIONE SVP";"333"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"MEZZANO";1206;;1083;527;28;"PARTITO PENSIONATI";"25"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"MEZZANO";1206;;1083;527;28;"UNIONE POP. AUT.";"355"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"MOENA";1936;;1664;809;31;"FIAMMA TRICOLORE";"44"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"MOENA";1936;;1664;809;31;"CASA DELLE LIBERTA'";"791"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"MOENA";1936;;1664;809;31;"L'UNIONE SVP";"702"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"MOENA";1936;;1664;809;31;"PARTITO PENSIONATI";"29"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"MOENA";1936;;1664;809;31;"UNIONE POP. AUT.";"47"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"NOVALEDO";650;;551;274;19;"FIAMMA TRICOLORE";"19"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"NOVALEDO";650;;551;274;19;"CASA DELLE LIBERTA'";"171"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"STRIGNO";1019;;852;424;32;"UNIONE POP. AUT.";"85"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TELVE";1389;;1203;591;29;"FIAMMA TRICOLORE";"20"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TELVE";1389;;1203;591;29;"CASA DELLE LIBERTA'";"427"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TELVE";1389;;1203;591;29;"L'UNIONE SVP";"512"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TELVE";1389;;1203;591;29;"PARTITO PENSIONATI";"43"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TELVE";1389;;1203;591;29;"UNIONE POP. AUT.";"146"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TELVE DI SOPRA";435;;401;194;10;"FIAMMA TRICOLORE";"7"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TELVE DI SOPRA";435;;401;194;10;"CASA DELLE LIBERTA'";"121"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TELVE DI SOPRA";435;;401;194;10;"L'UNIONE SVP";"184"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TELVE DI SOPRA";435;;401;194;10;"PARTITO PENSIONATI";"14"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TELVE DI SOPRA";435;;401;194;10;"UNIONE POP. AUT.";"51"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TENNA";663;;578;283;19;"FIAMMA TRICOLORE";"13"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TENNA";663;;578;283;19;"CASA DELLE LIBERTA'";"235"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TENNA";663;;578;283;19;"L'UNIONE SVP";"222"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TENNA";663;;578;283;19;"PARTITO PENSIONATI";"11"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TENNA";663;;578;283;19;"UNIONE POP. AUT.";"58"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TESERO";1931;;1663;806;60;"FIAMMA TRICOLORE";"56"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TESERO";1931;;1663;806;60;"CASA DELLE LIBERTA'";"851"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TESERO";1931;;1663;806;60;"L'UNIONE SVP";"479"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TESERO";1931;;1663;806;60;"PARTITO PENSIONATI";"36"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TESERO";1931;;1663;806;60;"UNIONE POP. AUT.";"151"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TONADICO";1019;;891;438;22;"FIAMMA TRICOLORE";"24"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TONADICO";1019;;891;438;22;"CASA DELLE LIBERTA'";"280"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TONADICO";1019;;891;438;22;"L'UNIONE SVP";"292"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TONADICO";1019;;891;438;22;"PARTITO PENSIONATI";"16"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TONADICO";1019;;891;438;22;"UNIONE POP. AUT.";"226"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TORCEGNO";488;;425;203;17;"FIAMMA TRICOLORE";"12"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TORCEGNO";488;;425;203;17;"CASA DELLE LIBERTA'";"124"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TORCEGNO";488;;425;203;17;"L'UNIONE SVP";"166"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TORCEGNO";488;;425;203;17;"PARTITO PENSIONATI";"15"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TORCEGNO";488;;425;203;17;"UNIONE POP. AUT.";"69"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRANSACQUA";1433;;1265;612;26;"FIAMMA TRICOLORE";"22"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRANSACQUA";1433;;1265;612;26;"CASA DELLE LIBERTA'";"347"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRANSACQUA";1433;;1265;612;26;"L'UNIONE SVP";"398"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRANSACQUA";1433;;1265;612;26;"PARTITO PENSIONATI";"19"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"TRANSACQUA";1433;;1265;612;26;"UNIONE POP. AUT.";"427"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VALFLORIANA";419;;354;193;20;"FIAMMA TRICOLORE";"11"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VALFLORIANA";419;;354;193;20;"CASA DELLE LIBERTA'";"122"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VALFLORIANA";419;;354;193;20;"L'UNIONE SVP";"150"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VALFLORIANA";419;;354;193;20;"PARTITO PENSIONATI";"19"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VALFLORIANA";419;;354;193;20;"UNIONE POP. AUT.";"23"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VARENA";602;;487;254;16;"FIAMMA TRICOLORE";"10"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VARENA";602;;487;254;16;"CASA DELLE LIBERTA'";"233"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VARENA";602;;487;254;16;"L'UNIONE SVP";"151"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VARENA";602;;487;254;16;"PARTITO PENSIONATI";"13"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VARENA";602;;487;254;16;"UNIONE POP. AUT.";"52"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VATTARO";791;;686;347;15;"FIAMMA TRICOLORE";"14"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VATTARO";791;;686;347;15;"CASA DELLE LIBERTA'";"253"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VATTARO";791;;686;347;15;"L'UNIONE SVP";"310"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VATTARO";791;;686;347;15;"PARTITO PENSIONATI";"17"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VATTARO";791;;686;347;15;"UNIONE POP. AUT.";"50"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VIGNOLA-FALESINA";95;;73;44;4;"FIAMMA TRICOLORE";"3"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VIGNOLA-FALESINA";95;;73;44;4;"CASA DELLE LIBERTA'";"40"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VIGNOLA-FALESINA";95;;73;44;4;"L'UNIONE SVP";"20"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VIGNOLA-FALESINA";95;;73;44;4;"PARTITO PENSIONATI";"1"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VIGNOLA-FALESINA";95;;73;44;4;"UNIONE POP. AUT.";"4"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VIGO DI FASSA";730;;652;343;18;"FIAMMA TRICOLORE";"15"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VIGO DI FASSA";730;;652;343;18;"CASA DELLE LIBERTA'";"243"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VIGO DI FASSA";730;;652;343;18;"L'UNIONE SVP";"296"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VIGO DI FASSA";730;;652;343;18;"PARTITO PENSIONATI";"9"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VIGO DI FASSA";730;;652;343;18;"UNIONE POP. AUT.";"58"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VIGOLO VATTARO";1427;;1274;641;46;"FIAMMA TRICOLORE";"30"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VIGOLO VATTARO";1427;;1274;641;46;"CASA DELLE LIBERTA'";"455"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VIGOLO VATTARO";1427;;1274;641;46;"L'UNIONE SVP";"580"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VIGOLO VATTARO";1427;;1274;641;46;"PARTITO PENSIONATI";"43"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VIGOLO VATTARO";1427;;1274;641;46;"UNIONE POP. AUT.";"92"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VILLA AGNEDO";585;;528;261;14;"FIAMMA TRICOLORE";"8"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VILLA AGNEDO";585;;528;261;14;"CASA DELLE LIBERTA'";"199"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VILLA AGNEDO";585;;528;261;14;"L'UNIONE SVP";"200"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VILLA AGNEDO";585;;528;261;14;"PARTITO PENSIONATI";"15"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"VILLA AGNEDO";585;;528;261;14;"UNIONE POP. AUT.";"84"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"ZIANO DI FIEMME";1169;;964;479;32;"FIAMMA TRICOLORE";"31"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"ZIANO DI FIEMME";1169;;964;479;32;"CASA DELLE LIBERTA'";"492"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"ZIANO DI FIEMME";1169;;964;479;32;"L'UNIONE SVP";"285"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"ZIANO DI FIEMME";1169;;964;479;32;"PARTITO PENSIONATI";"25"
"TRENTINO-ALTO ADIGE";"PERGINE VALSUGANA";"ZIANO DI FIEMME";1169;;964;479;32;"UNIONE POP. AUT.";"77"
"TRENTINO-ALTO ADIGE";"BOLZANO";"ALDINO";1109;;1005;490;43;"FIAMMA TRICOLORE";"2"
"TRENTINO-ALTO ADIGE";"BOLZANO";"ALDINO";1109;;1005;490;43;"CASA DELLE LIBERTA'";"32"
"TRENTINO-ALTO ADIGE";"BOLZANO";"ALDINO";1109;;1005;490;43;"L'UNIONE SVP";"848"
"TRENTINO-ALTO ADIGE";"BOLZANO";"ALDINO";1109;;1005;490;43;"DIE FREIHEITLICHEN";"70"
"TRENTINO-ALTO ADIGE";"BOLZANO";"ALDINO";1109;;1005;490;43;"PARTITO PENSIONATI";"2"
"TRENTINO-ALTO ADIGE";"MERANO";"ANDRIANO";604;;548;268;14;"FIAMMA TRICOLORE";"2"
"TRENTINO-ALTO ADIGE";"MERANO";"ANDRIANO";604;;548;268;14;"CASA DELLE LIBERTA'";"44"
"TRENTINO-ALTO ADIGE";"MERANO";"ANDRIANO";604;;548;268;14;"L'UNIONE";"56"
"TRENTINO-ALTO ADIGE";"MERANO";"ANDRIANO";604;;548;268;14;"DIE FREIHEITLICHEN";"26"
"TRENTINO-ALTO ADIGE";"MERANO";"ANDRIANO";604;;548;268;14;"PARTITO PENSIONATI";"0"
"TRENTINO-ALTO ADIGE";"MERANO";"AVELENGO";464;;420;215;13;"SVP";"335"
"TRENTINO-ALTO ADIGE";"MERANO";"AVELENGO";464;;420;215;13;"FIAMMA TRICOLORE";"1"
"TRENTINO-ALTO ADIGE";"MERANO";"AVELENGO";464;;420;215;13;"CASA DELLE LIBERTA'";"14"
"TRENTINO-ALTO ADIGE";"MERANO";"AVELENGO";464;;420;215;13;"L'UNIONE";"38"
"TRENTINO-ALTO ADIGE";"MERANO";"AVELENGO";464;;420;215;13;"DIE FREIHEITLICHEN";"13"
"TRENTINO-ALTO ADIGE";"MERANO";"AVELENGO";464;;420;215;13;"PARTITO PENSIONATI";"0"
"TRENTINO-ALTO ADIGE";"MERANO";"CAINES";237;;221;117;5;"SVP";"168"
"TRENTINO-ALTO ADIGE";"MERANO";"CAINES";237;;221;117;5;"FIAMMA TRICOLORE";"1"
"TRENTINO-ALTO ADIGE";"MERANO";"CAINES";237;;221;117;5;"CASA DELLE LIBERTA'";"5"
"TRENTINO-ALTO ADIGE";"MERANO";"CAINES";237;;221;117;5;"L'UNIONE";"34"
"TRENTINO-ALTO ADIGE";"MERANO";"CAINES";237;;221;117;5;"DIE FREIHEITLICHEN";"6"
"TRENTINO-ALTO ADIGE";"MERANO";"CAINES";237;;221;117;5;"PARTITO PENSIONATI";"0"
"TRENTINO-ALTO ADIGE";"MERANO";"CASTELBELLO CIARDES";1602;;1399;690;70;"SVP";"833"
"TRENTINO-ALTO ADIGE";"MERANO";"CASTELBELLO CIARDES";1602;;1399;690;70;"FIAMMA TRICOLORE";"1"
"TRENTINO-ALTO ADIGE";"MERANO";"CASTELBELLO CIARDES";1602;;1399;690;70;"CASA DELLE LIBERTA'";"19"
"TRENTINO-ALTO ADIGE";"MERANO";"CASTELBELLO CIARDES";1602;;1399;690;70;"L'UNIONE";"345"
"TRENTINO-ALTO ADIGE";"MERANO";"CASTELBELLO CIARDES";1602;;1399;690;70;"DIE FREIHEITLICHEN";"96"
"TRENTINO-ALTO ADIGE";"MERANO";"CASTELBELLO CIARDES";1602;;1399;690;70;"PARTITO PENSIONATI";"2"
"TRENTINO-ALTO ADIGE";"MERANO";"CERMES";898;;817;408;20;"SVP";"559"
"TRENTINO-ALTO ADIGE";"MERANO";"CERMES";898;;817;408;20;"FIAMMA TRICOLORE";"6"
"TRENTINO-ALTO ADIGE";"MERANO";"CERMES";898;;817;408;20;"CASA DELLE LIBERTA'";"48"
"TRENTINO-ALTO ADIGE";"MERANO";"CERMES";898;;817;408;20;"L'UNIONE";"110"
"TRENTINO-ALTO ADIGE";"MERANO";"CERMES";898;;817;408;20;"DIE FREIHEITLICHEN";"57"
"TRENTINO-ALTO ADIGE";"MERANO";"CERMES";898;;817;408;20;"PARTITO PENSIONATI";"4"
"TRENTINO-ALTO ADIGE";"MERANO";"CURON VENOSTA";1593;;1351;702;63;"SVP";"843"
"TRENTINO-ALTO ADIGE";"MERANO";"CURON VENOSTA";1593;;1351;702;63;"FIAMMA TRICOLORE";"2"
"TRENTINO-ALTO ADIGE";"MERANO";"CURON VENOSTA";1593;;1351;702;63;"CASA DELLE LIBERTA'";"60"
"TRENTINO-ALTO ADIGE";"MERANO";"CURON VENOSTA";1593;;1351;702;63;"L'UNIONE";"294"
"TRENTINO-ALTO ADIGE";"MERANO";"CURON VENOSTA";1593;;1351;702;63;"DIE FREIHEITLICHEN";"73"
"TRENTINO-ALTO ADIGE";"MERANO";"CURON VENOSTA";1593;;1351;702;63;"PARTITO PENSIONATI";"2"
"TRENTINO-ALTO ADIGE";"MERANO";"GARGAZZONE";1047;;913;440;20;"SVP";"505"
"TRENTINO-ALTO ADIGE";"MERANO";"GARGAZZONE";1047;;913;440;20;"FIAMMA TRICOLORE";"30"
"TRENTINO-ALTO ADIGE";"MERANO";"GARGAZZONE";1047;;913;440;20;"CASA DELLE LIBERTA'";"130"
"TRENTINO-ALTO ADIGE";"MERANO";"GARGAZZONE";1047;;913;440;20;"L'UNIONE";"154"
"TRENTINO-ALTO ADIGE";"MERANO";"GARGAZZONE";1047;;913;440;20;"DIE FREIHEITLICHEN";"46"
"TRENTINO-ALTO ADIGE";"MERANO";"GARGAZZONE";1047;;913;440;20;"PARTITO PENSIONATI";"13"
"TRENTINO-ALTO ADIGE";"MERANO";"GLORENZA";590;;521;267;23;"SVP";"262"
"TRENTINO-ALTO ADIGE";"MERANO";"GLORENZA";590;;521;267;23;"FIAMMA TRICOLORE";"1"
"TRENTINO-ALTO ADIGE";"MERANO";"GLORENZA";590;;521;267;23;"CASA DELLE LIBERTA'";"17"
"TRENTINO-ALTO ADIGE";"MERANO";"GLORENZA";590;;521;267;23;"L'UNIONE";"149"
"TRENTINO-ALTO ADIGE";"MERANO";"GLORENZA";590;;521;267;23;"DIE FREIHEITLICHEN";"62"
"TRENTINO-ALTO ADIGE";"MERANO";"GLORENZA";590;;521;267;23;"PARTITO PENSIONATI";"0"
"TRENTINO-ALTO ADIGE";"MERANO";"LACES";3230;;2804;1411;104;"SVP";"1571"
"TRENTINO-ALTO ADIGE";"MERANO";"LACES";3230;;2804;1411;104;"FIAMMA TRICOLORE";"16"
"TRENTINO-ALTO ADIGE";"MERANO";"LACES";3230;;2804;1411;104;"CASA DELLE LIBERTA'";"70"
"TRENTINO-ALTO ADIGE";"MERANO";"LACES";3230;;2804;1411;104;"L'UNIONE";"700"
"TRENTINO-ALTO ADIGE";"MERANO";"LACES";3230;;2804;1411;104;"DIE FREIHEITLICHEN";"280"
"TRENTINO-ALTO ADIGE";"MERANO";"LACES";3230;;2804;1411;104;"PARTITO PENSIONATI";"11"
"TRENTINO-ALTO ADIGE";"MERANO";"LAGUNDO";3006;;2650;1247;68;"SVP";"1553"
"TRENTINO-ALTO ADIGE";"MERANO";"LAGUNDO";3006;;2650;1247;68;"FIAMMA TRICOLORE";"45"
"TRENTINO-ALTO ADIGE";"MERANO";"LAGUNDO";3006;;2650;1247;68;"CASA DELLE LIBERTA'";"230"
"TRENTINO-ALTO ADIGE";"MERANO";"LAGUNDO";3006;;2650;1247;68;"L'UNIONE";"530"
"TRENTINO-ALTO ADIGE";"MERANO";"LAGUNDO";3006;;2650;1247;68;"DIE FREIHEITLICHEN";"152"
"TRENTINO-ALTO ADIGE";"MERANO";"LAGUNDO";3006;;2650;1247;68;"PARTITO PENSIONATI";"27"
"TRENTINO-ALTO ADIGE";"MERANO";"LANA";7010;;6055;2918;158;"SVP";"3792"
"TRENTINO-ALTO ADIGE";"MERANO";"LANA";7010;;6055;2918;158;"FIAMMA TRICOLORE";"53"
"TRENTINO-ALTO ADIGE";"MERANO";"LANA";7010;;6055;2918;158;"CASA DELLE LIBERTA'";"430"
"TRENTINO-ALTO ADIGE";"MERANO";"LANA";7010;;6055;2918;158;"L'UNIONE";"1109"
"TRENTINO-ALTO ADIGE";"MERANO";"LANA";7010;;6055;2918;158;"DIE FREIHEITLICHEN";"365"
"TRENTINO-ALTO ADIGE";"MERANO";"LANA";7010;;6055;2918;158;"PARTITO PENSIONATI";"23"
"TRENTINO-ALTO ADIGE";"MERANO";"LASA";2506;;2148;1086;77;"SVP";"1099"
"TRENTINO-ALTO ADIGE";"MERANO";"LASA";2506;;2148;1086;77;"FIAMMA TRICOLORE";"1"
"TRENTINO-ALTO ADIGE";"MERANO";"LASA";2506;;2148;1086;77;"CASA DELLE LIBERTA'";"26"
"TRENTINO-ALTO ADIGE";"MERANO";"LASA";2506;;2148;1086;77;"L'UNIONE";"502"
"TRENTINO-ALTO ADIGE";"MERANO";"LASA";2506;;2148;1086;77;"DIE FREIHEITLICHEN";"374"
"TRENTINO-ALTO ADIGE";"MERANO";"LASA";2506;;2148;1086;77;"PARTITO PENSIONATI";"6"
"TRENTINO-ALTO ADIGE";"MERANO";"LAUREGNO";246;;208;109;13;"SVP";"160"
"TRENTINO-ALTO ADIGE";"MERANO";"LAUREGNO";246;;208;109;13;"FIAMMA TRICOLORE";"0"
"TRENTINO-ALTO ADIGE";"MERANO";"LAUREGNO";246;;208;109;13;"CASA DELLE LIBERTA'";"5"
"TRENTINO-ALTO ADIGE";"MERANO";"LAUREGNO";246;;208;109;13;"L'UNIONE";"16"
"TRENTINO-ALTO ADIGE";"MERANO";"LAUREGNO";246;;208;109;13;"DIE FREIHEITLICHEN";"8"
"TRENTINO-ALTO ADIGE";"MERANO";"LAUREGNO";246;;208;109;13;"PARTITO PENSIONATI";"0"
"TRENTINO-ALTO ADIGE";"MERANO";"MALLES VENOSTA";3246;;2754;1412;107;"SVP";"1621"
"TRENTINO-ALTO ADIGE";"MERANO";"MALLES VENOSTA";3246;;2754;1412;107;"FIAMMA TRICOLORE";"7"
"TRENTINO-ALTO ADIGE";"MERANO";"MALLES VENOSTA";3246;;2754;1412;107;"CASA DELLE LIBERTA'";"97"
"TRENTINO-ALTO ADIGE";"MERANO";"SAN LEONARDO IN PASSIRIA";2255;;1970;986;50;"SVP";"1593"
"TRENTINO-ALTO ADIGE";"MERANO";"SAN LEONARDO IN PASSIRIA";2255;;1970;986;50;"FIAMMA TRICOLORE";"3"
"TRENTINO-ALTO ADIGE";"MERANO";"SAN LEONARDO IN PASSIRIA";2255;;1970;986;50;"CASA DELLE LIBERTA'";"37"
"TRENTINO-ALTO ADIGE";"MERANO";"SAN LEONARDO IN PASSIRIA";2255;;1970;986;50;"L'UNIONE";"151"
"TRENTINO-ALTO ADIGE";"MERANO";"SAN LEONARDO IN PASSIRIA";2255;;1970;986;50;"DIE FREIHEITLICHEN";"90"
"TRENTINO-ALTO ADIGE";"MERANO";"SAN LEONARDO IN PASSIRIA";2255;;1970;986;50;"PARTITO PENSIONATI";"1"
"TRENTINO-ALTO ADIGE";"MERANO";"SAN MARTINO IN PASSIRIA";1972;;1704;877;56;"SVP";"1343"
"TRENTINO-ALTO ADIGE";"MERANO";"SAN MARTINO IN PASSIRIA";1972;;1704;877;56;"FIAMMA TRICOLORE";"2"
"TRENTINO-ALTO ADIGE";"MERANO";"SAN MARTINO IN PASSIRIA";1972;;1704;877;56;"CASA DELLE LIBERTA'";"33"
"TRENTINO-ALTO ADIGE";"MERANO";"SAN MARTINO IN PASSIRIA";1972;;1704;877;56;"L'UNIONE";"143"
"TRENTINO-ALTO ADIGE";"MERANO";"SAN MARTINO IN PASSIRIA";1972;;1704;877;56;"DIE FREIHEITLICHEN";"89"
"TRENTINO-ALTO ADIGE";"MERANO";"SAN MARTINO IN PASSIRIA";1972;;1704;877;56;"PARTITO PENSIONATI";"4"
"TRENTINO-ALTO ADIGE";"MERANO";"SAN PANCRAZIO";1100;;992;510;40;"SVP";"767"
"TRENTINO-ALTO ADIGE";"MERANO";"SAN PANCRAZIO";1100;;992;510;40;"FIAMMA TRICOLORE";"0"
"TRENTINO-ALTO ADIGE";"MERANO";"SAN PANCRAZIO";1100;;992;510;40;"CASA DELLE LIBERTA'";"8"
"TRENTINO-ALTO ADIGE";"MERANO";"SAN PANCRAZIO";1100;;992;510;40;"L'UNIONE";"96"
