"REGIONE";"COLLEGIO";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI_TOTALI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"VALLE D'AOSTA";"VALLE D'AOSTA";"JOVENCAN";504;;425;222;15;"AUT.LIB. DEMOCRATIE";"201"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA MAGDELEINE";77;;72;37;2;"LEGA NORD V.D'AOSTE";"1"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA MAGDELEINE";77;;72;37;2;"VALLEE D'AOSTE";"21"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA MAGDELEINE";77;;72;37;2;"ALTERNATIVA SOCIALE MUSSOLINI";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA MAGDELEINE";77;;72;37;2;"FIAMMA TRICOLORE";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA MAGDELEINE";77;;72;37;2;"UNIONE DI CENTRO";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA MAGDELEINE";77;;72;37;2;"PARTITO PENSIONATI";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA MAGDELEINE";77;;72;37;2;"FI-AN";"8"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA MAGDELEINE";77;;72;37;2;"AUT.LIB. DEMOCRATIE";"40"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA SALLE";1449;;1172;593;32;"LEGA NORD V.D'AOSTE";"31"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA SALLE";1449;;1172;593;32;"VALLEE D'AOSTE";"334"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA SALLE";1449;;1172;593;32;"ALTERNATIVA SOCIALE MUSSOLINI";"15"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA SALLE";1449;;1172;593;32;"FIAMMA TRICOLORE";"6"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA SALLE";1449;;1172;593;32;"UNIONE DI CENTRO";"33"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA SALLE";1449;;1172;593;32;"PARTITO PENSIONATI";"5"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA SALLE";1449;;1172;593;32;"FI-AN";"191"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA SALLE";1449;;1172;593;32;"AUT.LIB. DEMOCRATIE";"498"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA THUILE";595;;495;265;19;"LEGA NORD V.D'AOSTE";"25"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA THUILE";595;;495;265;19;"VALLEE D'AOSTE";"161"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA THUILE";595;;495;265;19;"ALTERNATIVA SOCIALE MUSSOLINI";"3"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA THUILE";595;;495;265;19;"FIAMMA TRICOLORE";"2"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA THUILE";595;;495;265;19;"UNIONE DI CENTRO";"15"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA THUILE";595;;495;265;19;"PARTITO PENSIONATI";"3"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA THUILE";595;;495;265;19;"FI-AN";"129"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LA THUILE";595;;495;265;19;"AUT.LIB. DEMOCRATIE";"126"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LILLIANES";381;;320;166;8;"LEGA NORD V.D'AOSTE";"10"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LILLIANES";381;;320;166;8;"VALLEE D'AOSTE";"127"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LILLIANES";381;;320;166;8;"ALTERNATIVA SOCIALE MUSSOLINI";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LILLIANES";381;;320;166;8;"FIAMMA TRICOLORE";"2"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LILLIANES";381;;320;166;8;"UNIONE DI CENTRO";"8"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LILLIANES";381;;320;166;8;"PARTITO PENSIONATI";"7"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LILLIANES";381;;320;166;8;"FI-AN";"23"
"VALLE D'AOSTA";"VALLE D'AOSTA";"LILLIANES";381;;320;166;8;"AUT.LIB. DEMOCRATIE";"120"
"VALLE D'AOSTA";"VALLE D'AOSTA";"MONTJOVET";1320;;1104;567;21;"LEGA NORD V.D'AOSTE";"30"
"VALLE D'AOSTA";"VALLE D'AOSTA";"MONTJOVET";1320;;1104;567;21;"VALLEE D'AOSTE";"370"
"VALLE D'AOSTA";"VALLE D'AOSTA";"MONTJOVET";1320;;1104;567;21;"ALTERNATIVA SOCIALE MUSSOLINI";"15"
"VALLE D'AOSTA";"VALLE D'AOSTA";"MONTJOVET";1320;;1104;567;21;"FIAMMA TRICOLORE";"7"
"VALLE D'AOSTA";"VALLE D'AOSTA";"MONTJOVET";1320;;1104;567;21;"UNIONE DI CENTRO";"15"
"VALLE D'AOSTA";"VALLE D'AOSTA";"MONTJOVET";1320;;1104;567;21;"PARTITO PENSIONATI";"15"
"VALLE D'AOSTA";"VALLE D'AOSTA";"MONTJOVET";1320;;1104;567;21;"FI-AN";"118"
"VALLE D'AOSTA";"VALLE D'AOSTA";"MONTJOVET";1320;;1104;567;21;"AUT.LIB. DEMOCRATIE";"482"
"VALLE D'AOSTA";"VALLE D'AOSTA";"MORGEX";1466;;1213;594;33;"LEGA NORD V.D'AOSTE";"30"
"VALLE D'AOSTA";"VALLE D'AOSTA";"MORGEX";1466;;1213;594;33;"VALLEE D'AOSTE";"329"
"VALLE D'AOSTA";"VALLE D'AOSTA";"MORGEX";1466;;1213;594;33;"ALTERNATIVA SOCIALE MUSSOLINI";"15"
"VALLE D'AOSTA";"VALLE D'AOSTA";"MORGEX";1466;;1213;594;33;"FIAMMA TRICOLORE";"5"
"VALLE D'AOSTA";"VALLE D'AOSTA";"MORGEX";1466;;1213;594;33;"UNIONE DI CENTRO";"43"
"VALLE D'AOSTA";"VALLE D'AOSTA";"MORGEX";1466;;1213;594;33;"PARTITO PENSIONATI";"21"
"VALLE D'AOSTA";"VALLE D'AOSTA";"MORGEX";1466;;1213;594;33;"FI-AN";"211"
"VALLE D'AOSTA";"VALLE D'AOSTA";"MORGEX";1466;;1213;594;33;"AUT.LIB. DEMOCRATIE";"481"
"VALLE D'AOSTA";"VALLE D'AOSTA";"NUS";2020;;1710;872;48;"LEGA NORD V.D'AOSTE";"34"
"VALLE D'AOSTA";"VALLE D'AOSTA";"NUS";2020;;1710;872;48;"VALLEE D'AOSTE";"513"
"VALLE D'AOSTA";"VALLE D'AOSTA";"NUS";2020;;1710;872;48;"ALTERNATIVA SOCIALE MUSSOLINI";"10"
"VALLE D'AOSTA";"VALLE D'AOSTA";"NUS";2020;;1710;872;48;"FIAMMA TRICOLORE";"7"
"VALLE D'AOSTA";"VALLE D'AOSTA";"NUS";2020;;1710;872;48;"UNIONE DI CENTRO";"37"
"VALLE D'AOSTA";"VALLE D'AOSTA";"NUS";2020;;1710;872;48;"PARTITO PENSIONATI";"19"
"VALLE D'AOSTA";"VALLE D'AOSTA";"NUS";2020;;1710;872;48;"FI-AN";"282"
"VALLE D'AOSTA";"VALLE D'AOSTA";"NUS";2020;;1710;872;48;"AUT.LIB. DEMOCRATIE";"688"
"VALLE D'AOSTA";"VALLE D'AOSTA";"OLLOMONT";137;;113;61;4;"LEGA NORD V.D'AOSTE";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"OLLOMONT";137;;113;61;4;"VALLEE D'AOSTE";"29"
"VALLE D'AOSTA";"VALLE D'AOSTA";"OLLOMONT";137;;113;61;4;"ALTERNATIVA SOCIALE MUSSOLINI";"2"
"VALLE D'AOSTA";"VALLE D'AOSTA";"OLLOMONT";137;;113;61;4;"FIAMMA TRICOLORE";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"OLLOMONT";137;;113;61;4;"UNIONE DI CENTRO";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"OLLOMONT";137;;113;61;4;"PARTITO PENSIONATI";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"OLLOMONT";137;;113;61;4;"FI-AN";"7"
"VALLE D'AOSTA";"VALLE D'AOSTA";"OLLOMONT";137;;113;61;4;"AUT.LIB. DEMOCRATIE";"68"
"VALLE D'AOSTA";"VALLE D'AOSTA";"OYACE";163;;150;79;4;"LEGA NORD V.D'AOSTE";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"OYACE";163;;150;79;4;"VALLEE D'AOSTE";"54"
"VALLE D'AOSTA";"VALLE D'AOSTA";"OYACE";163;;150;79;4;"ALTERNATIVA SOCIALE MUSSOLINI";"1"
"VALLE D'AOSTA";"VALLE D'AOSTA";"OYACE";163;;150;79;4;"FIAMMA TRICOLORE";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"OYACE";163;;150;79;4;"UNIONE DI CENTRO";"1"
"VALLE D'AOSTA";"VALLE D'AOSTA";"OYACE";163;;150;79;4;"PARTITO PENSIONATI";"1"
"VALLE D'AOSTA";"VALLE D'AOSTA";"OYACE";163;;150;79;4;"FI-AN";"5"
"VALLE D'AOSTA";"VALLE D'AOSTA";"OYACE";163;;150;79;4;"AUT.LIB. DEMOCRATIE";"81"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PERLOZ";366;;303;155;11;"LEGA NORD V.D'AOSTE";"6"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PERLOZ";366;;303;155;11;"VALLEE D'AOSTE";"105"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PERLOZ";366;;303;155;11;"ALTERNATIVA SOCIALE MUSSOLINI";"1"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PERLOZ";366;;303;155;11;"FIAMMA TRICOLORE";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PERLOZ";366;;303;155;11;"UNIONE DI CENTRO";"2"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PERLOZ";366;;303;155;11;"PARTITO PENSIONATI";"4"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PONTEY";562;;477;241;19;"UNIONE DI CENTRO";"19"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PONTEY";562;;477;241;19;"PARTITO PENSIONATI";"10"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PONTEY";562;;477;241;19;"FI-AN";"62"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PONTEY";562;;477;241;19;"AUT.LIB. DEMOCRATIE";"191"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PONT-SAINT-MARTIN";2993;;2547;1252;52;"LEGA NORD V.D'AOSTE";"52"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PONT-SAINT-MARTIN";2993;;2547;1252;52;"VALLEE D'AOSTE";"972"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PONT-SAINT-MARTIN";2993;;2547;1252;52;"ALTERNATIVA SOCIALE MUSSOLINI";"28"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PONT-SAINT-MARTIN";2993;;2547;1252;52;"FIAMMA TRICOLORE";"23"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PONT-SAINT-MARTIN";2993;;2547;1252;52;"UNIONE DI CENTRO";"80"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PONT-SAINT-MARTIN";2993;;2547;1252;52;"PARTITO PENSIONATI";"38"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PONT-SAINT-MARTIN";2993;;2547;1252;52;"FI-AN";"350"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PONT-SAINT-MARTIN";2993;;2547;1252;52;"AUT.LIB. DEMOCRATIE";"864"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PRE'-SAINT-DIDIER";710;;598;304;16;"LEGA NORD V.D'AOSTE";"10"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PRE'-SAINT-DIDIER";710;;598;304;16;"VALLEE D'AOSTE";"187"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PRE'-SAINT-DIDIER";710;;598;304;16;"ALTERNATIVA SOCIALE MUSSOLINI";"4"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PRE'-SAINT-DIDIER";710;;598;304;16;"FIAMMA TRICOLORE";"4"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PRE'-SAINT-DIDIER";710;;598;304;16;"UNIONE DI CENTRO";"26"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PRE'-SAINT-DIDIER";710;;598;304;16;"PARTITO PENSIONATI";"10"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PRE'-SAINT-DIDIER";710;;598;304;16;"FI-AN";"144"
"VALLE D'AOSTA";"VALLE D'AOSTA";"PRE'-SAINT-DIDIER";710;;598;304;16;"AUT.LIB. DEMOCRATIE";"180"
"VALLE D'AOSTA";"VALLE D'AOSTA";"QUART";2467;;2056;1063;44;"LEGA NORD V.D'AOSTE";"31"
"VALLE D'AOSTA";"VALLE D'AOSTA";"QUART";2467;;2056;1063;44;"VALLEE D'AOSTE";"686"
"VALLE D'AOSTA";"VALLE D'AOSTA";"QUART";2467;;2056;1063;44;"ALTERNATIVA SOCIALE MUSSOLINI";"10"
"VALLE D'AOSTA";"VALLE D'AOSTA";"QUART";2467;;2056;1063;44;"FIAMMA TRICOLORE";"6"
"VALLE D'AOSTA";"VALLE D'AOSTA";"QUART";2467;;2056;1063;44;"UNIONE DI CENTRO";"71"
"VALLE D'AOSTA";"VALLE D'AOSTA";"QUART";2467;;2056;1063;44;"PARTITO PENSIONATI";"17"
"VALLE D'AOSTA";"VALLE D'AOSTA";"QUART";2467;;2056;1063;44;"FI-AN";"313"
"VALLE D'AOSTA";"VALLE D'AOSTA";"QUART";2467;;2056;1063;44;"AUT.LIB. DEMOCRATIE";"809"
"VALLE D'AOSTA";"VALLE D'AOSTA";"RHEMES-NOTRE-DAME";90;;84;49;4;"LEGA NORD V.D'AOSTE";"1"
"VALLE D'AOSTA";"VALLE D'AOSTA";"RHEMES-NOTRE-DAME";90;;84;49;4;"VALLEE D'AOSTE";"7"
"VALLE D'AOSTA";"VALLE D'AOSTA";"RHEMES-NOTRE-DAME";90;;84;49;4;"ALTERNATIVA SOCIALE MUSSOLINI";"1"
"VALLE D'AOSTA";"VALLE D'AOSTA";"RHEMES-NOTRE-DAME";90;;84;49;4;"FIAMMA TRICOLORE";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"RHEMES-NOTRE-DAME";90;;84;49;4;"UNIONE DI CENTRO";"3"
"VALLE D'AOSTA";"VALLE D'AOSTA";"RHEMES-NOTRE-DAME";90;;84;49;4;"PARTITO PENSIONATI";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"RHEMES-NOTRE-DAME";90;;84;49;4;"FI-AN";"3"
"VALLE D'AOSTA";"VALLE D'AOSTA";"RHEMES-NOTRE-DAME";90;;84;49;4;"AUT.LIB. DEMOCRATIE";"60"
"VALLE D'AOSTA";"VALLE D'AOSTA";"RHEMES-SAINT-GEORGES";157;;141;71;5;"LEGA NORD V.D'AOSTE";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"RHEMES-SAINT-GEORGES";157;;141;71;5;"VALLEE D'AOSTE";"27"
"VALLE D'AOSTA";"VALLE D'AOSTA";"RHEMES-SAINT-GEORGES";157;;141;71;5;"ALTERNATIVA SOCIALE MUSSOLINI";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"RHEMES-SAINT-GEORGES";157;;141;71;5;"FIAMMA TRICOLORE";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"RHEMES-SAINT-GEORGES";157;;141;71;5;"UNIONE DI CENTRO";"2"
"VALLE D'AOSTA";"VALLE D'AOSTA";"RHEMES-SAINT-GEORGES";157;;141;71;5;"PARTITO PENSIONATI";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"RHEMES-SAINT-GEORGES";157;;141;71;5;"FI-AN";"7"
"VALLE D'AOSTA";"VALLE D'AOSTA";"RHEMES-SAINT-GEORGES";157;;141;71;5;"AUT.LIB. DEMOCRATIE";"98"
"VALLE D'AOSTA";"VALLE D'AOSTA";"ROISAN";663;;556;270;23;"LEGA NORD V.D'AOSTE";"12"
"VALLE D'AOSTA";"VALLE D'AOSTA";"ROISAN";663;;556;270;23;"VALLEE D'AOSTE";"130"
"VALLE D'AOSTA";"VALLE D'AOSTA";"ROISAN";663;;556;270;23;"ALTERNATIVA SOCIALE MUSSOLINI";"5"
"VALLE D'AOSTA";"VALLE D'AOSTA";"ROISAN";663;;556;270;23;"FIAMMA TRICOLORE";"5"
"VALLE D'AOSTA";"VALLE D'AOSTA";"ROISAN";663;;556;270;23;"UNIONE DI CENTRO";"7"
"VALLE D'AOSTA";"VALLE D'AOSTA";"ROISAN";663;;556;270;23;"PARTITO PENSIONATI";"7"
"VALLE D'AOSTA";"VALLE D'AOSTA";"ROISAN";663;;556;270;23;"FI-AN";"94"
"VALLE D'AOSTA";"VALLE D'AOSTA";"ROISAN";663;;556;270;23;"AUT.LIB. DEMOCRATIE";"256"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-CHRISTOPHE";2385;;2053;1035;46;"LEGA NORD V.D'AOSTE";"28"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-CHRISTOPHE";2385;;2053;1035;46;"VALLEE D'AOSTE";"614"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-CHRISTOPHE";2385;;2053;1035;46;"ALTERNATIVA SOCIALE MUSSOLINI";"9"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-CHRISTOPHE";2385;;2053;1035;46;"FIAMMA TRICOLORE";"7"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-CHRISTOPHE";2385;;2053;1035;46;"UNIONE DI CENTRO";"39"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-CHRISTOPHE";2385;;2053;1035;46;"PARTITO PENSIONATI";"29"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-CHRISTOPHE";2385;;2053;1035;46;"FI-AN";"269"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-CHRISTOPHE";2385;;2053;1035;46;"AUT.LIB. DEMOCRATIE";"959"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-DENIS";295;;239;125;4;"LEGA NORD V.D'AOSTE";"5"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-DENIS";295;;239;125;4;"VALLEE D'AOSTE";"69"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-DENIS";295;;239;125;4;"ALTERNATIVA SOCIALE MUSSOLINI";"1"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-DENIS";295;;239;125;4;"FIAMMA TRICOLORE";"2"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-DENIS";295;;239;125;4;"UNIONE DI CENTRO";"6"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-DENIS";295;;239;125;4;"PARTITO PENSIONATI";"2"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-DENIS";295;;239;125;4;"FI-AN";"18"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-DENIS";295;;239;125;4;"AUT.LIB. DEMOCRATIE";"122"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALPELLINE";481;;419;217;7;"PARTITO PENSIONATI";"2"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALPELLINE";481;;419;217;7;"FI-AN";"34"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALPELLINE";481;;419;217;7;"AUT.LIB. DEMOCRATIE";"206"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALSAVARENCHE";141;;122;61;6;"LEGA NORD V.D'AOSTE";"1"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALSAVARENCHE";141;;122;61;6;"VALLEE D'AOSTE";"51"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALSAVARENCHE";141;;122;61;6;"ALTERNATIVA SOCIALE MUSSOLINI";"1"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALSAVARENCHE";141;;122;61;6;"FIAMMA TRICOLORE";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALSAVARENCHE";141;;122;61;6;"UNIONE DI CENTRO";"2"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALSAVARENCHE";141;;122;61;6;"PARTITO PENSIONATI";"2"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALSAVARENCHE";141;;122;61;6;"FI-AN";"4"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALSAVARENCHE";141;;122;61;6;"AUT.LIB. DEMOCRATIE";"54"
"VALLE D'AOSTA";"VALLE D'AOSTA";"VALTOURNENCHE";1668;;1453;758;35;"LEGA NORD V.D'AOSTE";"44"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-MARCEL";942;;805;402;20;"LEGA NORD V.D'AOSTE";"10"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-MARCEL";942;;805;402;20;"VALLEE D'AOSTE";"235"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-MARCEL";942;;805;402;20;"ALTERNATIVA SOCIALE MUSSOLINI";"8"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-MARCEL";942;;805;402;20;"FIAMMA TRICOLORE";"3"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-MARCEL";942;;805;402;20;"UNIONE DI CENTRO";"17"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-MARCEL";942;;805;402;20;"PARTITO PENSIONATI";"5"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-MARCEL";942;;805;402;20;"FI-AN";"87"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-MARCEL";942;;805;402;20;"AUT.LIB. DEMOCRATIE";"395"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-NICOLAS";235;;193;107;4;"LEGA NORD V.D'AOSTE";"5"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-NICOLAS";235;;193;107;4;"VALLEE D'AOSTE";"56"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-NICOLAS";235;;193;107;4;"ALTERNATIVA SOCIALE MUSSOLINI";"4"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-NICOLAS";235;;193;107;4;"FIAMMA TRICOLORE";"2"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-NICOLAS";235;;193;107;4;"UNIONE DI CENTRO";"3"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-NICOLAS";235;;193;107;4;"PARTITO PENSIONATI";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-NICOLAS";235;;193;107;4;"FI-AN";"20"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-NICOLAS";235;;193;107;4;"AUT.LIB. DEMOCRATIE";"94"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-OYEN";150;;130;56;4;"LEGA NORD V.D'AOSTE";"1"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-OYEN";150;;130;56;4;"VALLEE D'AOSTE";"60"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-OYEN";150;;130;56;4;"ALTERNATIVA SOCIALE MUSSOLINI";"2"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-OYEN";150;;130;56;4;"FIAMMA TRICOLORE";"0"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-OYEN";150;;130;56;4;"UNIONE DI CENTRO";"3"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-OYEN";150;;130;56;4;"PARTITO PENSIONATI";"1"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-OYEN";150;;130;56;4;"FI-AN";"10"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-OYEN";150;;130;56;4;"AUT.LIB. DEMOCRATIE";"45"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-PIERRE";2035;;1651;836;51;"LEGA NORD V.D'AOSTE";"52"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-PIERRE";2035;;1651;836;51;"VALLEE D'AOSTE";"434"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-PIERRE";2035;;1651;836;51;"ALTERNATIVA SOCIALE MUSSOLINI";"28"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-PIERRE";2035;;1651;836;51;"FIAMMA TRICOLORE";"10"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-PIERRE";2035;;1651;836;51;"UNIONE DI CENTRO";"40"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-PIERRE";2035;;1651;836;51;"PARTITO PENSIONATI";"20"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-PIERRE";2035;;1651;836;51;"FI-AN";"254"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-PIERRE";2035;;1651;836;51;"AUT.LIB. DEMOCRATIE";"705"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-RHEMY-EN-BOSSES";310;;240;142;3;"LEGA NORD V.D'AOSTE";"4"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-RHEMY-EN-BOSSES";310;;240;142;3;"VALLEE D'AOSTE";"132"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-RHEMY-EN-BOSSES";310;;240;142;3;"ALTERNATIVA SOCIALE MUSSOLINI";"1"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-RHEMY-EN-BOSSES";310;;240;142;3;"FIAMMA TRICOLORE";"2"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-RHEMY-EN-BOSSES";310;;240;142;3;"UNIONE DI CENTRO";"1"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-RHEMY-EN-BOSSES";310;;240;142;3;"PARTITO PENSIONATI";"1"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-RHEMY-EN-BOSSES";310;;240;142;3;"FI-AN";"18"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-RHEMY-EN-BOSSES";310;;240;142;3;"AUT.LIB. DEMOCRATIE";"72"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-VINCENT";3719;;3057;1514;58;"LEGA NORD V.D'AOSTE";"75"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-VINCENT";3719;;3057;1514;58;"VALLEE D'AOSTE";"970"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-VINCENT";3719;;3057;1514;58;"ALTERNATIVA SOCIALE MUSSOLINI";"39"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-VINCENT";3719;;3057;1514;58;"FIAMMA TRICOLORE";"21"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-VINCENT";3719;;3057;1514;58;"UNIONE DI CENTRO";"94"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-VINCENT";3719;;3057;1514;58;"PARTITO PENSIONATI";"48"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-VINCENT";3719;;3057;1514;58;"FI-AN";"630"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SAINT-VINCENT";3719;;3057;1514;58;"AUT.LIB. DEMOCRATIE";"1015"
"VALLE D'AOSTA";"VALLE D'AOSTA";"SARRE";3404;;2906;1436;67;"LEGA NORD V.D'AOSTE";"60"
